episode,steps,ep_reward,avg_speed,energy,wiggle,safety,success
1038,2,-92.261,18.616,113.199,0.000,0.460,0
1039,2,-96.568,20.379,194.692,0.000,0.000,0
1040,1,-90.385,2.644,2.424,0.000,0.109,0
1041,2,-92.319,20.866,200.363,0.000,0.000,0
1042,1,-92.384,3.890,11.632,0.000,0.000,0
1043,2,-94.980,16.538,39.443,0.000,0.000,0
1044,3,-88.856,31.587,0.000,0.000,0.000,0
1045,3,-93.884,0.000,0.000,0.074,0.000,0
1046,2,-91.822,17.372,83.540,0.000,0.000,0
1047,2,-91.090,15.759,37.331,0.000,0.000,0
1048,4,-87.667,0.000,0.000,0.495,0.000,0
1049,2,-93.211,19.407,142.714,0.000,0.000,0
1050,15,95.483,42.330,0.000,0.000,0.000,1
1051,8,98.629,42.953,0.000,0.000,0.000,1
1052,1,0.000,0.000,0.000,0.000,0.000,0
1053,2,-91.042,20.235,225.560,0.000,0.000,0
1054,5,100.648,53.164,0.000,0.000,0.000,1
1055,1,-94.469,7.905,78.453,0.000,0.000,0
1056,3,-89.688,27.833,0.000,0.000,0.000,0
1057,1,-90.000,0.000,0.000,0.150,0.000,0
1058,2,-92.058,17.322,83.262,0.000,0.000,0
1059,4,-86.927,40.794,0.000,0.000,0.000,0
1060,1,0.000,0.000,0.000,0.000,0.000,0
1061,3,-89.376,27.857,0.000,0.000,0.000,0
1062,2,-91.053,17.099,82.030,0.000,0.000,0
1063,1,-91.700,7.364,56.239,0.000,0.000,0
1064,2,-90.747,17.586,84.729,0.000,0.000,0
1065,3,-94.332,28.897,0.000,0.000,0.870,0
1066,1,-92.083,4.234,12.842,0.000,0.000,0
1067,2,-91.070,19.446,167.044,0.000,0.000,0
1068,3,-89.420,32.001,0.000,0.000,0.000,0
1069,2,-91.501,15.746,37.295,0.000,0.000,0
1070,2,-91.129,20.004,197.569,0.000,0.771,0
1071,3,-91.284,0.000,0.100,0.000,0.000,0
1072,3,-90.022,29.552,0.000,0.000,0.000,0
1073,7,94.071,18.053,175.259,0.000,0.000,1
1074,2,-92.422,0.000,0.000,0.228,0.000,0
1075,5,98.414,51.795,0.000,0.000,0.000,1
1076,2,-91.541,0.000,0.000,0.324,0.000,0
1077,4,-87.407,0.000,0.000,0.152,0.000,0
1078,7,90.046,31.125,0.000,0.000,0.000,1
1079,2,-92.208,19.452,191.173,0.000,0.910,0
1080,2,-94.435,0.000,0.000,0.056,0.013,0
1081,2,-91.999,18.378,111.517,0.000,0.000,0
1082,3,-87.195,32.299,0.000,0.000,0.000,0
1083,4,-88.428,0.000,0.000,0.664,0.006,0
1084,1,-90.000,0.000,0.000,0.162,0.000,0
1085,4,-86.748,41.543,0.000,0.000,0.269,0
1086,2,-91.442,18.972,162.293,0.000,0.036,0
1087,3,-91.213,0.000,0.000,0.315,0.909,0
1088,5,101.444,53.508,0.000,0.000,0.000,1
1089,7,96.032,31.125,0.000,0.000,0.000,1
1090,2,-92.170,16.280,38.741,0.000,0.000,0
1091,2,-91.494,19.283,165.400,0.000,0.900,0
1092,4,97.190,45.036,0.000,0.000,0.000,1
1093,5,99.670,53.065,0.000,0.000,0.000,1
1094,4,-86.831,40.573,0.000,0.000,0.616,0
1095,4,-87.967,41.014,0.000,0.000,0.134,0
1096,5,98.536,52.463,0.000,0.000,0.000,1
1097,2,-91.907,0.000,0.000,0.127,0.000,0
1098,4,-86.751,42.787,0.000,0.000,0.000,0
1099,4,-87.814,41.172,0.000,0.000,0.000,0
1100,4,-86.503,40.911,0.000,0.000,0.562,0
1101,4,-88.306,41.740,0.000,0.000,0.000,0
1102,4,-86.250,42.969,0.000,0.000,0.000,0
1103,2,-90.665,20.786,199.430,0.000,0.114,0
1104,3,-88.009,32.205,0.000,0.000,0.000,0
1105,3,-88.920,31.223,0.000,0.000,0.000,0
1106,2,-91.380,20.633,197.641,0.000,0.000,0
1107,4,-86.453,43.192,0.000,0.000,0.989,0
1108,2,-91.824,17.683,85.266,0.000,0.000,0
1109,5,97.628,0.000,0.000,0.587,0.000,1
1110,1,-94.562,5.336,39.242,0.000,0.157,0
1111,1,-92.273,4.589,14.092,0.000,0.000,0
1112,4,-88.524,41.417,0.000,0.000,0.000,0
1113,2,-91.429,16.435,39.163,0.000,0.000,0
1114,2,-91.072,16.585,59.379,0.000,0.000,0
1115,3,-91.238,30.264,0.000,0.000,0.858,0
1116,1,-90.000,0.000,0.000,0.693,0.580,0
1117,1,-91.710,3.629,7.139,0.000,0.000,0
1118,3,-92.858,30.380,0.000,0.000,0.000,0
1119,2,-90.988,16.600,59.440,0.000,0.000,0
1120,2,-91.131,0.000,0.000,0.353,0.000,0
1121,5,97.778,52.371,0.000,0.000,0.000,1
1122,1,-93.066,7.498,65.666,0.000,0.893,0
1123,5,-93.496,16.185,96.355,0.000,0.589,0
1124,2,-91.078,15.874,37.641,0.000,0.000,0
1125,2,-92.080,18.908,161.651,0.000,0.000,0
1126,3,-89.965,29.392,0.000,0.000,0.000,0
1127,1,-91.437,4.169,8.401,0.000,0.000,0
1128,2,-92.809,17.158,82.355,0.000,0.000,0
1129,3,-89.249,30.849,0.000,0.000,0.000,0
1130,3,-90.413,31.792,0.000,0.000,0.000,0
1131,2,-91.128,18.517,112.500,0.000,0.000,0
1132,2,-90.816,20.453,195.551,0.000,0.663,0
1133,2,-92.009,19.704,194.083,0.000,0.000,0
1134,1,-91.830,8.390,83.791,0.000,0.622,0
1135,2,-92.883,17.031,61.210,0.000,0.479,0
1136,4,-87.068,0.000,0.000,0.095,0.907,0
1137,3,-92.317,31.422,0.000,0.000,0.020,0
1138,3,-91.160,29.260,0.000,0.000,0.000,0
1139,3,-90.444,28.470,0.000,0.000,0.000,0
1140,1,-91.986,7.477,57.200,0.000,0.073,0
1141,5,-88.675,0.000,0.000,0.853,0.966,0
1142,7,-80.349,0.000,0.000,0.517,0.000,0
1143,2,-92.139,15.951,18.921,0.000,0.000,0
1144,2,-93.156,19.235,141.231,0.000,0.000,0
1145,3,-92.861,28.446,0.000,0.000,0.296,0
1146,2,-94.157,20.801,199.598,0.000,0.552,0
1147,2,-92.000,15.635,18.494,0.000,0.000,0
1148,2,-91.439,18.510,112.448,0.000,0.000,0
1149,5,99.393,53.073,0.000,0.000,0.000,1
1150,1,0.000,0.000,0.000,0.000,0.000,0
1151,4,-86.850,43.047,0.000,0.000,0.000,0
1152,2,-92.833,17.469,84.076,0.000,0.076,0
1153,4,-88.036,0.000,0.000,0.253,0.856,0
1154,1,-92.790,5.573,29.353,0.000,0.000,0
1155,1,0.000,0.000,0.000,0.000,0.000,0
1156,1,0.000,0.000,0.000,0.000,0.000,0
1157,2,-92.770,17.386,62.679,0.000,0.000,0
1158,1,0.000,0.000,0.000,0.000,0.000,0
1159,1,-93.899,7.002,60.875,0.000,0.000,0
1160,3,-90.317,29.297,0.000,0.000,0.000,0
1161,3,-91.419,28.453,0.000,0.000,0.152,0
1162,4,-87.261,41.591,0.000,0.000,0.496,0
1163,1,-90.450,3.333,3.223,0.000,0.162,0
1164,3,-90.052,30.514,0.000,0.000,0.258,0
1165,2,-90.281,19.732,169.932,0.000,0.858,0
1166,1,-92.482,8.764,87.919,0.000,0.000,0
1167,5,-93.224,15.563,73.671,0.000,0.000,0
1168,3,-90.367,28.801,0.000,0.000,0.000,0
1169,2,-91.354,16.580,39.558,0.000,0.000,0
1170,2,-91.638,0.000,0.000,0.144,0.939,0
1171,3,-90.204,27.711,0.000,0.000,0.000,0
1172,1,-91.416,4.194,8.462,0.000,0.000,0
1173,4,-87.733,40.807,0.000,0.000,0.000,0
1174,9,94.591,42.953,0.000,0.000,0.000,1
1175,8,94.284,0.000,0.000,0.338,0.000,1
1176,1,-94.601,6.538,63.580,0.000,0.000,0
1177,3,-90.426,29.411,0.000,0.000,0.924,0
1178,2,-90.972,17.371,62.620,0.000,0.000,0
1179,9,-93.033,0.000,0.000,0.739,0.000,0
1180,2,-91.115,17.746,107.088,0.000,0.035,0
1181,5,99.240,52.721,0.000,0.000,0.000,1
1182,2,-93.358,17.927,108.354,0.000,0.843,0
1183,3,-88.128,33.002,0.000,0.000,0.122,0
1184,2,-92.416,18.513,135.071,0.000,0.000,0
1185,4,-89.516,40.543,0.000,0.000,0.000,0
1186,4,-87.507,41.413,0.000,0.000,0.000,0
1187,2,-91.829,19.633,193.262,0.000,0.291,0
1188,4,-86.448,40.562,0.000,0.000,0.934,0
1189,3,-89.506,30.490,0.000,0.000,0.837,0
1190,4,94.269,44.517,0.000,0.000,0.000,1
1191,2,-92.581,17.554,84.551,0.000,0.000,0
1192,4,-87.570,0.000,0.000,0.197,0.000,0
1193,2,-92.592,19.847,195.750,0.000,0.000,0
1194,2,-90.472,20.004,197.569,0.000,0.771,0
1195,1,-91.826,6.320,40.613,0.000,0.000,0
1196,1,0.000,0.000,0.000,0.000,0.000,0
1197,3,-93.122,27.493,0.000,0.000,0.000,0
1198,10,-92.104,18.675,205.326,0.000,0.547,0
1199,1,-92.355,7.840,68.995,0.000,0.000,0
1200,2,-91.460,17.908,108.222,0.000,0.000,0
1201,5,96.544,52.993,0.000,0.000,0.000,1
1202,2,-92.214,19.429,190.912,0.000,0.058,0
1203,2,-92.746,17.755,85.669,0.000,0.105,0
1204,2,-91.837,20.052,223.160,0.000,0.000,0
1205,2,-91.413,20.562,204.097,0.000,0.000,0
1206,1,-91.174,7.243,63.204,0.000,0.000,0
1207,4,-92.573,18.053,175.259,0.000,1.000,0
1208,2,-90.555,0.000,0.000,0.000,1.000,0
1209,1,0.000,0.000,0.000,0.000,0.000,0
1210,1,-91.796,5.596,23.565,0.000,0.698,0
1211,1,0.000,0.000,0.000,0.000,0.000,0
1212,4,-87.621,42.570,0.000,0.000,0.000,0
1213,2,-90.533,17.152,61.710,0.000,0.342,0
1214,4,-87.377,41.495,0.000,0.000,0.031,0
1215,1,-92.981,5.203,21.702,0.000,0.736,0
1216,2,-91.775,20.452,195.543,0.000,0.000,0
1217,3,-95.516,30.141,0.000,0.000,0.000,0
1218,1,-93.853,5.860,37.314,0.000,0.094,0
1219,1,-92.159,2.727,7.574,0.000,0.000,0
1220,1,-92.833,6.773,51.250,0.000,0.142,0
1221,4,-87.575,44.285,0.000,0.000,0.000,0
1222,3,-90.082,30.196,0.000,0.000,0.867,0
1223,1,-91.678,6.712,50.741,0.000,0.000,0
1224,2,-91.761,16.035,38.077,0.000,0.000,0
1225,4,-89.927,41.924,0.000,0.000,0.000,0
1226,14,93.385,39.218,0.000,0.000,0.000,1
1227,2,-92.437,15.719,37.224,0.000,0.000,0
1228,2,-92.521,19.643,169.031,0.000,0.019,0
1229,3,-92.480,0.000,0.000,0.150,0.000,0
1230,2,-92.923,0.000,0.000,0.373,0.158,0
1231,1,-92.731,4.862,20.094,0.000,0.000,0
1232,4,96.461,44.068,0.000,0.000,0.000,1
1233,2,-90.285,20.350,194.363,0.000,0.308,0
1234,2,-92.220,18.441,111.963,0.000,0.031,0
1235,2,-91.998,18.589,135.712,0.000,0.000,0
1236,2,-90.696,20.385,194.762,0.000,0.000,0
1237,1,0.000,0.000,0.000,0.000,0.000,0
1238,10,-88.434,0.000,0.000,0.683,0.000,0
1239,3,-88.424,31.669,0.000,0.000,0.000,0
1240,3,-90.994,32.664,0.000,0.000,0.000,0
1241,5,-83.572,52.334,0.000,0.000,0.000,0
1242,1,-90.000,0.000,0.000,0.240,0.000,0
1243,3,-90.589,30.431,0.000,0.000,0.000,0
1244,6,-90.335,18.675,205.326,0.000,0.968,0
1245,1,0.000,0.000,0.000,0.000,0.000,0
1246,2,-93.144,15.899,37.708,0.000,0.000,0
1247,2,-92.264,17.323,83.267,0.000,0.000,0
1248,1,-92.005,5.522,29.051,0.000,0.000,0
1249,7,-83.206,16.185,96.355,0.000,0.150,0
1250,3,-88.524,32.904,0.000,0.000,0.000,0
1251,1,-92.040,3.179,9.145,0.000,0.000,0
1252,1,-90.536,7.703,67.658,0.000,0.771,0
1253,1,0.000,0.000,0.000,0.000,0.000,0
1254,1,0.000,0.000,0.000,0.000,0.000,0
1255,12,-92.788,0.000,0.000,0.213,0.145,0
1256,2,-91.272,19.400,142.654,0.000,0.000,0
1257,1,-91.874,6.622,42.786,0.000,0.000,0
1258,1,-93.461,7.544,57.768,0.000,0.063,0
1259,2,-90.289,17.856,107.854,0.000,0.000,0
1260,5,-92.283,39.218,0.000,0.000,0.238,0
1261,2,-90.641,20.295,193.720,0.000,0.049,0
1262,2,-90.842,20.494,203.299,0.000,0.000,0
1263,2,-91.667,0.000,0.000,0.242,0.000,0
1264,7,-93.055,38.595,0.000,0.000,0.000,0
1265,3,-91.794,0.000,0.000,0.472,0.000,0
1266,5,-84.452,52.391,0.000,0.000,0.000,0
1267,11,99.103,42.953,0.000,0.000,0.000,1
1268,2,-93.555,18.953,162.098,0.000,0.000,0
1269,3,-94.944,29.620,0.000,0.000,0.250,0
1270,5,99.196,52.812,0.000,0.000,0.000,1
1271,4,-86.981,41.325,0.000,0.000,0.000,0
1272,2,-90.758,17.889,86.414,0.000,0.000,0
1273,2,-92.038,17.203,61.921,0.000,0.000,0
1274,1,-90.000,0.000,0.000,0.342,0.000,0
1275,1,0.000,0.000,0.000,0.000,0.000,0
1276,2,-93.024,18.366,111.431,0.000,0.000,0
1277,2,-91.992,19.784,170.459,0.000,0.948,0
1278,3,-89.803,32.291,0.000,0.000,0.861,0
1279,3,-96.653,29.654,0.000,0.000,0.000,0
1280,3,-87.768,32.299,0.000,0.000,0.000,0
1281,2,-90.795,19.931,171.947,0.000,0.000,0
1282,2,-91.740,15.446,18.241,0.000,0.000,0
1283,1,0.000,0.000,0.000,0.000,0.000,0
1284,3,-90.562,28.697,0.000,0.000,0.000,0
1285,5,98.290,0.000,0.000,0.298,0.000,1
1286,4,-87.814,0.000,0.000,1.000,0.000,0
1287,1,-91.966,8.557,85.629,0.000,0.000,0
1288,8,-85.758,0.000,0.000,1.000,0.302,0
1289,3,-91.109,30.099,0.000,0.000,0.000,0
1290,4,-87.729,41.283,0.000,0.000,0.000,0
1291,13,96.876,40.463,0.000,0.000,0.000,1
1292,2,-92.198,16.404,58.638,0.000,0.000,0
1293,1,-91.028,2.037,1.723,0.000,0.000,0
1294,5,-90.881,16.808,120.820,0.000,0.000,0
1295,10,-89.475,0.000,0.000,0.850,0.000,0
1296,3,-91.050,31.096,0.000,0.000,0.000,0
1297,2,-91.646,18.148,109.900,0.000,0.757,0
1298,2,-92.122,16.894,60.647,0.000,0.678,0
1299,5,-82.063,52.562,0.000,0.000,0.689,0
1300,2,-92.761,16.712,59.898,0.000,0.000,0
1301,2,-91.893,0.000,0.000,1.000,0.255,0
1302,3,-89.133,32.291,0.000,0.000,0.000,0
1303,2,-91.113,19.376,142.444,0.000,0.767,0
1304,2,-90.484,18.970,138.958,0.000,0.000,0
1305,4,92.872,41.149,0.000,0.000,0.000,1
1306,3,-90.128,29.350,0.000,0.000,0.000,0
1307,2,-91.847,15.149,17.844,0.000,0.000,0
1308,3,-89.945,0.000,0.000,0.165,0.841,0
1309,2,-91.609,17.830,107.676,0.000,0.000,0
1310,4,-87.075,43.038,0.000,0.000,0.944,0
1311,2,-94.448,19.629,193.224,0.000,0.000,0
1312,1,-95.629,7.543,74.492,0.000,0.000,0
1313,3,-91.172,30.444,0.000,0.000,0.000,0
1314,5,-80.223,53.236,0.000,0.000,0.000,0
1315,2,-91.795,15.304,36.110,0.000,0.000,0
1316,3,-90.826,29.340,0.000,0.000,0.000,0
1317,2,-92.043,17.614,148.897,0.000,0.000,0
1318,2,-95.367,15.746,37.295,0.000,0.000,0
1319,2,-92.044,19.779,170.405,0.000,0.000,0
1320,6,-84.283,0.000,0.000,0.641,0.570,0
1321,2,-91.717,16.951,81.217,0.000,0.000,0
1322,2,-92.209,0.000,0.000,0.228,0.000,0
1323,3,-90.677,28.274,0.000,0.000,0.028,0
1324,1,-90.000,0.000,0.000,0.061,0.000,0
1325,4,-91.282,0.000,0.000,0.441,0.000,0
1326,2,-91.026,18.606,135.857,0.000,0.000,0
1327,13,93.587,31.125,0.000,0.000,0.000,1
1328,4,-84.827,44.791,0.000,0.000,0.859,0
1329,2,-90.071,18.649,136.223,0.000,0.000,0
1330,3,-92.274,30.149,0.000,0.000,0.000,0
1331,2,-90.582,20.007,197.609,0.000,0.000,0
1332,1,-91.069,8.080,71.329,0.000,0.792,0
1333,3,-99.088,30.212,0.000,0.000,0.000,0
1334,1,-92.210,5.199,21.684,0.000,0.000,0
1335,3,-90.840,28.040,0.000,0.000,0.000,0
1336,4,-87.349,0.000,0.000,0.316,0.673,0
1337,2,-91.333,19.401,190.587,0.000,0.000,0
1338,2,-90.785,20.632,204.914,0.000,0.000,0
1339,3,-91.639,28.852,0.000,0.000,0.532,0
1340,9,-87.983,16.808,120.820,0.000,0.538,0
1341,4,-85.235,45.357,0.000,0.000,0.000,0
1342,2,-93.728,18.512,112.464,0.000,0.000,0
1343,4,-87.558,41.969,0.000,0.000,0.797,0
1344,1,-91.453,7.164,62.442,0.000,0.000,0
1345,3,-88.295,32.702,0.000,0.000,0.000,0
1346,1,-92.651,6.604,42.649,0.000,0.362,0
1347,2,-93.052,17.066,61.356,0.000,0.140,0
1348,3,-87.625,32.790,0.000,0.000,0.737,0
1349,4,-86.140,42.874,0.000,0.000,0.000,0
1350,2,-92.685,16.934,81.126,0.000,0.000,0
1351,3,-95.990,31.824,0.000,0.000,0.507,0
1352,3,-88.994,31.341,0.000,0.000,0.659,0
1353,2,-91.303,0.000,0.000,0.164,0.000,0
1354,2,-90.682,21.017,202.130,0.000,0.965,0
1355,2,-91.586,16.084,38.209,0.000,0.828,0
1356,2,-92.603,16.161,19.205,0.000,0.000,0
1357,3,-92.063,30.113,0.000,0.000,0.000,0
1358,1,0.000,0.000,0.000,0.000,0.000,0
1359,2,-91.659,17.910,108.236,0.000,0.000,0
1360,3,-89.933,29.473,0.000,0.000,0.836,0
1361,1,-90.983,5.176,27.000,0.000,0.408,0
1362,6,-91.787,17.430,147.106,0.000,0.095,0
1363,2,-91.495,20.541,196.572,0.000,0.000,0
1364,4,-86.765,40.352,0.000,0.000,0.887,0
1365,2,-93.074,19.007,162.637,0.000,0.000,0
1366,3,-90.977,28.633,0.000,0.000,0.257,0
1367,3,-91.058,32.667,0.000,0.000,0.000,0
1368,4,-88.837,42.590,0.000,0.000,0.000,0
1369,2,-91.062,19.484,167.422,0.000,0.000,0
1370,2,-91.464,0.000,0.000,0.632,0.000,0
1371,1,0.000,0.000,0.000,0.000,0.000,0
1372,1,-92.016,5.411,22.687,0.000,0.000,0
1373,4,-86.154,41.910,0.000,0.000,0.000,0
1374,3,-88.518,31.566,0.000,0.000,0.000,0
1375,4,-86.161,41.942,0.000,0.000,0.314,0
1376,3,-97.683,28.967,0.000,0.000,0.000,0
1377,1,0.000,0.000,0.000,0.000,0.000,0
1378,3,-88.990,31.524,0.000,0.000,0.000,0
1379,2,-91.908,19.152,164.089,0.000,0.219,0
1380,2,-91.618,18.489,112.299,0.000,0.904,0
1381,2,-90.736,19.529,192.071,0.000,0.000,0
1382,2,-95.673,15.717,37.218,0.000,0.000,0
1383,1,-91.748,5.677,29.971,0.000,0.000,0
1384,2,-91.169,17.773,107.277,0.000,0.000,0
1385,1,0.000,0.000,0.000,0.000,0.000,0
1386,4,-89.426,41.044,0.000,0.000,0.814,0
1387,2,-91.086,20.385,202.012,0.000,1.000,0
1388,1,-91.895,5.698,24.050,0.000,0.000,0
1389,2,-91.498,18.168,132.153,0.000,0.000,0
1390,2,-94.318,18.816,160.739,0.000,0.965,0
1391,5,96.998,0.000,0.000,0.429,0.000,1
1392,1,0.000,0.000,0.000,0.000,0.000,0
1393,2,-92.282,16.712,59.898,0.000,0.000,0
1394,2,-92.044,16.991,61.045,0.000,0.000,0
1395,4,-84.777,43.924,0.000,0.000,0.000,0
1396,4,-86.765,42.039,0.000,0.000,0.000,0
1397,2,-91.205,18.960,138.876,0.000,0.762,0
1398,3,-89.215,29.183,0.000,0.000,0.000,0
1399,2,-96.068,16.305,58.234,0.000,0.000,0
1400,3,-93.084,31.729,0.000,0.000,0.943,0
1401,2,-91.793,16.175,19.223,0.000,0.000,0
1402,1,-91.081,2.222,1.936,0.000,0.000,0
1403,2,-90.681,0.000,0.000,0.107,0.000,0
1404,2,-91.040,19.646,169.062,0.000,0.000,0
1405,3,-91.406,30.034,0.000,0.000,0.000,0
1406,3,-90.726,0.000,0.000,0.363,0.000,0
1407,3,-88.993,0.000,0.000,0.000,0.000,0
1408,2,-90.991,0.000,0.000,0.000,0.000,0
1409,1,0.000,0.000,0.000,0.000,0.000,0
1410,6,-91.205,18.675,205.326,0.000,0.000,0
1411,1,0.000,0.000,0.000,0.000,0.000,0
1412,2,-91.417,15.624,18.480,0.000,0.000,0
1413,3,-87.731,32.997,0.000,0.000,0.926,0
1414,3,-88.934,31.587,0.000,0.000,0.000,0
1415,3,-90.806,28.402,0.000,0.000,0.000,0
1416,3,-88.907,31.378,0.000,0.000,0.000,0
1417,3,-89.335,31.422,0.000,0.000,0.021,0
1418,3,-91.465,0.000,0.000,0.684,0.060,0
1419,5,96.511,0.000,0.000,0.000,0.000,1
1420,3,-89.583,32.468,0.000,0.000,0.000,0
1421,10,-91.659,26.145,0.000,0.000,0.000,0
1422,2,-94.085,16.719,59.926,0.000,0.000,0
1423,2,-91.337,20.024,222.795,0.000,0.000,0
1424,2,-91.378,0.000,0.000,0.855,0.000,0
1425,4,-91.725,0.000,0.000,0.316,0.000,0
1426,3,-89.288,31.226,0.000,0.000,0.000,0
1427,3,-97.155,30.744,0.000,0.000,0.412,0
1428,3,-91.089,31.142,0.000,0.000,0.000,0
1429,4,96.200,45.970,0.000,0.000,0.000,1
1430,2,-93.421,16.898,60.664,0.000,0.260,0
1431,1,-91.361,8.678,86.965,0.000,0.000,0
1432,3,-88.341,32.205,0.000,0.000,0.366,0
1433,1,-92.159,7.199,54.846,0.000,0.000,0
1434,1,0.000,0.000,0.000,0.000,0.000,0
1435,8,-90.425,0.000,0.000,0.126,0.826,0
1436,1,-91.394,6.364,47.813,0.000,0.000,0
1437,3,-87.669,33.658,0.000,0.000,0.000,0
1438,3,-90.508,29.024,0.000,0.000,0.000,0
1439,2,-93.346,15.733,18.626,0.000,0.000,0
1440,1,-91.602,7.889,69.467,0.000,0.000,0
1441,2,-90.568,19.594,168.536,0.000,0.891,0
1442,1,-93.655,7.972,70.282,0.000,0.000,0
1443,4,-86.946,42.391,0.000,0.000,0.000,0
1444,3,-91.349,0.000,0.000,0.617,0.713,0
1445,4,95.305,43.115,0.000,0.000,0.000,1
1446,2,-91.955,16.266,58.074,0.000,0.000,0
1447,3,-92.003,29.275,0.000,0.000,0.000,0
1448,3,-91.715,0.000,0.000,0.180,0.081,0
1449,2,-92.315,19.333,142.074,0.000,0.000,0
1450,2,-92.761,17.092,123.171,0.000,0.749,0
1451,1,0.000,0.000,0.000,0.000,0.000,0
1452,5,100.137,53.387,0.000,0.000,0.000,1
1453,5,-90.679,0.000,0.000,0.461,0.000,0
1454,2,-90.808,19.367,166.244,0.000,0.000,0
1455,1,-91.066,6.989,60.752,0.000,0.000,0
1456,6,-88.583,0.000,0.000,0.067,1.000,0
1457,3,-89.064,31.307,0.000,0.000,0.000,0
1458,1,0.000,0.000,0.000,0.000,0.000,0
1459,1,-91.593,4.011,8.032,0.000,0.508,0
1460,2,-91.457,0.000,0.000,0.404,0.000,0
1461,2,-91.600,19.197,140.906,0.000,0.000,0
1462,1,0.000,0.000,0.000,0.000,0.000,0
1463,7,-83.808,18.053,175.259,0.000,0.000,0
1464,5,-81.940,52.877,0.000,0.000,0.000,0
1465,1,-93.292,8.142,81.054,0.000,0.000,0
1466,3,-96.714,29.991,0.000,0.000,0.000,0
1467,2,-92.142,16.276,38.730,0.000,0.000,0
1468,1,-91.653,3.069,5.836,0.000,0.000,0
1469,12,-91.687,16.808,120.820,0.000,0.689,0
1470,2,-92.100,18.397,111.648,0.000,0.000,0
1471,1,-91.914,8.774,88.030,0.000,0.000,0
1472,1,-92.103,4.886,15.142,0.000,0.000,0
1473,2,-89.937,19.901,196.366,0.000,0.803,0
1474,1,-94.635,8.353,83.381,0.000,0.000,0
1475,2,-92.915,20.548,196.654,0.000,0.000,0
1476,7,-92.199,0.000,0.000,0.236,0.000,0
1477,4,-85.244,43.100,0.000,0.000,0.575,0
1478,2,-94.547,0.000,0.000,0.186,0.000,0
1479,3,-91.390,29.324,0.000,0.000,0.000,0
1480,2,-92.068,16.314,58.269,0.000,0.000,0
1481,5,100.486,53.200,0.000,0.000,0.000,1
1482,3,-92.215,0.000,0.000,0.113,0.000,0
1483,2,-91.510,20.052,223.160,0.000,0.000,0
1484,1,-91.895,6.204,33.108,0.000,0.000,0
1485,4,-87.069,41.175,0.000,0.000,0.635,0
1486,2,-92.511,16.602,39.618,0.000,0.000,0
1487,2,-90.723,19.189,140.833,0.000,0.887,0
1488,2,-92.723,17.204,82.612,0.000,0.000,0
1489,2,-90.398,21.017,202.130,0.000,0.965,0
1490,2,-92.183,15.396,18.174,0.000,0.000,0
1491,3,-88.629,32.291,0.000,0.000,0.000,0
1492,1,-91.253,3.926,7.834,0.000,0.000,0
1493,2,-91.003,19.699,194.027,0.000,0.000,0
1494,2,-94.245,18.958,162.154,0.000,0.000,0
1495,1,-91.469,7.676,67.399,0.000,0.000,0
1496,5,-90.108,16.185,96.355,0.000,0.005,0
1497,2,-90.847,20.495,196.039,0.000,0.000,0
1498,2,-90.733,16.963,81.284,0.000,0.000,0
1499,5,98.652,53.135,0.000,0.000,0.000,1
1500,1,-91.828,5.402,28.337,0.000,0.000,0
1501,3,-98.142,29.822,0.000,0.000,0.000,0
1502,2,-92.120,18.060,87.368,0.000,0.000,0
1503,5,100.191,53.242,0.000,0.000,0.000,1
1504,1,-91.081,7.873,69.316,0.000,0.024,0
1505,2,-90.898,17.667,85.177,0.000,0.000,0
1506,1,-92.749,4.850,30.134,0.000,0.007,0
1507,2,-92.301,17.779,85.801,0.000,0.502,0
1508,2,-92.326,18.996,162.526,0.000,0.000,0
1509,2,-90.730,20.886,200.595,0.000,0.970,0
1510,3,-97.722,29.755,0.000,0.000,0.000,0
1511,4,-86.570,40.384,0.000,0.000,0.900,0
1512,5,-86.580,0.000,0.000,0.586,0.000,0
1513,3,-90.458,30.111,0.000,0.000,0.000,0
1514,1,-91.833,8.245,82.188,0.000,0.000,0
1515,2,-91.645,16.104,19.127,0.000,0.000,0
1516,3,-91.865,0.000,0.000,0.129,0.003,0
1517,1,0.000,0.000,0.000,0.000,0.000,0
1518,2,-91.453,18.494,134.913,0.000,0.000,0
1519,2,-91.359,18.088,87.530,0.000,0.000,0
1520,2,-92.561,16.690,59.807,0.000,0.000,0
1521,1,-91.581,8.698,87.186,0.000,0.000,0
1522,1,-91.192,6.310,47.363,0.000,0.000,0
1523,1,-92.601,4.819,14.903,0.000,0.000,0
1524,3,-89.443,33.655,0.000,0.000,0.000,0
1525,3,-91.416,30.583,0.000,0.000,0.987,0
1526,1,-91.683,7.005,60.899,0.000,0.000,0
1527,3,-88.840,32.377,0.000,0.000,0.000,0
1528,2,-91.156,16.179,38.466,0.000,0.000,0
1529,9,-90.414,18.675,205.326,0.000,0.000,0
1530,2,-94.004,19.493,191.653,0.000,0.000,0
1531,3,-89.901,28.779,0.000,0.000,0.000,0
1532,2,-90.394,19.901,196.366,0.000,0.803,0
1533,2,-91.014,18.934,161.914,0.000,0.000,0
1534,2,-91.840,15.940,37.820,0.000,0.000,0
1535,2,-90.712,0.000,0.000,0.720,0.367,0
1536,2,-93.346,18.529,135.202,0.000,0.000,0
1537,2,-92.908,18.036,87.236,0.000,0.000,0
1538,13,-92.376,0.000,0.100,0.000,0.000,0
