#{"t_start": 1769079050.8435593, "env_id": "None"}
r,l,t
-98.275238,2,15737.897274
31.235458,3,15739.476147
41.969957,3,15740.991808
-114.022183,3,15743.120617
-116.460929,3,15747.784886
-87.171794,2,15749.896054
-104.89628,2,15752.030128
-162.498225,6,15754.469081
-128.108811,6,15756.930851
-133.916009,5,15759.289291
-141.956599,3,15760.859535
-155.460725,11,15763.795494
44.290072,4,15765.387588
42.660067,7,15766.98916
-92.538347,3,15769.278428
31.349997,7,15770.938992
-126.711282,5,15773.239366
28.715973,9,15775.078062
7.096839,4,15776.641573
37.427317,4,15781.75044
6.072906,5,15784.104606
48.507529,4,15785.700627
-22.848179,3,15787.354577
36.20535,11,15790.991485
-50.692132,11,15794.380177
37.21174,5,15796.827085
-95.51583,3,15799.046953
-110.678146,9,15801.824284
-96.53542,3,15804.162288
-186.757574,5,15806.57563
-34.071683,10,15808.367697
-125.372428,10,15811.169856
-104.348969,9,15815.046201
54.513709,16,15820.413651
-117.112234,4,15822.680576
-28.884627,13,15826.074137
-100.210565,8,15827.808302
18.317355,4,15829.459175
33.107091,3,15831.110643
-111.529439,3,15833.275489
27.68066,3,15835.507277
32.626877,7,15837.158072
-97.09226,8,15839.781558
-92.126454,2,15841.391701
-98.210263,2,15843.58153
-106.051348,5,15846.392982
-115.691181,6,15850.727223
-104.804505,9,15854.179821
62.622275,5,15856.814733
-106.194505,4,15859.521111
-100.760684,3,15862.297046
5.645091,9,15865.509814
-127.716199,14,15870.200383
-97.213609,3,15872.449701
16.093672,6,15874.821451
61.803236,4,15877.272067
-124.96849,3,15879.729523
-101.268772,3,15884.965732
4.733088,3,15886.584498
-110.254992,5,15888.937996
67.014129,12,15890.896119
-11.240635,5,15892.471634
-92.95382,4,15895.189362
-134.998385,16,15898.906948
-98.542564,6,15901.663355
-106.725368,4,15904.038336
37.589556,4,15905.608684
-96.833293,5,15907.816396
-106.150668,3,15910.185884
-232.741808,8,15911.86334
-140.267464,16,15916.773642
62.209179,5,15922.385149
-103.7572,5,15925.039171
17.851365,9,15926.83619
-150.419148,6,15929.250739
-75.043991,6,15930.902267
3.453624,4,15933.107848
-110.21091,10,15936.630245
37.368792,3,15938.191923
-39.961717,7,15939.905096
-161.463302,5,15942.581861
34.024506,3,15944.147151
-104.279386,4,15946.495996
-13.851132,12,15949.641621
38.173835,3,15951.3709
-54.384692,13,15957.758035
-118.409509,4,15960.584538
-90.246683,5,15963.284902
-100.712349,4,15965.728357
-94.888734,4,15968.869508
-104.87333,6,15972.56636
-137.743135,11,15976.392205
16.952134,9,15978.331677
-137.815243,3,15979.829731
0.400535,11,15984.98159
-116.270607,4,15990.622347
33.009148,3,15993.241733
-127.253539,4,15995.91606
-119.250545,2,15997.500524
-97.743252,3,15999.855349
-110.152737,4,16002.373454
7.551104,5,16004.009261
43.606882,4,16005.574547
-88.299934,1,16008.010944
-96.940563,4,16011.196767
54.513739,3,16013.599362
22.475991,4,16015.21939
26.16846,4,16016.790489
-94.892795,3,16019.186892
3.942721,4,16020.836299
55.488466,3,16026.397253
-102.794598,2,16028.731129
-63.80493,8,16030.490983
-120.558312,7,16033.451261
-101.292884,4,16035.933569
-84.113378,4,16038.365439
-162.090293,9,16041.195715
-92.970069,2,16043.38365
-25.556032,9,16045.151556
24.575058,4,16046.717541
60.430549,8,16049.203916
31.092624,8,16050.932756
-88.285286,2,16053.065998
-95.804745,3,16055.375602
-107.391039,9,16060.6595
-15.10631,4,16062.217016
-152.054278,8,16064.822057
12.425238,8,16067.465733
32.621284,4,16069.030096
41.240456,3,16070.584705
-128.799113,4,16072.862566
3.559318,8,16075.431657
-19.641218,3,16077.014
62.259519,4,16078.558042
-117.407985,12,16081.787353
44.207046,3,16083.566123
16.684664,7,16085.342188
-139.548614,4,16087.039007
41.159386,5,16088.673886
54.874041,4,16090.302669
29.569366,4,16095.102571
16.524101,8,16097.81328
24.49721,4,16099.437489
-124.845917,5,16101.854678
-137.32455,3,16103.409542
-102.510139,1,16105.548039
-170.70366,6,16108.227134
36.711437,6,16109.917697
-109.861479,4,16112.267936
-108.523499,3,16114.470885
-115.434079,8,16117.533123
71.619029,8,16119.223113
-201.94758,11,16122.086887
-99.390345,7,16125.005846
-147.585493,5,16127.333181
26.01872,3,16131.145211
-133.028971,3,16133.347733
22.52754,5,16135.648845
41.195511,5,16137.385095
39.605365,3,16139.513548
32.093001,3,16141.689215
-40.960186,4,16143.310477
-169.722053,21,16148.036012
-94.32144,7,16150.912568
-92.875668,3,16153.140979
-97.300778,5,16155.706186
-97.13737,2,16157.835832
-152.01945,5,16160.209392
24.522426,10,16165.04477
-28.242146,4,16166.617326
18.44602,6,16168.199198
-132.525993,7,16170.764543
18.782676,6,16173.214382
13.59838,5,16174.811529
27.631005,4,16176.341653
25.292335,6,16178.690189
17.057351,5,16181.11914
39.484735,5,16183.197888
-88.696702,2,16185.540341
-92.938929,4,16187.840179
-24.597123,7,16190.420327
31.362306,4,16192.008697
-116.604743,3,16194.352924
-110.190959,9,16196.087656
-5.523467,7,16201.770023
-127.245246,10,16204.685447
31.873713,8,16206.415994
-34.878062,4,16207.980312
-114.926235,7,16210.99275
-92.577828,2,16213.177612
65.2975,5,16215.918157
-123.815967,10,16218.833984
-90.195244,1,16221.071726
60.652243,8,16222.827848
-128.017819,4,16225.296377
-121.177884,13,16232.069662
-123.823255,9,16238.584533
-108.600777,5,16241.497706
-108.200844,10,16244.360699
-91.55119,6,16247.271258
-101.069418,2,16249.540477
-10.88614,9,16252.527416
48.086315,7,16255.510947
-126.38778,2,16257.769005
52.560704,5,16259.339699
-145.280324,4,16262.068195
32.386117,3,16263.763432
44.690977,8,16265.512917
29.38581,8,16267.285113
-101.392809,5,16273.11956
-106.947365,6,16274.834392
-141.69655,6,16277.566924
-89.339654,3,16279.959953
33.615213,4,16281.628412
16.480091,4,16283.185321
35.035565,4,16285.450229
11.112586,10,16288.407969
-103.929883,3,16290.842368
-118.522778,7,16293.795711
-15.820146,4,16295.414388
-106.530649,3,16297.986775
-66.708225,4,16299.556625
62.037944,6,16302.318131
-100.748606,6,16307.132325
-115.019392,2,16309.376553
45.094974,9,16312.231918
-146.229439,24,16317.803346
50.534923,6,16320.254019
80.782374,4,16322.682771
-98.177589,3,16324.940734
-120.686297,10,16328.675758
-156.586507,19,16333.52462
-115.29911,1,16335.301018
-108.543578,5,16340.932492
-109.202825,3,16343.913315
42.811347,4,16345.714265
20.209048,9,16364.466948
-82.756895,3,16366.917524
26.871604,3,16368.460375
-46.185448,4,16370.003244
32.790812,3,16372.080979
31.777007,4,16377.826917
-105.551315,1,16380.621926
-140.97657,6,16382.71959
-50.04971,6,16384.531497
-15.830787,10,16386.257904
-99.111821,9,16389.687427
-92.808014,1,16391.759222
53.1729,4,16394.461895
55.265184,5,16396.365888
-107.805325,5,16399.176738
-110.129169,8,16402.365319
42.779687,6,16404.045707
48.719244,5,16406.739613
-102.358268,3,16411.757915
-23.870703,7,16413.5951
18.395891,4,16415.13929
48.993387,3,16417.337646
-113.416913,3,16419.62446
-118.665942,5,16422.33733
-89.546702,4,16424.828842
-145.404445,9,16427.615769
-114.557928,7,16430.610303
-156.338666,7,16433.15062
-110.626393,6,16435.97075
-103.158409,1,16437.639374
-130.483177,10,16440.507133
22.712442,6,16445.541
35.880603,8,16447.291681
-106.442943,8,16450.544551
-124.124489,11,16454.541806
-115.228324,4,16457.108649
-7.476221,12,16460.33282
-123.357602,12,16463.604619
45.754965,6,16465.29047
-90.487737,2,16467.415362
-159.560366,7,16471.444999
34.933846,6,16473.279532
-90.997835,4,16476.065662
-132.485399,10,16482.587306
-68.1579,3,16484.264852
-111.65016,4,16486.75104
44.028219,4,16489.115222
-114.819834,7,16491.704829
-92.883279,4,16493.96184
46.731748,3,16496.2923
-117.624481,3,16498.659446
31.885615,4,16500.235932
42.076168,4,16501.788796
31.940621,3,16503.302589
-109.246419,3,16505.535328
-109.374318,5,16507.838975
-119.780224,5,16510.23297
24.432279,6,16515.458562
-102.305069,1,16517.05241
44.887704,4,16519.29889
-95.934938,6,16522.076242
-96.15453,10,16524.957781
63.118604,4,16527.426022
36.006513,3,16529.623358
32.644327,7,16532.369749
-107.817749,7,16535.002844
41.074718,4,16536.598283
10.722329,7,16539.122899
-120.15829,2,16541.26639
-188.036573,10,16544.204992
-135.256177,5,16546.506709
-142.853251,3,16550.718823
-139.038282,3,16552.311288
28.959812,6,16553.968646
-94.363111,2,16556.134298
-99.102447,8,16558.782206
-33.558743,5,16561.282434
-81.624415,4,16563.969286
-106.425287,2,16566.458064
6.399808,6,16568.128546
40.256314,6,16569.788799
-101.297262,4,16571.324461
24.936311,6,16572.927803
-99.743547,3,16575.227118
-45.453033,3,16576.882582
-127.955217,13,16580.278825
32.21082,13,16587.394869
6.730163,8,16590.023803
-156.406648,14,16595.093457
-73.204199,13,16598.987627
-116.674597,9,16602.648259
-93.315404,3,16605.512101
39.253234,6,16609.399047
-59.730549,6,16611.377642
-85.801387,3,16615.095438
-89.547716,3,16620.364877
-100.317787,4,16623.149548
-9.794374,4,16624.812145
-40.776458,3,16626.499156
16.176883,4,16628.927844
-105.290141,2,16631.182671
36.066208,7,16632.876858
-128.878572,8,16635.825364
-43.402594,12,16639.507752
13.112519,6,16641.15309
32.504457,3,16642.792021
-123.754906,11,16647.630414
-139.751423,12,16654.210886
37.110257,3,16655.880346
-97.982722,3,16658.603304
-12.965998,9,16662.011983
20.026734,10,16663.952392
25.085006,7,16666.918727
-101.619429,4,16669.394894
36.18714,4,16671.929339
-118.334771,5,16673.869183
-120.598373,15,16678.02141
37.829307,6,16681.017962
-154.766129,9,16685.352702
-120.75508,11,16691.391141
-117.553297,4,16694.00455
-120.602742,10,16697.373924
-120.895536,2,16700.01063
-158.421237,6,16701.8599
-87.034836,3,16704.352814
-181.599568,11,16712.790486
-22.786787,5,16714.578091
-127.32531,2,16717.652745
-52.592192,4,16719.76396
33.293339,5,16727.880481
-64.842421,14,16730.86431
-205.699968,6,16734.2372
-99.978696,2,16737.059784
-104.64276,2,16739.8225
-60.967403,4,16741.81671
38.610865,4,16743.56295
-140.560299,5,16746.278677
-111.929032,2,16748.694714
28.570841,5,16752.613408
-114.280389,5,16760.322643
-100.512296,4,16764.193966
-100.310898,7,16768.760544
8.786264,6,16771.635143
-137.314253,4,16773.312026
12.006314,6,16775.325892
46.706757,12,16778.45017
-128.677988,3,16781.641032
-110.565502,8,16784.576056
2.259032,7,16786.260425
38.325228,4,16787.813768
-109.808938,6,16790.619468
-5.178441,7,16795.231482
0.692738,8,16797.833537
37.52804,3,16799.450796
-100.264605,6,16802.094502
46.020166,5,16803.668321
-92.645244,3,16805.93384
-37.783134,5,16807.57987
-113.17483,6,16810.513028
-17.841378,8,16813.187914
-108.538694,6,16816.662585
28.67442,5,16819.422695
-96.944728,4,16821.847434
29.471059,11,16823.805946
17.120412,6,16825.508633
-97.512504,3,16830.423454
35.144409,4,16832.06685
-97.279914,5,16834.581078
-145.780587,17,16840.732962
-155.381943,10,16843.586077
76.859335,6,16847.089767
63.47058,8,16850.590099
23.395077,3,16852.242257
-116.370653,4,16854.702881
-17.724128,10,16857.698195
-129.946467,12,16859.520848
-112.449176,3,16864.773826
26.795362,5,16866.502888
40.735666,3,16869.299076
48.797872,9,16871.07418
-97.256611,5,16873.656101
11.095162,7,16875.330201
-126.749366,14,16880.477744
38.206826,4,16882.086111
-124.53905,6,16884.815855
18.872091,7,16887.298918
-29.294774,7,16889.003137
-108.955107,4,16891.244534
38.803134,6,16892.897343
-86.908054,2,16894.951127
-129.944408,14,16902.746586
1.653367,7,16904.80328
-103.881706,1,16907.01668
-16.076253,8,16908.76151
-39.997209,7,16910.460523
-11.752663,17,16915.202887
-64.061637,3,16916.855791
26.867642,11,16919.783594
40.549601,7,16922.477209
31.143188,4,16924.093265
-73.978904,5,16925.692894
-124.376351,5,16928.102013
-95.364851,4,16930.602446
-82.851254,5,16934.964866
-129.254578,1,16936.490243
-116.080357,10,16941.170339
38.365052,3,16943.021192
-160.791728,28,16951.490264
-96.229991,4,16954.24357
-162.591133,6,16956.933701
-11.084916,11,16960.679972
-91.118732,2,16962.9417
-15.625304,7,16964.645299
32.550355,3,16969.312976
-92.433343,3,16971.717171
13.256023,4,16974.04737
-89.355968,9,16977.021673
-30.266768,5,16978.76102
-122.120736,6,16981.60913
-136.605469,1,16983.157723
-124.021904,2,16985.266954
-40.376096,5,16986.888908
-111.221483,8,16989.906686
-103.485145,3,16992.16396
-97.393125,5,16994.669681
-139.046906,14,16998.151739
38.512808,6,16999.779487
-149.206196,12,17005.968373
45.103494,6,17007.602806
-97.36343,5,17010.311415
7.841844,12,17012.294467
23.292498,5,17013.887185
-116.801091,10,17017.418341
-136.433829,4,17019.844833
-109.205343,4,17022.267553
33.180713,4,17024.559115
-92.59551,5,17026.85142
46.547517,5,17028.428384
32.042893,5,17030.011959
-98.483472,3,17032.184478
-103.041925,7,17035.086982
-39.674525,4,17039.407729
-108.236539,2,17041.910987
-16.963281,5,17043.539819
-91.113078,4,17045.250854
6.981973,13,17049.397451
-94.455245,2,17051.748551
-102.396233,2,17053.846598
-142.309786,3,17055.458406
-127.11908,9,17058.247688
-221.648885,39,17067.624748
-167.728511,9,17070.391012
-104.278681,5,17076.206339
-52.483477,15,17078.425502
-120.118755,5,17081.332497
-111.228352,7,17085.008327
-200.585599,9,17088.138001
-100.283119,1,17089.856118
-110.572643,10,17093.495385
-112.042005,5,17096.097415
-140.557852,13,17098.026813
-188.458093,16,17101.997321
-96.229593,3,17104.151935
49.72333,3,17106.480593
37.043567,3,17110.717935
-115.458547,8,17113.82613
-120.28429,8,17116.92178
43.563934,3,17119.26099
55.651494,3,17120.787901
15.629183,9,17123.432421
-115.761703,2,17125.096867
5.794044,8,17127.66563
4.945697,7,17130.11014
-1.93413,6,17131.766162
-109.712956,6,17134.45834
5.232405,3,17135.996044
-173.18767,6,17138.756221
-68.219751,21,17146.930435
-116.123195,7,17148.731859
-87.633808,4,17151.221993
38.905633,3,17152.872361
-97.537695,2,17154.557905
-102.930508,3,17156.873117
-110.499549,3,17159.060215
-162.917977,6,17161.674811
-98.633175,8,17163.394726
-23.078368,10,17166.271975
-117.244043,11,17170.405035
-130.21198,4,17172.121113
-13.621083,4,17173.655341
-112.812123,7,17176.63408
-113.366405,3,17181.095058
-11.01828,10,17183.956543
-67.743162,8,17185.616836
-178.563672,10,17188.338116
-108.417551,12,17191.390543
-30.641574,8,17194.088954
10.160301,5,17196.433051
-110.864311,12,17199.435935
29.842983,4,17201.79624
-86.960384,2,17203.894514
32.017655,5,17205.453708
45.615819,6,17207.018372
-112.305806,9,17210.334965
-134.982635,3,17216.019307
49.200516,5,17218.014545
-102.589156,2,17220.985396
-119.114435,2,17223.884277
-114.936446,7,17227.045639
-135.510471,11,17231.92327
29.76867,6,17235.630628
58.76284,4,17238.341862
-93.915305,2,17240.548827
-95.836006,4,17242.977291
-91.550845,6,17245.39414
-101.777243,3,17250.059106
-138.656563,6,17252.475826
-141.117111,7,17255.074799
-107.206638,6,17257.482575
-160.285554,3,17259.137151
48.470647,11,17263.084617
54.511753,6,17264.710172
-170.079547,7,17267.144468
-125.64759,4,17269.638777
-67.888037,4,17272.02488
-27.505089,6,17274.731641
-122.57109,12,17277.927824
-71.983402,6,17279.570884
22.677863,12,17287.353242
-114.94746,13,17289.784326
-119.836656,6,17292.61593
-217.489753,16,17296.540439
-117.555093,10,17300.090634
-138.594243,5,17302.47447
-40.842276,3,17304.003853
29.963614,4,17306.21839
-186.196179,7,17308.768242
-116.942978,1,17310.237352
-6.636682,7,17312.761386
-1.305931,10,17314.591407
-140.310427,4,17316.788813
29.636795,5,17322.205681
-125.493478,6,17324.022826
-95.709877,5,17326.544246
39.326502,6,17328.152901
15.567413,4,17329.706844
-115.054863,5,17332.152223
9.359166,5,17333.779031
-43.632189,8,17336.993542
-93.328384,1,17339.098644
-151.370991,3,17340.659487
-12.788726,6,17343.053599
-98.754761,3,17345.440356
-93.576843,1,17347.54003
27.068555,3,17349.839076
-121.285665,4,17352.141711
35.683789,3,17356.83882
-78.701479,3,17359.19692
-156.403944,3,17361.531613
-115.342079,6,17364.038358
34.672153,3,17365.652858
-135.537845,3,17367.212922
42.883038,8,17368.868652
30.476614,4,17370.424649
-130.91577,2,17372.185854
38.957731,4,17374.088562
-88.71229,4,17376.966972
22.896226,8,17378.923249
-31.027526,7,17381.013433
9.669046,6,17382.790538
47.84413,3,17384.313351
-49.256638,4,17385.859306
14.182276,5,17387.607643
40.828686,4,17393.023555
-89.066377,4,17395.398756
34.641902,4,17397.003533
31.435234,3,17398.508754
-90.403151,2,17400.721932
-143.34765,7,17403.229157
-93.640576,8,17406.463806
34.785527,5,17408.121914
28.677114,4,17410.389584
8.116126,4,17411.973863
-143.873467,15,17415.647241
-69.303329,5,17417.274719
25.804312,4,17418.931775
-36.480609,4,17420.546115
-88.510337,3,17422.787775
-141.010173,18,17431.826079
38.547247,6,17433.487788
-101.648996,9,17436.71879
-121.760143,4,17438.381796
49.022949,7,17440.1028
42.914137,3,17441.589064
-171.410312,8,17444.211087
-132.004349,7,17447.159968
-89.080276,5,17448.767339
15.254553,4,17450.924282
-121.232761,7,17453.541582
-102.253361,3,17455.800824
-119.442694,7,17461.784746
-114.317593,5,17464.457697
-24.089858,4,17466.035725
-97.439619,3,17468.427863
-26.820406,12,17472.058282
24.035516,8,17474.012085
27.917089,4,17476.298297
29.567128,3,17477.878459
-127.546412,6,17480.291154
21.367852,3,17481.868946
-105.421967,6,17484.643826
3.446958,4,17486.218438
-90.386519,3,17488.449947
15.903786,8,17491.062783
14.691727,5,17492.694743
-42.653528,4,17496.865733
30.236623,4,17498.424268
-94.32053,3,17500.672449
-98.837369,3,17502.859951
-96.316461,5,17504.516576
5.335262,6,17506.93734
35.682871,4,17508.517653
-263.047149,8,17513.237647
-121.98102,3,17515.898962
-76.611511,8,17518.035437
-156.102767,4,17520.555115
-97.901801,4,17523.899207
-106.603837,6,17527.640442
-104.441903,4,17533.812935
45.676325,4,17536.811331
-103.13242,3,17539.900001
-169.824158,9,17543.156981
16.367172,4,17544.876354
14.095253,4,17547.127139
40.67715,5,17549.688011
-116.487739,3,17552.081121
-115.222509,2,17554.366877
-36.854401,3,17555.947206
-105.970396,8,17559.02042
41.982082,4,17561.387803
-18.254545,8,17566.770822
-149.638411,3,17569.131071
-145.096147,10,17572.013119
-25.482752,11,17575.096321
49.671669,3,17576.678491
-87.085588,2,17578.810465
41.809372,6,17580.442148
54.419396,4,17582.680914
37.489089,4,17584.317062
-97.530344,4,17586.822454
-127.062207,13,17591.33727
-129.036017,3,17593.733363
-149.641371,7,17596.641409
-87.137212,4,17602.551858
50.316139,6,17605.161442
-94.957012,6,17607.947525
-63.929926,29,17614.710474
-105.245988,4,17617.24036
28.20763,3,17619.50879
-103.660501,6,17622.407133
-113.189191,12,17626.518444
-104.676889,2,17628.780298
-27.614098,11,17632.90194
-154.930431,7,17638.690834
73.180044,4,17641.880452
-208.362739,12,17645.544241
36.070427,4,17648.142713
-112.169584,6,17652.017097
-124.769208,5,17654.763483
-156.711402,4,17656.531296
-42.838955,7,17658.315812
-122.953319,24,17667.539438
-106.84985,6,17672.986597
-134.342938,14,17676.697177
-10.421001,5,17679.223563
17.494575,8,17681.023682
-17.768486,7,17683.576233
-138.117457,6,17686.016289
-206.746684,7,17688.938779
-112.341209,5,17691.242063
27.020969,6,17692.887174
-150.391965,5,17695.215186
-145.51737,5,17697.602
-27.65837,9,17700.366058
-20.278181,7,17702.047042
-122.550715,4,17706.995676
50.809255,5,17708.632733
46.627119,4,17710.259755
-121.745045,5,17712.898056
30.23768,6,17714.580811
-114.283379,8,17716.280229
41.308755,3,17717.82515
-51.666819,5,17719.403118
-143.937023,5,17721.736149
-101.286534,5,17724.268973
-116.644616,6,17727.091185
-84.711455,3,17728.65025
-111.719605,9,17731.303096
-169.779553,10,17734.191964
-95.56826,1,17736.283792
-175.219304,12,17742.128849
-103.108289,3,17744.499632
-160.450343,4,17746.901467
-114.816462,10,17750.376349
21.664522,3,17751.97943
-19.123308,3,17753.487164
-99.919921,2,17755.676206
-47.073144,4,17757.256638
34.960956,4,17759.548602
39.519913,4,17761.320602
-92.782741,10,17766.468753
-104.373106,3,17769.318521
-96.571571,1,17771.6758
-30.19634,9,17777.900752
63.177804,5,17780.084224
-67.632964,7,17781.790776
-98.103902,5,17784.089372
41.464175,4,17785.865073
-106.331618,6,17788.643752
-41.540976,3,17790.197959
38.408064,3,17792.525225
31.162198,7,17794.284719
-6.084458,5,17797.552969
31.912025,7,17799.656424
-52.283578,7,17802.461198
34.858259,6,17805.02743
-115.573087,4,17810.171856
35.454664,7,17812.877942
-179.154386,5,17815.269729
-26.978389,5,17816.983321
-99.360886,1,17819.171345
0.935917,5,17821.595624
18.463474,9,17824.445307
-36.738766,12,17826.300672
-136.918038,3,17828.580203
-106.807324,5,17831.319384
-61.781911,10,17834.460137
-95.847977,1,17836.027917
30.502501,3,17837.548902
-13.007851,11,17840.627297
-116.030916,6,17845.785197
-135.165178,9,17848.511257
-48.50791,3,17850.121891
53.169274,4,17852.533486
51.774478,5,17854.185075
-97.786263,1,17856.47521
-141.808285,3,17858.071828
-119.355701,11,17862.201271
45.145475,3,17863.859587
-91.010147,1,17865.940691
-180.746012,7,17868.645872
-104.448616,1,17870.742779
-131.393581,9,17874.117779
43.756817,3,17875.66296
-61.332514,4,17880.255227
-144.244143,3,17881.836607
-91.060584,3,17884.11395
-123.597585,4,17886.361857
68.391025,5,17889.151206
-162.6324,5,17891.616052
-27.314203,3,17893.267458
-134.040914,5,17895.709955
-129.169877,3,17898.256473
12.184902,5,17900.70207
-98.233684,2,17902.953089
-98.501101,4,17904.555768
33.090646,4,17906.788125
-89.652374,1,17909.429844
-163.002527,3,17911.374327
-124.245243,3,17917.262333
-105.825606,6,17921.273711
-126.978668,1,17923.110304
-19.876923,5,17925.629537
15.504084,5,17928.58153
-99.753677,6,17931.311599
20.493308,4,17933.786614
36.717154,6,17935.466933
-28.511095,3,17937.037709
34.092589,4,17938.612016
-118.79399,3,17940.806712
-38.270534,3,17942.460716
-130.457901,1,17944.003083
74.45186,8,17945.755976
-100.353511,4,17951.058724
-21.866401,6,17953.9497
-45.642154,3,17955.542876
-99.903583,3,17957.822416
-107.169026,9,17961.316514
-142.254896,3,17963.568979
-120.855182,4,17966.064362
-101.550753,3,17968.299056
-91.262991,4,17970.66935
2.642661,9,17973.48418
-145.444567,4,17975.766326
26.125166,4,17978.04802
43.733264,3,17979.747251
-15.627326,3,17981.264601
18.785413,4,17985.464817
22.74901,4,17987.783846
48.870345,6,17990.355924
-84.948566,4,17993.343768
-137.794336,3,17994.946633
-69.434355,10,17997.889086
38.213127,3,17999.502151
68.872243,4,18002.422183
-90.872528,1,18004.595868
-90.340242,2,18006.212633
-81.264511,3,18008.498032
-91.895685,5,18011.173081
-142.627741,3,18012.725876
35.967233,3,18014.245965
-129.735224,8,18017.395645
55.771976,6,18022.843716
11.099221,9,18025.696447
35.201386,3,18027.280502
60.865415,5,18028.857146
-46.41552,4,18030.45438
42.05574,3,18032.780906
13.50892,4,18034.356614
-151.979321,4,18036.613674
18.590021,4,18038.927216
-139.007359,3,18041.126526
21.207152,6,18042.872358
43.36683,5,18044.458324
44.629743,3,18046.097925
42.993317,3,18047.981201
-42.959465,7,18051.181658
-128.209141,6,18056.881913
-94.32757,3,18059.3312
38.133809,3,18060.974087
-142.41485,14,18064.528156
28.82894,3,18066.145831
-132.54838,2,18068.511146
89.604073,10,18072.44014
-33.733871,5,18074.07245
-95.427672,3,18076.373749
-116.934709,3,18078.581137
-112.317481,3,18080.790141
-102.271378,1,18082.418554
-126.555578,7,18084.970454
64.544732,4,18090.425271
40.961504,5,18092.080966
-46.721747,12,18095.205225
-102.81041,2,18097.378903
-69.526842,5,18099.121611
-141.00968,3,18100.670712
-155.725891,4,18103.176964
15.012584,4,18105.459807
-137.041871,19,18112.008742
-95.361721,2,18114.198272
-97.145498,4,18116.963503
-137.887695,6,18118.872253
-104.638038,2,18121.019519
-0.173829,6,18126.417867
23.220553,5,18128.046348
-120.269699,4,18130.56845
29.225464,4,18132.176912
35.231522,4,18134.420054
36.942626,7,18136.133753
-148.434627,8,18138.794591
-91.976677,1,18140.950749
-135.916318,4,18143.188656
-174.429615,5,18145.793327
-95.702594,2,18147.978426
-124.812511,3,18150.255866
-167.138648,8,18153.573873
-95.413375,6,18156.329282
-108.440262,6,18162.404246
-133.355133,3,18165.534056
-1.924929,14,18169.76637
-87.864075,6,18172.682107
-109.429996,8,18175.863098
34.088101,3,18177.409932
-124.764065,2,18178.921816
-99.307007,1,18181.016162
34.208399,3,18182.557345
-119.743859,12,18186.668431
9.725167,5,18189.067798
33.196994,4,18190.698519
55.360463,9,18196.532138
18.865172,5,18198.219883
-101.227925,3,18200.505851
-105.659122,9,18202.25427
-172.562195,4,18203.868148
-115.257172,1,18205.354182
35.24806,3,18206.90481
82.379807,7,18209.888924
37.522295,5,18212.561897
73.591633,7,18214.253703
-153.046851,14,18217.798347
-116.037131,7,18220.635368
-115.127815,7,18223.725901
-109.588345,2,18225.217032
-145.289778,3,18226.749321
-96.637335,5,18231.242042
-116.045778,5,18233.982845
6.662355,4,18235.654647
-130.570564,3,18238.18282
-56.759954,9,18239.997594
-109.007385,7,18243.025457
-227.669977,11,18246.928141
31.083256,9,18249.947237
-88.336003,2,18252.223418
37.856554,3,18253.773381
-95.647893,4,18256.276194
-125.319247,4,18258.773795
-104.176042,3,18261.159241
-15.482145,5,18262.797738
-125.729562,3,18267.510441
-107.27292,2,18269.876363
-4.208257,5,18272.356783
64.771289,4,18275.227774
-90.0,1,18276.918596
48.476965,6,18278.773477
-136.376369,3,18280.509555
45.966639,3,18282.121521
-103.592781,4,18286.939184
12.441793,8,18290.713005
-115.309247,2,18293.664025
-42.761292,4,18295.49209
33.855985,5,18297.068318
-114.12783,7,18302.416089
-129.19554,3,18303.977852
-84.076198,2,18306.461101
-95.944362,6,18309.602046
-159.686711,5,18312.069062
-91.879975,3,18314.395135
-95.904013,5,18316.732086
-108.351749,6,18319.481101
-109.872636,7,18322.365368
-104.555643,2,18324.529268
-80.17858,4,18326.133516
51.478242,7,18327.82321
-115.162777,3,18330.161576
-105.421348,2,18332.478012
53.143259,4,18337.506027
-34.599077,3,18339.03923
-104.561452,5,18341.728854
-116.52747,5,18344.392009
36.626742,4,18346.009883
-112.549404,6,18348.869567
28.811141,6,18350.56341
-306.803723,9,18353.987525
-156.804673,34,18366.830097
-216.539381,11,18372.818078
-104.030412,6,18376.006278
-140.328948,8,18378.767379
8.671347,8,18380.502571
50.841223,4,18382.060222
27.990583,8,18383.762653
-95.29293,3,18386.005271
-170.055693,7,18388.663759
-102.608628,5,18391.038242
27.320702,3,18392.584276
-103.358999,4,18394.963752
-83.576191,7,18397.948279
-111.631565,2,18399.659191
-107.973239,5,18406.668604
-122.704572,7,18409.82499
34.250983,3,18411.79563
-106.825158,2,18414.869475
5.126663,4,18416.744436
-153.868129,4,18419.643618
-46.234682,4,18421.268404
-71.184074,5,18422.892115
-121.963796,7,18425.706182
37.084866,3,18427.251558
34.815926,3,18428.804157
-103.984054,4,18431.035124
14.609843,9,18433.82545
-170.700223,19,18442.692561
-124.673946,8,18445.749905
39.876927,3,18447.328238
33.853867,6,18449.829544
-142.518512,5,18452.380365
-210.146619,8,18455.046748
-86.033558,9,18456.784846
46.989895,5,18458.445513
-107.79343,2,18460.534806
16.383229,10,18462.344925
-28.730455,4,18463.902747
37.781935,3,18465.498458
-143.972824,1,18467.072514
-91.402257,3,18469.431413
34.642226,6,18471.054542
34.692152,4,18472.62481
