#{"t_start": 1769079050.8435593, "env_id": "None"}
r,l,t
-102.945817,5,262.018962
43.6007,6,263.796171
-135.56511,14,265.922013
-99.640548,10,268.352946
-96.152076,6,270.935822
-106.927024,2,273.25308
-110.449894,4,275.616427
-100.260304,2,277.881401
-96.623592,7,281.092914
-108.801701,3,283.555399
25.396305,4,285.251626
55.269177,10,287.087246
64.656027,7,289.837461
-131.953036,5,291.640453
13.066395,21,293.867369
-97.297567,4,296.566031
-141.874409,6,299.217341
36.50258,4,300.060486
44.594825,4,301.599594
-129.422446,2,303.805325
-166.127142,7,306.720803
49.647796,12,308.63347
-116.892453,6,311.399012
-84.992824,5,313.785631
-132.219064,8,315.515791
66.421961,7,317.137275
-95.575835,3,319.412295
36.428807,7,321.989653
49.190402,6,323.938341
-56.065549,12,325.857852
26.970459,6,328.378347
-117.871834,14,332.535907
33.669932,8,334.725676
-58.448236,4,336.512033
-114.664589,7,339.830199
-115.578053,4,341.61572
-121.308572,6,344.216381
-136.905348,10,347.743392
-106.404245,3,350.162707
-99.589858,7,353.600641
42.05011,5,355.346654
-105.761064,4,357.950935
-31.600878,13,360.172582
-165.481484,7,362.826761
45.370256,8,363.996798
-100.409282,2,366.296875
27.523071,4,367.963859
-99.255762,5,370.640877
-82.948519,5,373.431858
-123.282424,5,376.524961
-119.818318,10,380.235639
-105.477288,7,383.412114
-145.957062,10,386.485309
-117.466829,10,388.373187
23.75733,4,390.641739
-116.022649,9,394.791416
29.192694,5,395.800549
37.078505,3,398.159777
-50.225818,3,399.842387
8.233274,4,401.588533
-209.895743,22,407.516849
-100.396928,3,410.073547
29.914287,7,412.04331
0.489861,25,418.18723
-117.130849,15,423.530887
-4.149941,6,426.257831
32.518863,4,427.111852
-114.002362,9,429.915747
-116.204509,8,434.004656
-136.180107,3,436.344441
-94.671023,2,438.554129
-27.017187,4,440.38904
-107.114661,3,443.173474
-93.557134,2,445.504881
-183.702953,23,447.816437
-110.332797,5,450.453357
27.681057,16,452.560201
37.110833,19,454.639812
-115.471058,5,457.132491
-132.437209,8,459.693367
-98.137328,6,462.416061
2.305832,9,464.297958
-90.750169,6,467.186263
63.115322,6,468.995387
22.043238,15,473.304571
14.46825,4,475.796654
-93.571488,5,478.522886
-106.957141,5,481.214317
31.309175,7,482.89212
41.157126,12,484.790283
16.185865,15,488.650647
-129.724153,2,490.105171
60.899456,6,491.759562
-183.780413,11,494.887609
-123.615498,7,497.555718
-69.576135,11,499.438374
-95.600559,4,501.984731
-120.935462,5,504.449008
29.24878,6,506.953489
-117.40711,6,509.585473
43.132647,4,512.22358
36.629657,8,515.155763
-99.575024,4,517.75356
-129.903074,6,519.507409
-124.470714,9,521.504071
-109.834079,5,523.956618
-91.602538,2,526.089114
-143.536762,15,530.868046
-102.491553,7,533.418635
-97.608147,4,535.954175
19.975425,12,537.93012
-109.201092,7,540.489009
-99.175802,3,542.821069
-124.54805,6,544.591706
-109.717121,4,546.966111
38.261151,7,549.700428
-146.812019,11,551.612615
37.583264,13,553.470601
-130.902725,3,554.272736
-96.156979,2,556.442333
-149.284445,13,558.296748
-111.19517,12,561.440832
-104.079678,8,564.143269
-160.107678,5,566.573005
-228.413011,6,569.435622
27.246621,11,571.2416
-117.332276,8,573.922477
-110.498227,3,576.394588
45.494012,8,578.299284
-94.748995,4,580.865007
51.014461,9,584.459667
-134.214215,3,585.268791
53.190358,10,587.04782
-97.753353,5,589.579593
29.867392,7,591.554039
-98.168964,5,594.505042
-104.162651,6,597.771468
-105.457349,3,600.427948
-105.422302,3,602.919895
-7.482091,10,604.778502
-105.879533,7,608.105106
-95.387665,7,610.946388
-87.738571,3,613.75816
-109.120663,11,617.169458
-102.9668,2,619.387144
-121.582119,9,622.347842
-119.424742,11,626.514336
-125.400355,10,628.489133
2.134097,13,630.472636
21.819039,4,633.064921
1.353787,9,634.872259
-124.844809,15,639.748962
-108.559123,10,642.837796
-118.299866,10,645.843572
50.447665,5,648.524732
21.660957,5,650.218408
58.970133,23,655.465095
-305.02697,6,658.36748
-135.551935,5,661.351944
-80.784918,6,664.693218
29.428208,8,666.423898
-127.366031,8,669.172895
-145.132296,10,672.226654
49.232714,8,674.061238
-114.110641,3,676.547542
64.080931,9,678.537957
47.721925,6,680.348751
19.075716,7,681.365679
62.037609,5,683.056733
-50.706706,5,684.766099
-131.053841,12,686.738733
-139.389351,18,691.152998
-124.383859,7,695.789561
-92.749791,6,698.804728
-111.258209,3,701.436155
-97.382541,3,703.713217
-50.672729,9,705.598499
-148.295188,3,707.280997
-122.345192,2,708.824033
-98.763545,4,711.495343
8.275176,14,712.84686
43.005219,18,715.026814
-105.117169,7,716.740835
-91.25648,3,718.990643
-134.635625,5,720.782137
-181.093004,7,724.077867
-92.859386,2,726.460695
-69.852425,6,728.15253
-40.063192,4,729.815754
35.874334,7,732.573368
-106.019939,5,735.08962
-6.672483,20,739.991179
-101.880948,8,743.147473
24.703642,11,744.286497
-96.93028,5,746.963551
31.518012,5,748.753309
-97.23366,5,751.201377
-97.183789,4,753.75645
-107.364393,5,756.372959
-101.613146,4,758.739873
-131.04569,3,761.272725
-140.757988,8,764.007058
-104.021841,9,765.963593
-252.976593,12,771.037446
33.248129,8,774.121141
60.66916,11,775.398201
51.086145,9,777.26167
-127.791209,10,780.436498
47.053068,7,782.166738
-163.488495,16,786.27526
-129.485842,9,789.239683
-110.269525,2,790.955755
-124.344371,7,793.611001
-104.61001,6,795.371383
-102.156726,4,797.854572
-148.238682,14,801.809668
-121.441102,15,807.084709
-114.762363,13,810.141128
-118.685603,11,814.576869
-127.55288,20,819.615002
-89.940356,3,821.995473
-130.424636,7,824.759077
-117.695503,9,826.568092
-9.160017,9,828.392194
-101.207438,2,830.793205
-81.348761,3,833.331402
71.049229,8,835.203823
61.852499,4,837.648464
9.322818,14,840.590064
-132.59579,11,844.774891
41.153167,9,846.70021
-46.686071,7,848.5076
38.582992,7,850.252742
-126.588486,8,852.05904
42.242827,5,853.756699
43.36664,4,856.172837
74.961226,7,859.317508
26.235291,7,862.044679
-128.208801,7,864.770018
-124.438657,4,867.425439
-129.331902,6,870.071599
28.949986,5,871.034196
67.932178,9,872.773076
-28.266232,6,874.483899
-119.065716,7,877.05954
-101.740933,6,879.661161
-67.754923,5,881.365138
-120.174105,9,884.16927
-106.153334,8,887.41952
37.450629,4,889.870238
41.125791,7,891.649982
-140.093713,7,893.589553
-99.856318,4,895.883139
11.230182,12,899.425072
-129.097415,11,902.732277
-2.958191,13,904.701661
-113.002711,5,907.390354
-96.520252,6,910.126911
-76.299278,4,912.751642
-108.101561,8,915.636729
-105.598123,3,917.288712
-88.910404,2,919.606621
-141.043341,13,923.196388
-109.210645,5,925.870326
4.138722,15,927.791641
-114.328556,4,930.126096
-108.585254,5,932.710413
-97.155148,10,933.907957
-119.477954,8,936.749198
-145.566595,7,940.019829
5.413652,13,943.70054
45.19559,6,946.857359
-130.253415,3,948.526976
35.65849,7,951.330169
-132.759273,6,954.359062
-159.421826,8,957.281999
-88.448483,3,959.754953
-89.203633,3,962.15425
-112.16314,10,964.000274
-111.096872,7,966.177649
-119.893287,11,968.059139
-105.567706,10,971.818464
-0.322697,7,973.589427
-126.448765,11,976.905973
-87.292529,2,979.195987
45.462938,10,981.087895
-100.884813,3,983.50611
-146.468705,11,986.86479
-125.391702,3,989.379131
30.444,5,991.018893
22.642481,12,992.935652
50.926605,4,994.569952
-117.198269,4,996.355677
-110.957455,5,997.266744
-116.326059,2,999.499858
-161.169607,4,1001.971387
-118.329707,4,1004.385816
24.011206,6,1007.055015
-88.659176,2,1009.451171
-134.741036,16,1013.525178
10.977283,21,1015.952472
-90.0,1,1018.159035
8.511112,7,1019.967374
-111.459844,8,1022.775916
-103.646018,7,1026.030846
-63.203234,12,1028.0668
-108.024366,4,1029.805139
-96.259271,6,1032.914181
-133.116189,5,1035.343262
-99.070334,4,1037.967793
-50.044502,4,1039.584312
-96.001747,3,1042.019921
-137.061434,7,1044.761629
-300.583787,5,1047.583165
-95.942837,6,1050.586366
-96.968603,6,1053.616841
-92.493065,5,1056.355971
-103.040638,2,1057.983951
-106.835215,10,1061.124223
-116.866608,8,1064.567669
-110.621504,8,1067.368631
36.356258,5,1069.998064
23.947817,7,1071.782865
-17.687325,7,1073.523708
34.853213,8,1075.400509
-103.487626,6,1078.209468
-54.74667,7,1079.95261
-131.663279,14,1081.945504
-105.888571,4,1083.567488
-133.649805,9,1086.551773
-108.210252,6,1089.485497
-45.455271,6,1092.028299
-91.690956,4,1093.708595
-139.510803,12,1097.279255
-109.536878,7,1100.190297
23.468385,7,1101.885559
-133.462784,6,1104.46393
-95.888959,4,1106.985583
-58.253378,3,1108.551699
44.124331,12,1110.477839
63.098258,8,1114.019701
-131.006352,9,1115.861619
-108.794641,4,1118.28841
-133.260731,7,1120.961018
-108.510087,6,1123.588431
-103.843517,7,1126.084476
-5.991724,9,1129.003052
-100.02234,8,1132.361274
-120.752554,13,1137.63968
-122.361903,7,1141.164953
-108.251039,4,1143.964181
-99.178073,7,1147.103685
-89.896697,7,1150.537178
-85.503414,2,1153.165308
-201.05051,25,1158.680045
-11.840647,23,1164.524049
-110.412018,4,1166.185352
-116.154659,8,1169.380754
34.514769,3,1171.030502
-163.903504,7,1173.765492
-120.718242,11,1178.411869
35.113624,6,1180.167622
43.050122,6,1181.894675
-98.41116,4,1184.304754
26.756855,5,1185.939728
-120.069347,14,1190.229565
-118.789311,2,1191.733862
39.95761,4,1193.269749
-93.09882,3,1195.453184
-42.433449,10,1197.18557
-79.555336,3,1199.383824
-131.587566,5,1201.836949
-162.3037,4,1203.421883
-98.618254,8,1206.488302
41.569378,5,1208.051824
-92.62679,4,1210.503345
42.847846,8,1213.063654
-136.730474,6,1215.442787
-95.008336,2,1217.046951
-12.728316,6,1218.609212
-100.960101,4,1220.046286
-104.887927,5,1222.561384
24.092643,11,1224.315536
48.30581,6,1225.897943
-74.787282,12,1227.667131
-95.320035,4,1229.982909
-102.424473,4,1232.325224
-114.734469,12,1236.179953
53.234864,13,1237.965848
24.986099,14,1239.76608
-122.595514,16,1244.701904
-99.801038,6,1247.352927
25.802923,14,1249.196937
32.507951,5,1250.84329
-99.415425,6,1252.472701
-106.370537,7,1254.894458
14.587085,5,1256.472947
-115.075598,3,1258.763703
45.013499,7,1260.461879
-49.941698,5,1261.976785
21.960034,7,1264.467967
-104.686181,6,1267.200091
-107.572406,6,1269.551989
-134.10199,14,1274.219637
-110.981236,6,1275.956078
-3.183418,5,1278.20939
-98.142032,5,1280.723537
29.271875,3,1282.319136
-92.829929,3,1283.636848
-95.02596,2,1285.834042
-114.816261,5,1288.333596
47.631306,7,1290.040398
-89.723495,4,1292.413063
46.13132,10,1294.13368
-120.974639,4,1296.305351
-121.897219,7,1298.886401
33.179122,10,1300.6672
-96.715001,15,1302.519639
-101.712823,4,1304.854126
-101.85409,3,1307.029465
-96.476407,3,1309.266783
-96.92777,2,1311.489889
43.424066,7,1314.185373
-97.35957,5,1315.736885
-130.760157,6,1318.125673
-11.001748,4,1319.730256
-96.242017,6,1322.297063
-103.007073,2,1324.506156
-149.059628,8,1326.169293
-94.574242,4,1328.567833
20.095842,12,1330.339441
-109.67742,6,1333.012429
-41.778809,9,1334.707767
-102.538311,4,1336.93897
-154.425422,7,1339.436822
-128.63078,7,1342.21029
-145.292556,14,1345.495578
-127.577936,7,1346.361019
-99.761724,7,1349.231375
-66.39631,12,1351.007744
-98.519791,1,1353.036355
-144.496143,11,1354.832129
-133.439624,10,1356.517885
23.520051,8,1358.12629
37.467172,4,1359.694449
28.349836,6,1361.311145
-118.220015,3,1363.559128
-137.302113,7,1365.998922
-90.290346,2,1368.120655
-114.669114,9,1369.804153
-70.116533,3,1371.328631
-109.02381,11,1374.259605
-132.977897,12,1377.379746
24.510096,13,1379.795707
-106.012546,4,1382.211757
-23.519957,10,1384.98156
-109.324598,5,1387.494268
-96.421001,7,1390.237825
-92.74167,5,1392.70656
46.2468,8,1394.368225
-14.127798,11,1396.164079
-95.842845,3,1398.360321
60.681789,4,1401.173022
50.767328,21,1405.736652
-120.575881,5,1407.345183
-101.537076,10,1409.92051
47.986352,6,1411.519174
-149.259977,9,1414.141122
26.012424,4,1416.354637
-146.433778,15,1419.987421
-92.175012,6,1422.738038
-116.559401,10,1425.567471
-104.65401,3,1427.853533
-43.958049,6,1429.451424
-94.03796,3,1431.657147
15.693972,7,1433.298473
-52.407652,4,1434.861569
30.858281,9,1436.633038
-277.884112,16,1441.515249
-102.724636,8,1443.855661
54.50286,8,1446.413422
-106.890094,6,1449.120598
-135.259622,5,1450.802919
42.622034,4,1452.328332
59.694372,6,1453.932345
-88.433276,2,1456.028096
-59.171291,5,1457.60438
-206.011762,20,1463.906608
-95.855304,3,1466.204075
-113.327913,6,1468.659565
-58.635611,10,1470.448222
40.425181,9,1473.160691
21.743805,6,1473.992991
7.428318,7,1476.47453
-133.922981,20,1480.762134
-116.172791,1,1482.247205
26.265334,3,1484.490445
-150.747296,10,1487.913373
-106.012116,7,1490.367886
-105.21077,1,1492.457275
33.363172,8,1494.105233
-130.426851,10,1496.915341
-34.056801,4,1498.502019
19.113598,4,1500.079973
-95.358752,2,1501.587221
-114.179913,6,1504.272477
28.610974,11,1505.337241
-105.146304,3,1507.578895
-9.133193,16,1509.605644
-169.3903,10,1512.448528
-143.156695,4,1514.688396
-120.112585,8,1517.251229
-134.001879,4,1519.496865
64.649483,5,1521.075377
-118.224182,1,1522.517481
-102.094826,4,1524.924876
-96.834665,3,1527.051558
-120.967417,18,1532.677282
9.540018,7,1535.291996
-37.38014,8,1537.00866
-91.176798,4,1538.635384
-109.722301,11,1542.383063
-106.396334,4,1544.879341
-103.544361,4,1547.301647
-158.716251,12,1550.455912
-73.304729,3,1552.028276
45.542356,8,1553.687626
-133.155549,9,1556.346291
-145.358856,22,1558.496838
-145.183982,5,1560.788347
-108.857125,8,1563.83276
20.023611,4,1565.389235
76.895562,10,1567.104993
61.566416,4,1568.623283
30.790064,4,1570.053077
-105.366372,6,1572.765846
-99.509239,1,1574.829635
-168.659127,11,1577.823271
45.744103,11,1580.820911
-96.181279,4,1583.082972
-146.223529,11,1586.739039
-101.126344,3,1589.09391
-113.064842,10,1591.960665
-121.013667,8,1593.811588
-119.04378,5,1596.092869
-101.84623,8,1599.123139
-90.266968,5,1600.837057
-10.776879,17,1604.979908
-120.601802,6,1608.036986
-67.018515,7,1609.783715
-107.007482,5,1612.535405
45.343281,4,1614.164102
56.639336,10,1615.954934
58.552031,10,1620.091337
-195.283656,8,1624.345966
25.148094,4,1628.261245
-118.318337,3,1631.144006
-122.323464,13,1633.950322
53.270586,5,1635.778571
-127.297027,6,1639.087352
-126.615306,10,1642.55538
-178.788179,16,1647.372059
-141.174506,24,1653.889138
48.008685,8,1655.877761
50.332937,5,1657.635142
-96.240777,6,1661.328337
21.857647,9,1664.672894
-95.288293,2,1667.609947
-144.557807,14,1671.803664
1.584284,7,1674.644988
36.930421,10,1676.507526
11.780982,8,1678.232435
-94.282908,5,1681.148978
32.430032,5,1682.852138
66.650656,7,1684.564366
-93.755736,3,1687.12944
-113.325764,6,1690.110257
17.206878,19,1697.109454
-103.371426,10,1699.808622
54.811849,5,1701.791108
-123.522512,7,1703.853685
8.140033,10,1818.331269
-132.157188,19,1823.955479
-118.222334,6,1826.785466
-170.217468,24,1832.548768
37.834539,10,1834.413597
-107.362615,3,1835.963925
-98.138964,3,1838.352157
-78.078599,15,1842.227922
66.236305,5,1844.803457
-116.832316,4,1847.127437
45.093288,5,1848.757422
-132.948678,6,1851.241127
-89.428511,4,1853.049271
-93.285602,6,1855.788584
-106.410345,3,1858.112523
-194.628922,12,1862.342614
-111.244992,9,1866.101892
-176.253192,23,1871.676363
-112.787869,7,1874.368894
-99.977979,2,1876.674185
-110.360018,4,1879.197863
-51.899219,18,1883.666402
-103.235083,7,1885.522928
-104.565363,5,1888.128039
-102.248431,8,1891.647256
27.300207,4,1893.256942
-114.218124,7,1896.310628
-99.348135,4,1898.743011
-124.713271,9,1902.399941
-15.949906,9,1904.208096
-123.098141,6,1907.036939
-124.892275,5,1909.748495
-16.300733,9,1911.526678
-105.219876,3,1913.869758
-107.132381,11,1916.278895
-48.721285,5,1917.99188
-101.468254,7,1921.155134
-89.507128,3,1923.702336
-104.562844,5,1926.684492
-117.686714,14,1931.784683
-41.615558,5,1933.44803
39.704018,4,1935.143187
-100.133202,3,1937.614973
-102.957251,2,1939.875685
46.203565,8,1941.691133
-129.960549,12,1945.177316
-101.697924,3,1947.592932
-102.848601,2,1949.118018
-82.390487,5,1951.88738
-92.093636,1,1953.984193
22.770985,9,1955.799672
-98.128782,2,1958.175877
-107.890825,8,1961.506189
-7.306289,14,1965.302637
-128.902272,6,1967.805488
-95.193478,2,1969.371192
-89.200236,2,1971.579448
-94.970475,5,1974.337496
18.672097,13,1977.790462
-111.997119,6,1979.787141
-120.418121,3,1982.226087
-99.226134,9,1984.031371
-101.183298,4,1986.279067
-105.260075,4,1988.730977
-100.018251,3,1991.133144
56.967585,7,1992.920654
-17.984694,3,1994.469832
-90.327174,2,1996.152824
-97.161926,2,1998.426375
-119.876093,2,2000.174646
-167.015272,9,2002.011088
-1.845603,5,2004.423118
26.561918,7,2006.143498
22.214221,20,2010.951031
64.451805,6,2011.82973
-46.898855,6,2013.474431
-103.958929,5,2015.844775
-169.960877,13,2019.311508
-118.295513,7,2021.984818
-87.792954,4,2024.354825
-96.007325,2,2026.64712
-7.045894,18,2031.118774
-6.908725,10,2034.153724
32.270687,6,2035.834141
-198.783536,11,2038.922659
-104.365311,13,2040.986441
37.614457,10,2042.763802
19.509914,5,2043.63281
-160.834476,7,2045.346235
-90.0,1,2046.839764
-100.437349,3,2049.093099
-113.374685,3,2051.593252
-125.70417,9,2055.235162
-151.428161,3,2056.829233
-102.290415,4,2059.294462
-111.249974,3,2061.690666
-104.35154,3,2064.099014
-97.122656,4,2066.412659
-116.05566,4,2068.908778
-99.597963,4,2071.478289
-17.412929,12,2074.7745
-133.363097,8,2075.826933
-113.932705,9,2079.432244
-94.748748,3,2081.652637
-101.935335,6,2084.589795
50.995686,3,2086.202511
-102.060372,3,2088.614638
-110.634946,8,2091.992224
30.417562,6,2093.7107
-118.044215,13,2097.121234
42.505795,8,2098.894287
16.593948,19,2103.434314
-245.42922,12,2105.295099
-90.232031,9,2107.92003
-118.794748,11,2111.093227
-122.262401,5,2113.844755
-115.982951,7,2116.464181
-106.973051,8,2119.650975
-111.881122,4,2122.041365
-131.751947,14,2125.7542
47.776037,10,2128.862971
42.983871,4,2130.524843
-90.646399,6,2133.31238
-137.400184,3,2135.597701
20.167142,7,2137.347158
-115.452883,9,2139.989123
40.116377,11,2141.833631
-125.33959,3,2144.319502
-95.751733,4,2146.873103
38.982587,7,2148.626554
-45.650229,7,2150.331579
-122.964423,5,2152.998689
57.723123,10,2154.803801
-124.768067,3,2157.056661
-99.165378,3,2159.394889
-132.36403,15,2163.259511
-341.797029,85,2211.480425
21.977746,18,2216.276425
37.091409,7,2218.034458
-92.480873,3,2220.276918
-122.086261,10,2223.324909
-215.882119,17,2227.667545
-95.600788,3,2230.115798
-89.116065,3,2232.417641
36.097104,6,2233.392703
-69.704606,5,2235.055619
50.008801,11,2237.045271
49.686789,6,2238.720807
42.575208,3,2240.36328
51.208218,4,2242.687854
39.147715,6,2244.416562
-26.415405,12,2246.364019
-51.437661,6,2249.774475
-124.692962,13,2254.21579
-105.38878,4,2256.761923
-61.393172,5,2258.468965
73.470606,10,2261.606429
67.381492,8,2265.044569
-112.054297,9,2267.197696
-93.504815,7,2269.938868
-126.461627,5,2272.4871
-117.910262,4,2274.927967
-126.90538,6,2277.500895
-117.953533,11,2280.650174
-12.925781,8,2283.799217
-60.146105,4,2285.606956
-102.645911,6,2288.659497
-110.612783,4,2290.451544
-44.397409,4,2292.072087
7.66859,4,2293.777477
-144.120857,4,2296.274473
39.692617,8,2297.560409
44.896262,11,2301.498998
-122.747917,6,2304.99802
-105.090518,5,2307.665266
-10.288012,8,2309.671272
-111.984638,7,2312.960613
53.98528,3,2316.218704
-111.897215,5,2319.326838
-127.924492,10,2322.465044
-99.968474,4,2325.126204
-98.887775,4,2327.980623
34.150787,5,2329.440064
-84.921572,4,2331.220199
-116.721482,3,2334.435855
85.717756,6,2338.23662
-113.143469,5,2341.411509
-175.834923,5,2344.77202
-111.767223,13,2347.013507
33.168692,3,2348.849777
-113.293415,11,2352.844098
-108.230775,4,2355.222706
-96.260723,6,2358.179076
-104.813366,2,2359.559751
-103.3933,2,2361.199027
23.019358,6,2362.849815
-188.834182,24,2368.337345
-151.160515,12,2371.658573
-115.176407,6,2373.405063
-105.393523,9,2376.676486
-146.918524,10,2379.57493
55.907244,5,2381.940645
-4.988152,6,2384.352886
-147.232851,7,2386.90883
-99.305527,5,2389.441738
-136.637698,9,2392.057273
-84.953569,5,2394.624885
-29.46891,9,2397.430302
-141.236304,10,2400.267071
-99.360886,1,2402.423452
-103.744402,3,2404.649479
-131.027048,4,2406.956705
-92.49001,2,10137.462512
-121.51282,5,10143.727369
-163.362825,7,10146.818806
-112.986002,9,10149.602163
33.072108,9,10151.379955
-108.50872,6,10156.168257
-92.808771,4,10158.526412
-155.09896,18,10162.567112
-2.25688,12,10164.386758
37.961396,5,10165.976468
-93.572768,10,10167.63601
-138.122024,3,10169.09572
27.675322,5,10171.495105
29.322554,5,10173.138308
-106.96905,6,10175.703541
-122.983976,8,10178.348383
45.713706,6,10179.9638
-121.325962,2,10181.470966
47.394022,6,10183.112741
5.713603,10,10184.835833
-168.863859,8,10188.323138
-103.150677,8,10190.086611
-94.237186,6,10194.072602
-137.330169,5,10197.229587
38.520718,5,10199.413435
-91.132812,7,10202.828948
-140.309793,5,10207.639929
-116.053584,5,10210.604423
50.280528,7,10212.299187
-21.368106,11,10214.184569
-89.741893,4,10216.779357
44.862761,4,10219.3068
30.42825,4,10220.873249
-99.662404,2,10222.339763
42.010385,7,10224.781212
-119.234473,14,10230.397495
-98.540875,2,10233.079319
-92.701452,4,10234.935776
-95.026631,5,10241.503198
-145.050912,14,10247.528066
-94.211866,4,10249.862954
-125.533569,9,10254.233133
-93.990963,10,10258.574921
-38.930577,8,10260.410659
-96.534389,3,10262.770276
-135.242572,5,10265.352109
1.151178,4,10267.858806
-153.386486,9,10270.683932
-146.173094,11,10275.979769
43.989544,6,10277.7464
-124.101462,3,10280.068484
-107.682778,13,10281.95778
-155.266529,5,10284.241763
-92.083785,4,10286.606961
-114.313368,9,10289.419621
-94.150162,4,10291.877604
-1.758748,8,10293.580171
-123.312996,15,10298.310266
-104.230702,5,10300.8528
-135.594279,4,10303.105457
-90.033636,9,10308.443846
-124.019505,3,10310.662084
-145.634071,14,10315.1921
-93.408061,9,10318.512819
-133.998637,7,10321.000999
-232.309799,5,10323.617383
-127.751722,13,10327.040067
-97.458456,2,10329.358651
69.869196,9,10331.241824
22.902941,6,10332.973207
-133.445118,12,10336.663071
-115.781125,7,10339.238319
-93.008815,7,10342.274086
35.740549,4,10343.938931
-131.264091,17,10352.16252
16.857247,7,10353.894358
-107.94185,10,10360.079218
-26.500281,4,10361.77893
-135.49996,4,10364.127812
26.836686,7,10365.884023
-36.965227,7,10367.5823
-90.269846,3,10370.176879
-91.163277,1,10372.296903
-127.815687,6,10374.044266
-138.895242,11,10377.258656
-129.729258,14,10380.831935
-101.92748,3,10383.187873
-97.330446,8,10386.303947
-92.478872,11,10388.07412
-122.140552,7,10390.536903
-110.80147,10,10393.299781
-131.147956,10,10396.082417
-41.335245,6,10397.686806
-93.911987,1,10399.166817
-137.651204,8,10401.664721
46.175637,5,10403.248048
-111.711466,8,10407.975836
-130.833984,4,10409.903467
30.964873,3,10411.545491
27.931836,3,10413.088528
-93.585684,3,10415.355375
-34.120501,18,10419.605953
-138.240964,15,10423.317298
76.671364,9,10427.124027
-134.680109,10,10429.909725
33.950976,6,10431.578851
-32.976906,4,10433.113882
22.337568,4,10435.648968
-132.414598,7,10438.264967
27.67597,8,10443.24125
-35.54421,4,10444.825994
-97.871696,3,10447.148655
69.616999,11,10448.888973
-120.252535,11,10450.606802
-69.763879,5,10452.165359
51.128121,14,10454.108884
-99.572108,6,10456.883153
-101.868683,6,10459.522841
41.803263,4,10461.113829
35.877808,11,10463.062684
-99.844585,4,10465.388721
-92.591229,8,10468.003448
-147.483143,12,10469.965769
35.740459,7,10471.652997
-162.739429,5,10475.63577
-113.437126,11,10478.695217
-118.069407,4,10481.049158
35.574465,8,10482.817991
-14.32972,18,10487.014349
-98.736781,8,10489.663505
-99.65639,6,10492.004515
-114.688001,11,10494.932388
-314.600929,8,10498.095287
-81.887314,1,10500.280564
-110.687705,4,10502.471461
20.04614,4,10504.00549
-160.544871,14,10507.330617
-113.477907,6,10512.260214
-119.296194,8,10515.484544
-110.344627,2,10517.751688
-108.736348,6,10520.33692
-6.286701,9,10522.02661
-103.340245,3,10524.196945
-105.687046,7,10526.670409
-90.0,1,10528.163467
-32.812365,10,10531.088866
-106.741894,4,10533.3456
-92.877457,3,10535.658856
-194.048415,27,10541.597713
-127.023641,9,10546.794901
-110.257592,6,10549.531072
