Episode,Steps,Reward,AvgSpeed,Energy,Success
120,31,-97.26,0.00,0.90,0
121,38,-97.40,0.00,0.00,0
122,200,-44.46,0.00,1.00,0
123,82,-67.00,0.00,1.00,False
124,200,-44.80,0.00,1.00,0
125,144,-80.14,0.00,1.00,False
126,128,-115.42,0.00,0.00,0
127,165,-123.58,0.00,0.00,0
128,124,-114.51,0.00,0.90,0
129,144,-76.41,0.00,1.00,False
130,200,-41.89,0.00,1.00,0
131,155,-122.92,0.00,0.90,0
132,31,-97.70,0.00,0.90,0
133,82,-65.81,0.00,1.00,False
134,113,-71.99,0.00,1.00,False
135,14,-92.19,0.00,0.00,0
136,161,-122.30,0.00,0.00,0
137,200,-38.10,0.00,1.00,0
138,1,-90.22,1.12,-0.56,0
139,1,-90.00,0.00,0.00,0
140,51,-62.09,0.00,1.00,False
141,190,-129.58,0.00,0.00,0
142,144,-76.38,0.00,1.00,False
143,51,-61.67,0.00,1.00,False
144,154,-121.12,0.00,0.00,0
145,62,-103.23,0.00,0.90,0
146,144,-80.03,0.00,1.00,False
147,187,55.83,4.17,-45.19,1
