Episode,Steps,Reward,AvgSpeed,Energy,Success
233,1,-90.11,29.91,0.00,0
234,5,89.49,28.30,-22.89,1
235,1,-90.42,8.58,0.00,0
236,3,-91.35,21.31,74.37,0
237,3,-90.44,16.28,0.00,0
238,3,-91.03,33.31,57.97,0
239,1,-90.23,29.05,0.00,0
240,5,-91.78,40.46,0.00,0
241,10,87.86,41.58,0.00,1
242,1,-90.00,0.00,0.00,0
243,6,-91.19,0.00,0.00,0
244,4,-91.39,28.46,0.00,0
245,5,-90.55,46.00,0.00,0
246,2,-90.69,26.02,54.52,0
247,4,-90.86,47.11,0.00,0
248,2,-90.03,42.91,0.00,0
249,5,88.74,18.82,-68.67,1
250,14,-94.64,55.60,46.17,0
251,3,-90.79,29.03,0.00,0
252,5,-91.01,0.00,0.00,0
253,4,-91.22,37.35,-11.45,0
254,1,-90.72,15.43,79.00,0
255,4,-91.41,11.34,61.61,0
256,2,-90.79,15.43,114.48,0
257,5,-90.98,22.18,0.00,0
258,3,-91.03,32.55,0.00,0
259,1,-90.01,37.35,0.00,0
260,1,-90.00,0.00,0.00,0
261,2,-90.80,30.99,0.00,0
262,13,-92.36,45.73,0.00,0
263,2,-90.67,14.80,0.00,0
264,4,-91.04,48.55,0.00,0
265,3,-91.40,42.57,0.00,0
266,7,-91.40,44.32,0.00,0
267,5,-91.63,31.63,0.00,0
268,7,88.82,37.35,-11.45,1
269,4,88.53,53.74,32.04,1
270,2,-90.23,0.00,0.00,0
271,200,-41.11,0.00,1.00,0
272,1,-90.25,24.90,0.00,0
273,3,-90.84,4.09,0.00,0
274,5,-91.01,0.00,0.00,0
275,200,-42.00,0.00,1.00,0
276,2,-90.43,0.00,0.00,0
277,11,-91.92,39.13,-15.47,0
278,12,-92.89,31.25,-22.89,0
279,3,-90.65,43.03,0.00,0
280,1,-90.00,0.00,0.00,0
281,6,-90.67,34.24,0.00,0
282,2,-90.73,32.73,0.00,0
283,2,-91.02,33.20,0.00,0
284,1,-90.28,4.69,11.55,0
285,18,-92.99,24.90,0.00,0
286,5,88.96,0.00,0.00,1
287,6,-91.14,42.91,0.00,0
288,2,-90.72,4.98,12.37,0
289,1,-90.00,0.00,0.00,0
290,6,-91.17,34.47,0.00,0
291,5,88.54,55.60,184.66,1
292,200,-41.34,0.00,1.00,0
293,4,-90.72,20.49,0.00,0
294,7,-91.25,21.23,-57.23,0
295,4,-91.19,24.90,0.00,0
296,8,-92.59,29.05,0.00,0
297,3,-91.54,25.43,70.09,0
298,2,-90.90,11.47,-42.00,0
299,2,-90.48,31.74,0.00,0
300,14,87.25,0.00,0.00,1
301,1,-90.51,16.60,0.00,0
302,10,87.97,20.75,0.00,1
303,2,-90.03,0.00,0.00,0
304,9,88.40,48.09,0.00,1
305,4,-90.89,33.20,0.00,0
306,2,-89.96,33.32,-91.56,0
307,3,-91.22,23.31,0.00,0
308,1,-90.06,28.57,0.00,0
309,4,-90.63,0.00,0.00,0
310,6,88.16,29.05,-34.34,1
311,4,-90.54,21.90,0.00,0
312,2,-90.46,3.90,7.33,0
313,11,87.91,33.20,-22.89,1
314,2,-90.47,8.12,30.89,0
315,4,-91.34,24.90,0.00,0
316,7,87.81,53.32,-11.45,1
317,4,-91.83,18.25,0.00,0
318,2,-90.99,27.95,59.29,0
319,14,85.28,33.49,0.00,1
320,4,-91.26,51.91,0.00,0
321,8,-91.22,38.84,0.00,0
322,7,-91.93,16.60,0.00,0
323,2,-90.32,0.00,0.00,0
324,1,-90.00,0.00,0.00,0
325,3,-90.65,29.05,0.00,0
326,4,-91.34,50.28,0.00,0
327,2,-90.69,22.18,-22.89,0
328,3,-90.86,28.89,0.00,0
329,3,-91.25,40.03,0.00,0
330,15,86.32,10.49,-16.88,1
331,5,87.49,46.33,172.01,1
332,3,-91.00,35.71,-16.65,0
333,6,-91.04,41.01,-6.75,0
334,200,-47.28,0.00,1.00,0
335,6,88.11,34.42,0.00,1
336,200,-37.94,0.00,1.00,0
337,3,-90.87,42.91,0.00,0
338,2,-91.00,37.35,0.00,0
339,5,89.26,45.49,-57.23,1
340,2,-91.25,21.89,161.45,0
341,2,-90.20,0.00,0.00,0
342,11,-93.49,46.02,0.00,0
343,4,-90.75,44.83,0.00,0
344,1,-90.10,23.72,0.00,0
345,3,-91.17,0.00,0.00,0
346,5,87.91,0.00,0.00,1
347,9,-91.23,44.14,0.00,0
348,1,-90.13,6.27,18.34,0
349,2,-90.76,41.20,71.11,0
350,200,-42.75,0.00,1.00,0
351,4,-91.83,28.07,0.00,0
352,2,-90.53,36.80,0.00,0
353,6,-91.24,43.78,0.00,0
354,4,-90.82,37.35,0.00,0
355,1,-90.70,18.62,132.54,0
356,2,-90.60,14.97,67.87,0
357,14,86.53,0.00,0.00,1
358,13,-91.85,47.14,0.00,0
359,1,-90.00,0.00,0.00,0
360,19,-94.21,17.00,113.04,0
361,2,-90.47,45.77,0.00,0
362,7,-91.87,16.60,0.00,0
363,3,-90.73,0.00,0.00,0
364,12,-91.97,35.38,-22.89,0
365,8,-91.89,55.60,138.50,0
366,3,-91.03,50.60,0.00,0
367,2,-91.02,24.87,57.37,0
368,6,-91.29,13.58,0.00,0
369,2,-90.44,22.24,0.00,0
370,5,-90.98,13.97,-80.12,0
371,6,-91.54,52.33,131.41,0
372,2,-90.80,28.46,0.00,0
373,5,89.10,41.33,-57.23,1
374,1,-90.00,0.00,0.00,0
375,6,-91.22,34.76,0.00,0
376,14,86.31,9.72,44.98,1
377,2,-90.35,44.32,0.00,0
378,4,-91.27,22.35,0.00,0
379,28,86.70,2.79,0.00,1
380,6,-91.16,26.17,-80.12,0
381,19,-93.62,30.90,0.00,0
382,5,87.92,50.04,-11.45,1
383,9,88.01,38.47,0.00,1
384,5,-91.54,44.02,0.00,0
385,4,-90.98,40.18,0.00,0
386,12,86.76,49.61,0.00,1
387,14,88.58,51.61,0.00,1
388,1,-90.49,13.42,85.97,0
389,6,-91.81,17.48,74.29,0
390,3,-91.33,20.88,159.18,0
391,3,-90.99,14.72,-68.67,0
392,4,-91.17,46.80,0.00,0
393,2,-90.14,0.00,0.00,0
394,4,-91.47,10.62,-52.44,0
395,4,-91.33,26.28,-22.89,0
396,6,88.00,16.00,123.45,1
397,2,-90.57,27.21,66.73,0
398,7,-92.50,33.36,-45.78,0
399,2,-90.52,28.37,0.00,0
400,4,-91.50,42.25,0.00,0
401,8,-91.69,21.12,0.00,0
402,2,-90.46,37.25,0.00,0
403,3,-91.13,48.55,0.00,0
404,6,88.73,46.16,0.00,1
405,13,87.26,38.06,0.00,1
406,4,-90.89,47.14,0.00,0
407,3,-90.66,0.00,0.00,0
408,2,-90.30,40.68,-11.45,0
409,1,-90.00,0.00,0.00,0
410,1,-90.00,0.00,0.00,0
411,5,-91.45,32.86,-34.34,0
412,6,-90.82,39.58,0.00,0
413,200,-44.14,0.00,1.00,0
414,5,88.35,39.38,-32.87,1
415,5,-91.06,37.35,0.00,0
416,3,-90.87,33.25,-34.34,0
417,4,-90.62,42.50,0.00,0
418,1,-90.50,16.33,93.88,0
419,1,-90.11,23.75,0.00,0
420,5,-91.18,13.13,14.85,0
421,2,-90.99,23.33,80.27,0
422,200,-39.47,0.00,1.00,0
423,2,-90.69,34.27,-34.34,0
424,6,-91.24,19.85,0.00,0
425,3,-91.20,22.04,71.29,0
426,11,-93.26,14.79,75.94,0
427,6,-91.32,0.00,0.00,0
428,7,-91.07,53.20,0.00,0
429,13,87.25,50.07,-11.45,1
430,6,-90.95,42.91,0.00,0
431,9,-92.21,24.90,-45.78,0
432,7,-91.46,26.67,-45.78,0
433,8,-91.80,0.00,0.00,0
434,1,-90.10,25.38,0.00,0
435,8,-91.44,36.38,0.00,0
436,5,88.18,36.38,-80.12,1
437,2,-90.49,38.53,0.00,0
438,5,-91.58,51.71,0.00,0
439,5,-91.23,40.06,-22.89,0
440,1,-90.00,0.00,0.00,0
441,2,-90.62,35.56,0.00,0
442,1,-90.17,37.35,0.00,0
443,5,-91.72,33.20,0.00,0
444,3,-90.06,0.00,0.00,0
445,1,-90.02,20.75,0.00,0
446,3,-91.19,38.42,-11.45,0
447,11,87.76,52.31,0.00,1
448,17,86.71,0.00,0.00,1
449,3,-91.51,31.50,115.24,0
450,2,-90.95,25.76,0.00,0
451,10,-91.09,33.19,0.00,0
452,3,-90.84,17.81,0.00,0
453,10,89.10,0.00,0.00,1
454,2,-90.44,3.91,7.37,0
455,1,-90.18,29.05,0.00,0
456,5,-91.31,30.94,0.00,0
457,4,-91.09,51.66,0.00,0
458,3,-91.24,44.32,0.00,0
459,2,-91.13,17.54,74.79,0
460,4,-91.26,6.91,-74.24,0
461,1,-90.00,0.00,0.00,0
462,9,-91.70,38.36,0.00,0
463,2,-91.00,29.05,0.00,0
464,16,-93.94,0.00,0.00,0
465,1,-90.13,33.20,0.00,0
466,5,-91.20,37.00,0.00,0
467,5,88.87,54.66,23.38,1
468,4,88.34,49.93,113.95,1
469,5,-90.78,37.35,0.00,0
470,3,-91.12,10.33,30.76,0
471,12,86.55,55.60,138.50,1
472,8,-92.01,0.00,0.00,0
473,2,-90.93,15.78,0.00,0
474,5,-91.19,0.00,0.00,0
475,3,-90.72,29.05,-34.34,0
476,3,-90.45,26.57,-68.67,0
477,6,-91.16,15.50,0.00,0
478,9,-91.26,0.00,0.00,0
479,3,-90.65,17.11,0.00,0
480,6,88.34,29.05,-34.34,1
481,4,-90.82,31.14,0.00,0
482,8,-91.13,0.00,0.00,0
483,1,-90.13,29.05,0.00,0
484,4,-90.67,47.14,0.00,0
485,2,-91.28,17.61,114.37,0
486,4,-91.18,33.98,0.00,0
487,200,-44.93,0.00,1.00,0
488,3,-90.94,24.63,0.00,0
489,3,-90.97,0.00,0.00,0
490,1,-90.00,0.00,0.00,0
491,8,-91.87,53.00,0.00,0
492,7,88.75,33.20,0.00,1
493,3,-90.97,0.00,0.00,0
494,7,-91.70,23.78,-80.12,0
495,3,-90.60,37.92,0.00,0
496,3,-90.80,20.75,0.00,0
497,1,-90.00,0.00,0.00,0
498,3,-90.94,23.55,0.00,0
499,11,85.43,32.53,115.90,1
500,11,-92.16,21.94,-22.89,0
501,5,-92.76,32.94,0.00,0
502,3,-90.19,47.53,0.00,0
503,3,-90.93,8.08,0.00,0
504,4,-90.94,20.75,0.00,0
505,8,-91.22,0.00,0.00,0
506,6,-91.71,20.75,0.00,0
507,3,-91.18,14.42,-45.46,0
508,3,-90.90,29.05,-34.34,0
509,12,87.67,48.29,-57.23,1
510,3,-90.64,18.69,0.00,0
511,5,-91.61,15.91,-80.12,0
512,2,-90.34,0.00,0.00,0
513,7,-90.77,14.94,-68.67,0
514,23,84.12,33.20,0.00,1
515,13,86.45,39.28,-68.67,1
516,4,-90.86,8.45,33.89,0
517,1,-90.14,28.34,0.00,0
518,5,-90.99,8.30,0.00,0
519,13,-91.87,33.49,0.00,0
520,5,-91.71,9.95,-63.56,0
521,3,-90.77,40.61,-2.02,0
522,1,-90.31,37.35,0.00,0
523,6,-91.90,26.49,14.03,0
524,2,-90.51,0.00,0.00,0
525,4,-90.93,31.96,-34.34,0
526,2,-90.42,0.00,0.00,0
527,1,-90.31,9.90,46.17,0
528,13,-91.22,39.66,0.00,0
529,14,85.53,55.60,207.74,1
530,6,-90.35,28.23,-68.67,0
531,3,-91.52,33.20,0.00,0
532,5,89.59,0.00,0.00,1
533,1,-90.00,0.00,0.00,0
534,4,-90.84,15.50,0.00,0
535,6,-91.97,51.32,0.00,0
536,2,-90.54,13.36,0.00,0
537,9,-91.71,0.00,0.00,0
538,10,87.60,33.20,0.00,1
539,7,-91.50,54.19,0.00,0
540,9,88.39,18.06,0.00,1
541,4,-91.34,31.51,-11.45,0
542,200,-42.43,0.00,1.00,0
543,2,-91.03,39.68,140.55,0
544,2,-90.79,34.13,0.00,0
545,2,-90.41,27.59,0.00,0
546,3,-90.24,0.00,0.00,0
547,5,-91.26,0.00,0.00,0
548,1,-90.21,20.75,0.00,0
549,23,-94.91,11.14,50.78,0
550,11,-92.95,7.46,25.94,0
551,200,-42.01,0.00,1.00,0
552,6,-90.99,27.85,0.00,0
553,4,-90.92,33.20,0.00,0
554,2,-90.76,12.45,0.00,0
555,1,-90.00,0.00,0.00,0
556,1,-90.06,37.35,0.00,0
557,4,90.00,41.83,-11.45,1
558,5,89.29,10.74,-27.94,1
559,1,-90.00,0.00,0.00,0
560,1,-90.00,0.00,0.00,0
561,1,-90.79,21.32,85.07,0
562,6,-91.55,20.02,0.00,0
563,11,-91.70,37.35,0.00,0
564,3,-91.04,17.11,103.52,0
565,5,-90.95,0.00,0.00,0
566,2,-90.39,28.99,-11.45,0
567,13,-93.41,32.22,27.83,0
568,13,87.16,28.42,60.92,1
569,2,-90.73,26.79,0.00,0
570,2,-90.53,0.00,0.00,0
571,3,-90.55,22.43,0.00,0
572,1,-90.10,24.90,0.00,0
573,2,-91.06,37.35,0.00,0
574,6,-91.93,42.91,0.00,0
575,3,-91.00,10.45,51.49,0
576,3,-90.86,37.35,0.00,0
577,8,-92.59,24.90,0.00,0
578,2,-90.52,23.12,0.00,0
579,4,-91.40,37.35,0.00,0
580,9,87.97,25.87,-2.41,1
581,2,-90.39,7.39,26.09,0
582,11,87.71,37.35,0.00,1
583,3,-90.76,25.68,-57.23,0
584,1,-90.43,33.20,0.00,0
585,2,-90.92,36.07,0.00,0
586,1,-90.00,0.00,0.00,0
587,7,87.76,28.85,58.38,1
588,14,-93.87,51.61,0.00,0
589,8,-92.33,32.75,0.00,0
590,1,-90.14,8.30,0.00,0
591,20,-93.49,17.89,31.74,0
592,1,-90.00,0.00,0.00,0
593,7,88.07,43.96,0.00,1
594,1,-90.10,27.36,0.00,0
595,7,-92.14,21.36,97.32,0
596,6,-91.45,0.00,0.00,0
597,8,87.54,47.65,0.00,1
598,7,-92.71,34.00,0.00,0
599,10,-92.70,40.88,17.63,0
600,17,86.29,33.32,-45.78,1
601,16,84.96,24.90,0.00,1
602,11,86.52,55.60,161.58,1
603,6,-91.70,17.63,-57.23,0
604,1,-90.55,12.45,0.00,0
605,3,-90.51,15.29,0.00,0
606,1,-90.00,0.00,0.00,0
607,21,-94.86,12.18,70.56,0
608,5,-91.25,14.28,-56.88,0
609,4,-90.96,37.46,-11.45,0
610,3,-90.98,51.62,0.00,0
611,7,-90.96,0.00,0.00,0
612,5,-91.49,20.75,0.00,0
613,8,-91.80,4.03,8.00,0
614,11,88.72,9.34,0.00,1
615,4,-91.43,22.79,-45.78,0
616,15,-94.45,36.72,-11.45,0
617,12,-93.09,24.90,0.00,0
618,3,-91.05,33.20,0.00,0
619,4,-91.01,47.15,0.00,0
620,13,86.81,37.21,-45.78,1
621,2,-90.56,35.62,8.34,0
622,1,-90.27,29.05,0.00,0
623,3,-90.98,16.38,0.00,0
624,2,-90.99,34.51,0.00,0
625,1,-90.00,0.00,0.00,0
626,2,-90.61,37.35,0.00,0
627,5,89.27,51.37,0.00,1
628,3,-91.03,5.15,12.29,0
629,3,-91.16,42.72,82.37,0
630,12,87.34,10.36,-7.82,1
631,1,-90.51,13.33,85.07,0
632,4,-91.08,36.62,-34.34,0
633,1,-90.29,12.45,0.00,0
634,21,83.87,5.03,12.15,1
635,200,-44.15,0.00,1.00,0
636,5,-91.34,37.35,0.00,0
637,2,-90.25,47.99,0.00,0
638,4,-91.38,0.00,0.00,0
639,13,-92.58,17.78,116.70,0
640,4,-91.28,48.09,0.00,0
641,5,-91.80,40.83,0.00,0
642,6,-91.71,0.00,0.00,0
643,3,-90.87,32.07,-34.34,0
644,1,-90.55,24.90,0.00,0
645,1,-90.06,37.35,0.00,0
646,5,-91.45,13.22,-16.64,0
647,6,-91.86,34.63,0.00,0
648,2,-90.12,44.32,0.00,0
649,1,-90.03,11.96,0.00,0
650,1,-90.00,0.00,0.00,0
651,19,-93.88,39.33,0.00,0
652,5,-91.27,39.99,-11.45,0
653,4,-91.36,0.00,0.00,0
654,24,85.21,44.80,0.00,1
655,4,-91.69,32.76,-11.45,0
656,3,-90.50,33.20,0.00,0
657,1,-90.09,29.05,0.00,0
658,5,-92.05,39.77,-11.45,0
659,3,-90.59,0.00,0.00,0
660,4,-91.13,9.35,-75.04,0
661,1,-90.55,20.90,0.00,0
662,200,-42.93,0.00,1.00,0
663,6,-91.42,48.02,-11.45,0
664,6,-91.69,46.58,0.00,0
665,1,-90.00,0.00,0.00,0
666,3,-91.35,0.00,0.00,0
667,2,-90.17,0.00,0.00,0
668,3,-91.00,0.00,0.00,0
669,11,-92.96,32.76,0.00,0
670,200,-40.30,0.00,1.00,0
671,4,-91.05,37.35,0.00,0
672,19,85.46,54.19,0.00,1
673,1,-90.22,37.35,0.00,0
674,200,-38.61,0.00,1.00,0
675,10,85.38,0.00,0.00,1
676,1,-90.16,7.91,30.65,0
677,5,88.25,55.60,138.50,1
678,5,-91.76,0.00,0.00,0
679,1,-90.42,22.04,71.32,0
680,2,-90.23,44.32,0.00,0
681,2,-90.27,42.91,0.00,0
682,1,-90.14,37.35,0.00,0
683,200,-38.74,0.00,1.00,0
684,1,-90.32,22.52,0.00,0
685,2,-90.79,18.10,-22.89,0
686,200,-44.80,0.00,1.00,0
687,4,-90.66,28.29,0.00,0
688,1,-90.00,0.00,0.00,0
689,7,-92.22,51.04,0.00,0
690,2,-90.72,29.05,0.00,0
691,4,-91.08,50.04,-11.45,0
692,5,-92.36,32.62,0.00,0
693,10,-92.76,23.11,0.00,0
694,8,87.82,55.60,69.25,1
695,4,-91.25,34.45,-34.34,0
696,7,-91.04,37.35,0.00,0
697,3,-90.76,37.35,0.00,0
698,14,-93.58,21.94,-80.12,0
699,3,-90.82,52.91,0.00,0
700,6,-91.52,0.00,0.00,0
701,3,-90.89,10.31,50.11,0
702,3,-90.82,14.51,-10.91,0
703,3,-91.21,21.28,0.00,0
704,18,85.46,0.00,0.00,1
705,200,-41.52,0.00,1.00,0
706,19,84.80,27.84,0.00,1
707,2,-90.16,49.96,0.00,0
708,8,-93.22,51.20,0.00,0
709,16,86.45,16.60,0.00,1
710,3,-91.01,0.00,0.00,0
711,9,87.48,55.60,207.74,1
712,200,-41.99,0.00,1.00,0
713,5,-91.03,42.49,0.00,0
714,6,-90.91,38.15,0.00,0
715,5,-91.42,16.23,0.00,0
716,1,-90.00,0.00,0.00,0
717,1,-90.00,0.00,0.00,0
718,1,-90.00,0.00,0.00,0
719,2,-90.96,24.90,0.00,0
720,6,-91.25,0.00,0.00,0
721,1,-90.00,0.00,0.00,0
722,4,-91.14,20.75,0.00,0
723,200,-42.19,0.00,1.00,0
724,5,-91.49,34.40,-11.45,0
725,2,-90.60,37.35,0.00,0
726,4,-91.22,8.28,-13.35,0
727,1,-90.35,19.07,0.00,0
728,1,-90.00,0.00,0.00,0
729,9,87.72,52.97,0.00,1
730,5,-91.89,14.85,67.36,0
731,8,87.52,50.25,0.00,1
732,3,-91.05,44.32,0.00,0
733,8,-91.49,24.10,-68.67,0
