Episode,Steps,Reward,AvgSpeed,Energy,Success
1,1,-90.00,14.50,0.00,0
2,2,-91.00,37.35,0.00,0
3,3,-91.33,55.60,69.25,0
4,4,-90.88,27.69,-22.89,0
5,56,-62.04,0.00,1.00,False
6,13,-92.16,15.04,0.00,0
7,1,-90.26,6.44,17.83,0
