#{"t_start": 1769854650.485002, "env_id": "None"}
r,l,t
-37.322319,200,11491.852336
-90.0,1,11499.539789
-92.138154,9,11507.500766
-91.790537,8,11517.984168
-90.519631,4,11524.071492
-91.722495,10,11527.345849
-90.035347,1,11532.44703
-91.541789,6,11538.986256
-90.0,1,11547.130412
-91.009075,5,11550.007652
-94.647175,31,11564.914701
-91.555054,4,11570.856018
-91.404764,7,11573.816234
-90.0,1,11580.537661
-90.877702,3,11588.163449
-91.105915,5,11591.269899
-93.107669,8,11594.416399
-90.263931,1,11599.469588
-92.249705,12,11608.510551
85.974279,19,11613.02581
-90.65029,4,11619.108571
-90.002853,1,11621.968647
-90.892171,5,11624.859519
-91.054147,5,11631.250145
87.151508,15,11635.438883
-91.928633,8,11651.5299
-91.359747,7,11660.635728
-90.0,1,11666.736836
-91.222471,5,11673.872204
-90.940672,2,11677.602826
-91.634953,7,11680.910437
-90.950734,4,11688.334868
-90.0,1,11698.842268
-93.793413,24,11717.10337
85.551293,15,11720.517526
-92.043692,8,11727.412697
-91.91235,11,11738.152286
-90.541648,5,11747.218338
-91.445616,5,11753.723469
-92.564398,15,11762.901163
-92.597208,8,11765.900852
-90.562745,3,11774.364261
88.186919,11,11778.356739
-91.673383,7,11781.307855
-92.005622,6,11789.54541
-90.0,1,11792.453292
-90.811134,2,11795.285118
-91.024902,6,11804.124886
-91.228039,8,11812.607255
-92.499314,9,11819.708797
-90.0,1,11826.582506
-90.549498,2,11831.46324
-91.066387,4,11836.913412
-90.0,1,11843.724799
-91.813484,10,11846.760609
-92.573748,8,11849.688778
-90.15348,2,11852.347491
-91.160927,4,11857.4547
-38.680594,200,12141.592685
-90.682427,2,12147.980028
-90.577566,2,12150.789803
-90.80095,3,12156.15249
-90.0,1,12162.421019
-91.830107,7,12165.391651
-90.593305,3,12168.152541
-92.192457,11,12176.194851
-90.0,1,12182.577701
-90.316762,2,12185.399514
-90.0,1,12190.111878
-91.27619,3,12195.770924
-90.0,1,12201.95468
-94.007954,21,12206.176248
-91.803363,5,12211.746372
-92.21959,10,12214.92446
-92.771149,14,12218.220541
-40.460851,200,12373.425102
-92.645678,9,12376.75888
-91.050276,3,12381.959938
-90.749209,3,12384.785144
-90.339555,2,12389.811251
-90.946942,4,12395.22735
-90.309876,2,12400.211867
88.352848,9,12403.294127
-90.922004,2,12406.721513
86.175276,14,12409.9516
-91.177112,5,12415.795233
-90.547226,2,12418.606605
-90.090271,1,12423.383203
-90.411947,2,12428.461975
-92.015118,8,12435.225152
-91.525553,6,12444.731068
-90.887648,4,12450.01984
-91.166082,5,12457.847956
-90.87436,5,12460.744253
-90.139435,1,12465.446559
-90.912415,4,12468.299778
89.842839,3,12471.80251
-90.0,1,12477.712406
-90.0,1,12484.225095
-92.744633,12,12495.597588
-91.008359,8,12498.622134
-90.0,1,12505.406301
-91.725494,5,12508.291077
-90.752835,5,12516.099219
-91.170133,4,12521.539614
-90.817801,3,12526.67711
-90.0,1,12532.886823
-90.000771,1,12538.366082
-90.560981,2,12543.257038
-90.0,1,12549.789362
-91.010441,4,12552.676142
-93.978997,24,12572.467226
-92.129634,9,12582.358104
-90.949961,5,12585.292137
-90.0,1,12591.187623
-92.834667,16,12594.486131
-90.000633,1,12599.143991
-91.099943,4,12602.010895
-92.928163,8,12605.601959
-90.0,1,12611.53177
-93.160838,19,12621.312575
-91.28627,9,12624.392996
-91.321701,6,12630.390276
-92.746689,15,12644.143305
88.14795,4,12646.952503
-90.895363,5,12649.719625
-92.378265,9,12656.444207
84.08257,24,12660.114671
-91.837309,16,12674.273415
-90.663486,4,12680.119065
-91.501965,6,12688.84245
-90.124985,1,12691.553765
-90.718566,3,12696.706526
86.038397,12,12699.891281
-90.0,1,12708.745319
-90.078018,1,12716.692482
-90.951458,3,12722.297818
88.989189,6,12725.329407
-90.773256,2,12732.387094
-92.742382,23,12745.114283
-91.221152,5,12754.025436
-91.278463,6,12763.767697
-91.620159,6,12770.951599
-91.325766,7,12778.067351
-90.827365,5,12781.340221
-92.146827,15,12796.698729
-90.0,1,12804.298273
-90.02327,1,12811.484322
86.279684,14,12814.916112
-39.10853,200,13119.559768
-91.187196,8,13131.3146
-91.975639,14,13146.322304
-91.151117,3,13151.611151
-90.736301,5,13154.525055
-90.681625,9,13161.441672
-90.0,1,13168.587564
-90.422229,2,13173.677397
-90.667395,3,13178.915911
-90.0,1,13185.319004
-91.517453,5,13188.251825
-91.496581,3,13191.05393
-91.564894,5,13199.856599
-91.951353,8,13210.022237
-91.010401,2,13217.420875
86.948853,8,13220.42981
-91.891139,13,13223.578054
-90.996265,3,13229.52637
-90.99418,2,13233.200899
-91.85153,9,13243.191393
-90.865545,2,13250.321507
-37.951586,200,13505.35456
-90.922692,5,13513.540402
-93.271424,23,13531.381172
-91.771996,4,13536.776067
-91.346869,4,13542.673384
-90.0,1,13549.246736
-91.253995,11,13556.470449
-90.871821,4,13569.10711
-91.557176,5,13575.506532
-90.782211,6,13578.498635
-90.0,1,13585.063315
-90.654594,2,13591.837814
-91.128441,4,13595.361775
-92.103354,11,13606.667321
-90.0,1,13611.414935
-90.0,1,13616.043674
-92.213473,14,13629.42252
-92.133072,12,13637.013275
-94.424288,30,13650.475116
-92.009338,12,13653.717291
-91.527825,8,13663.768034
-92.450872,13,13671.811793
-90.706421,2,13674.603592
-90.717038,3,13679.679532
-90.0,1,13685.982745
84.5481,29,13689.954611
-91.299666,9,13697.495073
-92.983052,11,13700.629446
-91.964086,6,13706.461987
-93.005922,13,13714.322927
-90.161659,1,13717.097171
-90.743514,2,13721.946872
-92.014126,8,13725.008922
-92.040835,6,13731.534767
-90.0,1,13736.265935
-92.545174,15,13749.045809
-90.803444,4,13754.551533
-90.930755,3,13762.734906
-91.363189,5,13765.616004
-90.840636,5,13774.456887
-39.822317,200,13923.989132
-90.500626,1,13929.545985
-91.817254,11,13941.510525
87.811789,12,13944.720856
-90.0,1,13950.853906
-90.0,1,13957.099627
-91.935857,7,13966.367594
86.972382,15,13969.61739
-91.908727,10,13976.313214
-91.515847,6,13984.800064
-92.66489,17,13994.164297
-90.0,1,14000.445209
-90.665608,2,14007.119775
-90.926218,2,14013.787343
-90.401161,1,14019.312442
86.553134,13,14023.412841
86.113895,20,14027.679555
-91.777194,8,14034.759385
-93.087605,11,14046.50419
-91.206245,8,14053.762681
88.376504,10,14066.19788
-91.48006,10,14076.705778
-91.157661,5,14084.396906
-90.711224,2,14090.265767
-90.0,1,14096.600672
-90.0,1,14103.435465
-91.081829,6,14106.300935
-91.957737,9,14114.418085
-91.873731,8,14117.447919
-90.314143,2,14122.787471
-92.200927,16,14137.14831
-91.024512,3,14142.459559
-91.991973,12,14149.943414
-91.787869,10,14165.376212
-90.202728,1,14170.759538
-90.0,1,14176.906379
-90.652543,5,14182.544704
-91.074981,5,14188.992205
-90.0,1,14195.088634
-91.824966,11,14206.7779
-43.765792,200,14357.560576
-92.735057,14,14361.101382
-90.0,1,14367.412374
-90.439642,2,14372.277864
85.547791,19,14375.753451
-90.494495,2,14380.765706
-90.0,1,14385.433819
-91.620141,8,14388.980864
83.846187,34,14393.030409
-91.663331,6,14395.904545
-90.557304,1,14402.424579
-90.071348,2,14405.175123
-92.222175,7,14414.447527
-92.338518,11,14417.756788
-91.533812,7,14427.73721
-90.0,1,14434.108424
-91.345689,6,14440.265858
-90.0,1,14446.529807
-91.643276,5,14453.010666
-92.090368,5,14455.907061
-90.423954,2,14458.621398
-92.071598,11,14466.476284
-91.336235,3,14471.677947
-90.0,1,14478.032623
-91.590902,9,14481.140601
-91.592639,4,14487.248612
-91.846869,11,14495.009479
-91.266393,4,14500.463754
-90.0,1,14503.198276
-91.504051,9,14514.125189
-92.258724,11,14522.301667
-90.351932,2,14527.526617
-91.378426,7,14530.534119
-91.286312,4,14536.30192
-90.0,1,14542.990551
-90.413853,2,14548.046077
-90.506652,2,14550.869061
88.258423,7,14554.348128
-91.169351,6,14557.160362
-93.004596,20,14572.659268
88.240282,16,14576.035546
-90.762462,4,14583.894804
-90.0,1,14589.161712
-90.0,1,14595.600412
-91.639813,8,14601.977772
-90.0,1,14607.952968
-90.0,1,14612.598168
-92.448666,10,14615.696876
-92.351465,6,14619.25243
-90.249652,2,14627.026458
-90.0,1,14633.151946
-90.0,1,14637.724531
-90.918651,2,14643.221045
-93.146024,14,14646.521122
-90.190143,2,14649.237815
-92.436521,10,14656.734742
-90.720963,3,14664.696701
-92.166124,9,14670.825577
-90.010725,2,14675.301895
-91.562383,7,14680.896011
88.908689,5,14684.254985
-90.981939,2,14688.656553
-90.856958,4,14691.405321
-90.946391,7,14694.197798
-95.121447,34,14720.087819
-91.493462,4,14725.300939
-91.945497,13,14736.671054
-90.0,1,14742.498737
-92.52748,15,14750.723015
-91.254038,6,14759.295885
-91.612677,4,14762.231232
-90.722389,2,14765.238913
86.003071,23,14769.338814
-90.0,1,14775.374986
-90.0,1,14784.403933
-90.510721,3,14788.457998
-91.398651,9,14803.6484
-90.40271,1,14808.650258
-93.73348,13,14811.873174
-93.584395,29,14825.026843
-91.016334,4,14832.604854
-93.204236,24,14850.981994
85.611079,30,14854.928663
86.011616,19,14858.313429
-91.015479,5,14861.155847
86.034172,18,14864.488888
-90.0,1,14870.523388
-91.016151,4,14878.038706
-91.836351,6,14884.572968
-91.091065,8,14887.54436
-38.658451,200,15040.770888
87.287541,13,15044.433985
-91.33617,6,15054.75
-91.070452,2,15060.151045
-90.0,1,15066.488554
-90.968291,6,15072.523893
-91.212991,3,15079.44381
-90.759757,4,15088.528404
-91.701309,4,15091.33233
83.25743,50,15098.074782
-90.366718,2,15103.031961
-91.566727,9,15106.107575
-92.525238,10,15109.105441
-90.288898,2,15111.772464
-93.691978,29,15133.491714
-90.0,1,15139.579441
-90.0,1,15145.523973
-90.0,1,15152.090728
-93.315983,17,15161.145858
-90.0,1,15165.797065
-90.0,1,15171.71742
-91.758441,11,15182.689416
-91.060864,6,15191.545986
87.627348,12,15194.699767
-92.627069,12,15202.017666
-90.0,1,15206.636592
-92.01077,18,15221.405716
-94.045147,19,15236.982904
-90.0,1,15243.032799
-91.427097,10,15254.882453
-90.0,1,15260.881527
-91.734488,9,15267.391134
-90.965475,2,15272.477461
-92.338502,9,15279.909743
-91.743204,7,15282.87017
-95.665798,41,15299.843419
-90.073402,1,15304.572541
-90.0,1,15310.300938
-92.162392,10,15317.600541
88.024216,10,15320.669652
-91.400085,7,15323.590515
-91.614414,6,15326.436809
-91.957288,10,15337.144342
-90.000519,1,15339.884792
-91.151856,7,15349.48236
88.119466,15,15352.775625
-90.921737,3,15355.476203
-91.093778,9,15362.050132
-94.376441,26,15365.954601
-90.0,1,15372.743102
-90.0,1,15379.499078
-90.360559,5,15388.15179
-92.560733,13,15400.404513
-91.105542,3,15403.246016
-91.842294,3,15408.390535
87.939545,13,15412.18645
-91.347033,4,15414.97628
-91.608149,9,15424.933646
-90.655611,2,15427.815378
88.022821,15,15431.048901
86.268143,24,15434.806953
-90.0,1,15439.402057
-90.489535,2,15442.245447
-92.998972,15,15456.629944
-91.385733,5,15462.271288
-90.857687,3,15467.584694
-92.28563,16,15471.088817
-92.909388,14,15484.716896
-90.0,1,15490.890459
-90.0,1,15496.935497
-90.274551,1,15503.621605
-118.059183,146,15710.918133
-90.0,1,15717.378991
-92.69619,11,15720.483255
87.059249,18,15724.002873
-91.865346,6,15732.902227
-92.248844,20,15750.392029
-90.0,1,15757.070823
88.925783,6,15760.053282
-91.921872,11,15771.134021
-90.901474,2,15774.514899
-91.144239,7,15784.236521
-90.966429,4,15792.077192
-91.350629,9,15795.127481
-91.311925,7,15801.283869
-91.341035,7,15804.256597
-91.734473,8,15807.670809
-90.663827,5,15815.847351
86.744963,16,15819.152639
-90.879431,4,15824.655837
-94.948829,30,15828.597558
-90.656008,3,15831.275969
-92.553882,9,15834.291348
-90.640422,3,15836.979877
-91.359491,6,15846.021321
-94.893771,23,15849.638535
-45.232043,200,16000.457495
-90.0,1,16007.272145
-90.0,1,16013.481816
-93.088512,17,16022.489588
85.988831,17,16025.907001
-92.075418,13,16038.705404
-35.638575,200,16195.360805
-93.682014,27,16209.00773
-91.378272,9,16216.276248
-90.861026,3,16221.641608
-91.175971,6,16230.72355
88.703898,13,16234.582723
-90.0,1,16240.936414
-90.768764,4,16243.944879
-91.628426,4,16246.800253
-90.0,1,16253.08652
-90.512037,3,16258.588135
-90.0,1,16265.296173
-94.340507,25,16277.836946
-93.175428,21,16295.584688
86.532525,21,16299.749128
-93.019627,23,16311.275638
-90.001511,1,16316.423566
-93.322778,17,16319.882108
-90.702846,3,16325.481878
-90.999193,5,16334.960244
-92.595625,12,16338.258118
-90.0,1,16344.395434
-90.0,1,16350.609164
-91.696164,18,16360.336909
-92.057316,10,16372.339652
-92.496014,12,16375.574166
85.560008,19,16378.902131
-92.137185,7,16388.083543
-90.909777,7,16391.0461
-91.095408,4,16393.818614
-91.231478,6,16403.124995
-90.719528,3,16410.2187
-90.0,1,16416.425734
-91.96352,10,16427.006462
-91.255015,6,16433.788991
-90.0,1,16438.431124
-91.00349,4,16443.915524
-90.0,1,16450.177385
88.822234,7,16453.192396
-90.0,1,16457.853519
-91.747828,5,16460.694386
-90.0,1,16467.590678
-93.614119,22,16471.295926
-91.54358,5,16476.779371
-90.0,1,16483.983412
-90.0,1,16490.741985
-94.558504,36,16508.400403
-91.217491,8,16515.204094
-91.520931,10,16518.4938
-90.771739,2,16525.755718
-90.920569,3,16528.563061
-91.368072,3,16536.672863
-90.0,1,16543.296648
-90.0,1,16550.083519
-92.704035,18,16566.432155
-90.537828,3,16569.390452
-90.0,1,16576.479025
-93.516342,14,16579.786713
-95.850783,22,16583.497134
-35.629717,200,16744.022471
-90.0,1,16750.944559
-90.018913,1,16757.868886
-90.213168,3,16765.944868
-90.812702,3,16775.233878
-91.310699,3,16780.984732
-93.181256,27,16784.882702
-92.90014,19,16790.635386
-92.325438,14,16800.21933
-91.407959,3,16808.658072
-90.562951,4,16816.699236
-91.813208,16,16826.827774
-94.296584,16,16830.271405
-90.0,1,16834.996737
86.176575,18,16838.539167
-91.073393,5,16847.269021
-91.859348,10,16858.31052
-92.055923,13,16867.068491
-91.436554,11,16874.91422
-92.867019,16,16889.619192
-93.1393,16,16898.916873
-93.357965,15,16908.030598
-92.661669,25,16927.420599
-90.939899,2,16932.637171
-92.048744,11,16935.74952
-90.0,1,16940.204236
-90.0,1,16946.270124
-90.716187,2,16951.335534
-90.0,1,16957.481084
-90.0,1,16964.231045
-92.722451,10,16967.365948
-90.0,1,16973.580457
-94.081415,23,16985.363917
-91.234731,4,16991.56287
-90.0,1,16997.952944
86.597624,16,17006.922645
-92.676585,16,17010.306552
-90.0,1,17016.690299
-94.615525,19,17020.30636
-91.922333,12,17028.844654
-93.24352,13,17037.146274
-90.0,1,17045.82286
-90.864039,5,17052.78787
-90.0,1,17059.159871
-90.0,1,17064.928423
-93.30617,23,17081.457658
-90.0,1,17087.068105
-92.491942,18,17096.169895
88.312128,6,17099.195647
-91.282122,5,17102.080643
-91.14486,4,17112.767859
-92.618298,11,17115.95176
83.225086,37,17120.194618
-93.693826,27,17133.598903
88.671381,15,17136.976078
-90.0,1,17141.754842
-90.0,1,17148.463722
-91.540477,4,17151.404536
87.971991,20,17162.341968
-90.43818,2,17169.69953
-91.532842,13,17178.32089
-90.0,1,17184.987252
-90.901363,6,17187.969875
87.513035,12,17191.69101
-91.127071,4,17194.474577
83.692748,41,17198.910642
-90.0,1,17205.175269
-90.42867,2,17210.18855
-92.552142,18,17225.562568
-91.465257,6,17231.897222
-90.943034,4,17239.993023
85.222672,35,17244.433848
-91.77532,4,17247.315142
-92.791278,14,17250.501836
-91.79253,7,17257.420915
-91.687486,6,17260.353535
82.491656,52,17265.289388
-90.849037,7,17271.857817
-92.461482,17,17281.054062
-91.119872,8,17291.606468
-91.759106,9,17294.69944
-93.822,28,17307.894825
-91.069834,4,17310.815822
-94.001939,22,17314.40906
-90.0,1,17321.291675
-90.0,1,17327.393
-90.885246,5,17333.1722
-92.130297,9,17339.926136
-91.348473,8,17346.446447
-93.086021,25,17358.831952
-91.23415,6,17367.64069
-90.0,1,17374.161557
-90.250955,2,17376.930672
-91.006981,6,17382.952674
-92.058239,7,17385.989698
87.373539,23,17390.108673
-91.953517,19,17399.834929
-92.331537,20,17410.007106
-90.747938,2,17417.059811
-90.827388,3,17424.772835
-91.9511,14,17433.085249
85.800963,26,17436.915404
-92.248568,22,17440.445585
-91.003936,7,17446.915931
-91.233623,9,17458.709488
-92.427755,13,17461.944489
-89.555484,4,17464.727058
-90.913743,6,17470.715142
-94.260489,19,17474.210426
-93.543074,27,17478.179813
-91.459495,8,17485.558204
-91.221552,4,17491.002395
85.883368,16,17494.393947
-90.21553,1,17501.239674
-90.90436,3,17508.446413
-93.265674,25,17529.853333
-90.0,1,17536.589808
-91.045008,3,17539.446395
-90.693673,8,17546.401558
86.995751,18,17549.9325
-90.170054,4,17553.275095
-90.602463,1,17555.953925
-90.918934,6,17558.9047
-90.003109,2,17561.651588
-95.99647,24,17565.415116
-30.304107,200,17714.254943
-90.784946,3,17720.366966
-90.40023,1,17726.958459
-90.986228,6,17733.118093
-90.0,1,17737.843456
-92.010426,12,17750.502427
-90.0,1,17756.789735
-91.092583,3,17764.315677
-92.642049,20,17781.803135
-91.829556,11,17789.288023
-36.524008,200,18058.466172
-90.0,1,18065.149265
-90.500913,2,18067.885146
-94.853084,24,18079.433766
-90.800251,3,18084.553888
-91.727973,6,18092.959895
-91.40108,5,18100.591078
-91.744284,9,18107.047551
-97.357368,42,18126.329
-42.468625,200,18277.075738
84.278289,37,18281.642805
-91.882018,29,18306.224308
-92.847733,15,18321.504306
-91.097543,3,18324.414348
-91.186446,5,18330.051365
-90.0,1,18336.45604
-91.317498,7,18343.260323
-91.091563,5,18346.198094
87.982054,10,18349.25279
-93.905232,34,18364.101461
87.728346,9,18367.18809
-91.028686,6,18377.25474
-94.027808,31,18400.521173
-90.0,1,18406.951758
-92.257355,27,18419.792052
-91.219376,2,18422.570282
-91.657522,6,18425.378564
-90.0,1,18431.438826
-40.626708,200,18581.0399
85.247416,38,18585.604644
87.733826,11,18588.877256
-92.963944,13,18592.126632
-92.785381,31,18606.148564
-90.561329,2,18612.813901
-91.087295,2,18619.634639
-90.914594,3,18626.776103
-93.174598,17,18635.653701
84.687499,28,18640.117098
-90.0,1,18646.039514
-91.89782,11,18649.222793
-90.0,1,18655.123477
-91.497846,8,18658.088475
-94.623496,35,18662.172651
-91.651395,10,18669.203084
-92.762721,23,18673.402097
85.820748,24,18677.034044
-90.646053,3,18683.924352
-91.086879,7,18690.753389
-92.459023,14,18694.079798
-92.058248,11,18697.169291
-91.267579,11,18704.857762
-90.0,1,18711.007915
-90.0,1,18715.559838
-91.371906,10,18722.498512
-90.0,1,18728.507715
-96.234203,34,18732.679768
86.979817,25,18736.866579
-90.970157,2,18741.748657
-90.955913,8,18748.257607
-90.0,1,18750.983568
-93.374296,29,18764.03878
-90.0,1,18768.997806
-90.987975,3,18776.951289
-91.048848,2,18782.156203
-92.659505,19,18785.668187
-91.364075,7,18788.555161
-90.027865,2,18795.400819
-91.253517,6,18798.342703
-92.211369,10,18809.434437
-91.396691,6,18815.490635
-37.062722,200,18965.03564
-90.0,1,18971.846775
-93.830413,42,18989.869876
-90.192289,2,18994.797223
-92.656951,16,19008.346952
-91.054345,4,19015.743828
-90.0,1,19021.563808
-92.610041,17,19030.193991
-91.218386,4,19033.507653
-90.999993,7,19039.416004
-91.156424,7,19042.342045
-90.0,1,19048.120592
-91.364875,4,19050.917611
89.194057,8,19057.343382
-92.476666,16,19060.64773
-95.271499,40,19064.901942
-91.962827,31,19079.130197
-90.607747,4,19082.10492
-91.590627,9,19088.833091
-91.102388,3,19093.988267
-90.0,1,19100.535887
-90.0,1,19105.122487
-91.389428,8,19108.126695
-92.061141,11,19115.536445
-90.913877,2,19118.311787
-91.872638,24,19129.846227
-90.0,1,19136.804936
-92.082542,12,19148.43668
-90.182709,1,19155.533761
-90.0,1,19161.487699
-91.989414,10,19172.372855
-90.702373,2,19179.233141
-93.10326,18,19188.583318
-92.460814,16,19198.275102
-91.544037,9,19201.587505
-94.527406,39,19220.405303
-90.797008,4,19223.275131
-90.927154,7,19229.67249
-91.781212,8,19236.90314
-91.29551,4,19239.762251
-91.3862,10,19242.781698
-91.19088,4,19248.21105
-91.461732,12,19259.824189
-90.94003,7,19269.306214
-90.908933,2,19276.28907
-90.947233,5,19279.212505
-90.0,1,19285.977882
-90.608789,2,19288.774577
-90.0,1,19295.171544
-91.243395,8,19298.783907
-93.487374,15,19302.208307
-100.495692,63,19806.401042
-91.070429,6,19812.311873
-93.357943,31,19826.349712
-90.0,1,19832.269527
-91.831136,29,19845.056438
-91.811166,9,19851.666429
-92.465168,27,19871.528261
-90.0,1,19877.747966
-90.014107,1,19884.083013
-28.372906,200,20022.912777
-92.305343,19,20037.618817
-93.986806,36,20051.156922
-91.820999,10,20060.794248
-90.0,1,20066.231701
-91.256846,6,20071.352708
-40.050408,200,20191.704481
-90.0,1,20197.344474
-90.550982,5,20202.360964
-92.298338,11,20205.395612
-96.828928,71,20253.314326
84.836874,37,20257.506209
-92.223108,19,20270.174677
-90.935739,12,20273.284592
-91.198619,2,20277.681115
-91.63062,10,20283.745188
-93.792738,41,20309.576843
-91.841192,14,20312.80714
-90.0,1,20315.35968
-90.0,1,20320.639668
-91.660181,14,20323.723908
-91.242491,3,20328.393464
-90.0,1,20333.837347
85.727594,27,20337.515338
-91.486938,6,20344.8519
-90.0,1,20349.058179
87.933603,13,20352.140501
-90.0,1,20357.414086
85.484563,22,20360.83927
-92.391755,25,20370.6482
-93.993273,26,20374.267932
-29.955836,200,20493.959992
-95.221062,28,20497.88382
-92.779029,22,20501.301581
-92.280112,11,20504.277304
-90.0,1,20508.379759
85.92038,39,20512.524379
-90.292969,1,20518.020667
-92.262453,13,20521.085475
85.245634,31,20524.778633
-90.0,1,20530.110465
-91.372838,3,20532.821055
-92.169655,12,20535.810764
86.453996,24,20539.21997
-91.290825,6,20544.524796
-92.500707,13,20554.458493
-90.0,1,20559.853477
-91.148188,9,20566.061697
-92.461474,8,20568.981334
-90.580512,2,20573.405146
-90.821837,2,20577.806961
-91.62092,15,20584.913945
-92.251702,19,20593.208143
-90.659486,4,20595.960077
-90.0,1,20601.346755
-92.304589,20,20614.661811
-91.10044,9,20620.605352
88.451548,11,20623.569287
-92.736837,28,20641.081043
-91.548809,9,20644.084276
-90.0,1,20649.412859
-92.25903,17,20652.5903
-92.333952,15,20655.686775
-93.278105,23,20670.532305
-91.050052,3,20675.166742
87.744558,23,20678.655962
-91.429205,7,20681.444495
-92.983902,24,20691.050327
-95.400624,66,20734.941723
-95.755265,55,20769.547606
-90.0,1,20775.134104
-92.022662,21,20788.653327
-90.0,1,20794.063139
-92.281555,16,20805.56476
-91.689219,5,20812.2374
-92.795876,29,20823.163011
-91.635689,13,20833.481474
-90.0,1,20838.815924
-91.338674,7,20841.640884
-96.032783,34,20845.448472
-93.827308,25,20861.038348
86.266343,21,20864.463904
-91.753073,7,20869.83881
-90.509585,3,20872.522862
84.151156,26,20876.055324
-92.980908,28,20886.504546
83.770299,40,20890.665009
-90.0,1,20895.865965
-91.089837,5,20902.547856
-93.057767,14,20905.86683
-91.413771,13,20908.978619
83.483851,40,20913.076304
-90.0,1,20918.355178
-90.416662,2,20920.95773
-90.0,1,20926.406579
-90.730296,2,20930.739748
-90.0,1,20936.002287
-90.0,1,20941.310561
-90.947927,2,20947.106836
-91.217448,6,20952.574177
-91.705404,18,20960.788188
-92.004892,10,20966.890743
-91.913766,13,20977.127685
-90.0,1,20981.320958
-91.564899,7,20986.8377
-93.451724,52,21019.47095
-93.96876,29,21023.316848
-92.535463,22,21037.519542
-90.45307,3,21042.190648
-91.641579,11,21048.661648
-91.897572,16,21056.296268
-90.0,1,21061.592582
-90.0,1,21066.870472
-91.225587,14,21069.969369
-90.0,1,21075.313632
-94.349636,37,21079.366949
-96.641297,45,21095.794912
-91.091003,3,21098.544061
-93.257798,25,21108.522376
-92.302281,19,21121.447344
-91.244045,5,21124.218013
-91.218329,7,21131.895377
-90.0,1,21137.253845
-90.512907,2,21141.589803
-92.305202,6,21146.936
-90.121689,2,21151.359746
-92.866186,15,21158.900213
-92.286765,9,21167.459983
-90.0,1,21172.960436
-90.0,1,21178.338546
-90.0,1,21182.508242
-92.448286,25,21198.307797
-91.19494,9,21204.209655
-91.71997,4,21210.759535
-90.0,1,21216.144458
-90.0,1,21221.597138
81.179594,51,21227.522842
-93.086924,22,21230.843689
-90.0,1,21234.87357
-90.0,1,21240.098439
-94.293203,52,21259.807404
-91.568467,17,21267.546979
-91.047206,4,21270.298588
-22.381348,200,21472.193501
-91.333144,8,21478.659975
86.715039,25,21482.277112
-92.768225,20,21485.604135
-90.0,1,21490.974045
-39.319784,200,21707.44191
-94.630259,39,21732.339083
-90.0,1,21737.818887
-90.0,1,21741.970796
-92.42689,15,21745.114209
-90.0,1,21750.437471
85.489386,41,21754.627749
-37.819345,200,21987.107701
-90.915926,6,21990.604696
-91.01063,5,21996.274446
84.81603,27,21999.959019
-97.422503,87,22068.950789
-90.989078,10,22075.540378
-91.837386,20,22085.035565
-93.085426,40,22112.438607
82.743992,49,22117.284874
-90.0,1,22123.132687
-93.213636,37,22146.475065
-91.666433,6,22149.367127
-92.484394,19,22162.697953
-93.658561,28,22166.548635
-91.065147,7,22172.451224
-91.100739,5,22179.57044
-93.069424,22,22195.011858
-91.063161,3,22197.791248
-91.894332,13,22204.846027
-91.108073,12,22211.619668
85.259248,32,22215.532515
-93.220369,20,22218.961983
-90.0,1,22224.362196
-91.435791,14,22231.682637
-94.445797,38,22236.010211
-94.416919,30,22239.82341
-91.816335,22,22256.562052
-95.732611,52,22278.665625
-36.381221,200,22415.528069
-92.595949,20,22419.470922
-91.890526,13,22432.737536
-90.975985,5,22441.095879
-98.121733,84,22509.164804
-90.735895,6,22519.15721
-91.46811,6,22527.103489
-90.117409,1,22529.791102
-92.115858,16,22533.101292
-24.389229,200,22665.585958
-92.487636,25,22678.560345
-93.577127,48,22718.355419
-91.530722,6,22721.407847
-91.440654,15,22736.028688
-92.503549,15,22739.323177
-93.067487,24,22742.936559
-90.0,1,22749.262484
-92.128737,14,22752.484197
-95.850242,50,22757.626614
-93.020593,43,22790.132582
-101.169116,106,22798.068655
-94.49868,68,22852.817722
-91.10784,3,22855.801558
-90.0,1,22861.459177
-94.869251,32,23174.824632
84.069106,35,23189.290855
-91.287163,11,23196.341996
-91.951331,10,23203.509785
-91.865452,7,23209.594141
-90.0,1,23213.970084
-90.800365,3,23218.722306
-90.701271,4,23221.503285
82.327772,49,23226.145091
-91.672808,4,23228.831394
-93.324245,36,23242.992866
-91.64895,15,23254.44754
-93.739737,45,23271.483084
-96.444185,82,23305.974081
-90.443513,2,23311.987544
-92.332608,38,23336.305926
-93.434357,26,23354.441922
-92.781473,16,23357.871546
-91.579401,6,23360.62335
-90.0,1,23366.027402
-95.757363,48,23370.521431
78.485987,77,23376.241237
-90.0,1,23381.629651
-93.88478,23,23391.144605
-91.072004,5,23396.377134
-90.0,1,23401.979369
-91.452169,10,23404.982332
-93.190058,19,23413.810626
-92.528618,17,23426.061042
78.294783,72,23431.722646
-90.848063,2,23434.351334
-90.0,1,23438.515952
81.412309,76,23444.149535
-92.041995,20,23452.902998
-97.64981,95,23494.414517
-94.59664,59,23534.830451
-90.0,1,23540.405922
-93.226863,22,23543.924115
86.662139,27,23547.535407
86.740066,21,23550.914043
-91.423647,10,23560.039457
-90.0,1,23565.643347
-91.226589,7,23571.726664
-92.29502,7,23581.128911
