#{"t_start": 1768626771.734553, "env_id": "None"}
r,l,t
520.611343,14,2618.52087
527.527311,36,2620.799908
515.933923,14,2622.44435
525.276169,19,2624.219749
510.033924,12,2625.806989
529.580865,17,2627.535464
529.647192,15,2629.219911
519.466091,15,2630.931474
514.144274,12,2632.538911
510.031237,11,2634.129779
525.772113,15,2635.806915
515.68879,12,2637.423614
518.238522,15,2642.708661
504.023052,7,2644.226017
527.559665,16,2645.940681
518.690879,14,2647.59651
514.237428,12,2649.195956
524.428725,17,2650.930111
521.350262,15,2652.594163
526.282206,15,2654.288407
515.475789,13,2656.069782
513.518472,12,2657.692031
536.014139,17,2659.417312
511.477839,11,2660.994652
515.525204,15,2662.664903
522.899341,18,2664.424057
519.126268,13,2666.034589
511.49522,11,2667.700397
520.898686,14,2669.372679
530.619964,17,2671.115118
513.808363,14,2672.769276
518.734982,26,2678.351098
529.215613,18,2680.106988
515.711429,14,2681.759564
522.718131,14,2683.432089
520.205847,15,2685.130969
525.888663,17,2686.856161
530.088471,16,2688.555238
537.40203,18,2690.288601
519.077592,13,2691.919139
534.702427,17,2693.677594
518.509477,14,2695.348262
526.561557,19,2697.127507
519.430283,14,2698.816473
524.502335,15,2700.515747
543.171296,20,2702.340315
533.790048,18,2704.128528
517.241499,12,2705.734163
510.620481,11,2707.308971
539.236297,19,2709.094851
527.94065,18,2714.456738
512.353591,12,2716.210476
516.580967,12,2717.820517
541.309228,19,2719.607758
536.671391,17,2721.356139
532.67987,17,2723.07119
528.545219,16,2724.800577
526.81507,15,2726.471838
526.272723,15,2728.157201
522.284365,20,2729.970271
511.25727,11,2731.559007
520.851704,13,2733.205544
528.365304,16,2734.92505
529.057945,19,2736.711451
509.43071,10,2738.28016
511.767931,11,2739.871562
518.609656,15,2741.608972
520.584019,14,2743.263349
508.208113,9,2745.325595
524.456782,15,2750.607805
507.156931,17,2752.344343
512.044525,13,2753.992197
514.659893,17,2755.724775
525.317906,18,2757.4893
505.234598,10,2759.858662
529.370214,17,2761.60065
516.104539,14,2763.254352
511.562902,11,2764.838422
531.585394,25,2776.032439
542.372816,18,2777.80104
507.554133,10,2779.371213
509.566111,10,2780.948999
525.604309,14,2786.250831
522.628067,14,2787.887661
527.843693,18,2789.740731
515.156847,13,2791.367469
508.300599,24,2793.279729
541.44434,19,2795.072287
517.055085,12,2796.670413
526.354765,15,2798.338444
513.149292,11,2799.936705
515.342158,13,2801.581031
515.332679,13,2803.219559
514.433637,15,2804.896486
507.568293,10,2806.463689
520.922712,14,2808.127376
529.45067,16,2809.845138
517.551089,12,2811.470509
517.850316,14,2813.130481
537.318998,20,2814.956575
512.623468,11,2816.546207
526.672669,17,2818.286417
515.404887,13,2823.55194
519.485409,13,2825.18999
529.156928,17,2826.946754
507.131969,10,2828.502226
523.566726,14,2830.164298
508.966578,12,2831.776639
537.420948,19,2833.570327
521.052971,15,2835.25165
518.586494,19,2837.03469
532.076021,18,2838.823105
515.961786,12,2840.434472
512.901224,19,2842.237565
525.293495,15,2843.903355
511.039578,11,2845.504667
523.167306,18,2847.251985
507.167125,9,2848.792039
561.375719,24,2850.714399
523.459867,14,2852.397504
512.0948,11,2858.79776
516.371937,12,2860.416709
508.144613,9,2861.96151
536.791215,18,2863.70905
520.923074,16,2865.412537
531.559929,16,2867.11042
521.261773,14,2868.762327
521.672317,15,2870.421186
521.412387,14,2872.106174
536.962592,17,2873.933181
522.049745,14,2875.59409
525.102525,16,2877.350871
527.937575,15,2879.039229
515.347216,12,2880.645855
530.610352,17,2882.379255
535.088462,19,2884.153195
513.971465,12,2885.7635
516.573184,13,2887.386805
532.915755,16,2889.095441
514.764624,12,2890.709668
521.149358,16,2896.01814
514.16001,11,2897.616894
527.625751,15,2899.309649
527.224238,15,2901.016773
537.545661,17,2902.76843
533.323029,17,2904.513115
510.405949,10,2906.076696
526.063854,16,2907.784637
514.066564,14,2909.447717
512.689476,12,2911.049648
529.564667,15,2912.742299
522.774291,14,2914.486428
516.918142,15,2916.176504
512.623057,16,2917.868327
526.481969,15,2919.549687
524.208433,15,2921.242841
514.384207,15,2922.924131
531.721709,16,2924.634524
520.584019,14,2926.293373
511.21803,11,2931.483418
515.088781,12,2933.081795
510.969382,14,2934.738892
535.73675,17,2936.477932
509.144463,13,2938.193319
518.593169,15,2939.862886
513.338273,13,2941.496712
515.935606,12,2943.107441
504.880559,8,2944.620207
514.779191,11,2946.213706
511.767931,11,2947.803344
528.718202,16,2949.512189
510.960329,10,2951.084578
521.966889,15,2952.761873
511.233467,10,2954.334698
514.779067,14,2956.002899
523.427797,14,2957.660785
516.082832,13,2959.282325
516.030364,12,2960.877992
522.062709,14,2962.516174
514.048502,13,2967.751432
514.723425,12,2969.368196
515.698416,13,2970.994287
530.344082,17,2972.746931
536.362148,17,2974.481159
518.746993,15,2976.166801
510.912757,22,2978.036717
535.417881,18,2979.785517
536.747192,19,2981.55705
527.382087,16,2983.357194
513.771915,12,2985.017475
510.712756,11,2986.622818
514.616494,14,2988.299307
523.456562,17,2990.053338
511.146175,11,2991.678095
517.463631,13,2993.315415
510.405949,10,2994.911336
510.158376,11,2996.508859
514.081506,12,2998.147524
517.368731,18,3003.492601
505.412188,11,3005.074619
536.219994,18,3007.33418
535.587729,18,3009.071466
515.347216,12,3010.677277
527.286665,15,3012.35311
526.774713,15,3014.036575
530.255259,17,3015.772231
514.665382,12,3017.379628
513.85042,11,3018.967158
525.495523,16,3020.66595
506.985107,9,3022.189352
536.127156,18,3023.927059
522.534521,15,3025.602412
517.110145,14,3027.268821
522.802935,15,3028.932856
507.411497,9,3030.469761
514.499217,12,3032.098753
514.121119,12,3033.706068
528.079772,15,3039.010991
516.743653,17,3050.198592
518.079806,12,3051.896235
526.495176,27,3053.926074
531.21056,17,3055.658265
513.411075,11,3057.260778
518.704452,13,3058.889798
514.56977,12,3060.502064
541.160695,19,3062.287107
523.917926,15,3063.969802
530.508864,17,3065.730792
497.652288,60,3068.818029
526.648765,16,3070.540498
523.344828,15,3075.828963
522.442343,15,3077.527661
519.077592,13,3079.167765
516.120681,14,3080.835748
522.062709,14,3082.578362
533.610481,18,3084.333445
509.180299,11,3085.922603
521.68957,13,3087.564065
488.291834,63,3090.686473
517.738232,12,3092.309665
518.762953,13,3093.932886
516.030364,12,3095.540473
522.417689,16,3097.270585
521.557467,14,3098.941155
525.761997,15,3100.632226
512.197381,13,3102.272144
522.435849,14,3103.934721
523.459273,15,3105.611489
520.865099,14,3107.282358
529.212111,16,3112.602461
514.939691,12,3114.21248
514.391096,13,3115.817828
518.704452,13,3117.444734
508.877728,9,3118.99525
507.018695,9,3120.555658
507.93647,10,3122.126245
506.195823,11,3123.69784
514.539829,12,3125.323561
519.052383,13,3126.985298
523.71163,15,3129.956153
530.609352,16,3131.677673
527.975822,15,3133.38509
526.907099,15,3135.097476
516.015826,13,3136.762831
524.681657,18,3138.529814
537.155728,17,3140.273685
518.223029,14,3142.013504
534.09967,18,3147.392903
520.197011,13,3149.065015
511.417355,10,3150.672655
522.996652,14,3152.496786
522.774291,14,3154.184426
518.379907,14,3155.807737
502.669791,37,3158.077825
515.088781,12,3159.683652
526.774713,15,3161.335847
540.079067,20,3163.10962
527.471083,17,3164.830024
516.009614,23,3166.70323
515.383956,12,3168.313481
508.655628,10,3169.866655
522.816831,16,3171.544959
521.31643,13,3173.166773
527.995577,16,3174.891685
511.791898,10,3176.459501
527.757739,15,3178.165408
542.65543,18,3183.628739
512.56317,13,3185.368601
514.16001,11,3187.043532
521.703306,14,3188.777902
520.723036,13,3190.544497
526.339693,15,3192.555748
537.618525,18,3194.360665
536.92084,19,3196.257331
518.43851,13,3197.973732
514.16001,11,3199.574419
509.1221,9,3201.148914
526.502811,15,3203.130421
530.382973,17,3204.868726
504.929167,8,3206.387376
518.079806,12,3208.013342
505.929424,8,3209.536757
528.775082,16,3211.256212
522.032561,14,3212.932051
515.136671,14,3214.594534
520.94329,13,3220.578991
544.459164,20,3222.436188
514.499217,12,3224.061898
512.302468,11,3225.637804
523.789404,16,3227.355072
504.751683,7,3228.853843
518.549925,13,3230.467343
515.519417,12,3232.076535
517.499496,13,3233.706175
515.347216,12,3235.375027
545.651098,19,3237.232588
512.921649,11,3238.83217
515.088781,12,3240.426534
522.774291,14,3242.15644
508.877728,9,3243.802562
513.647864,13,3245.485472
505.808613,9,3247.106896
523.969875,15,3248.886557
518.14173,13,3250.538531
521.499931,14,3255.814706
525.590106,15,3257.501755
519.794877,14,3259.183336
517.738232,12,3260.80823
510.128759,10,3262.370046
521.495543,13,3264.026748
526.094166,17,3265.770632
511.484949,11,3267.371014
522.062709,14,3269.03243
530.105378,16,3270.73698
534.806083,17,3272.464685
509.307424,20,3274.311011
519.090672,14,3276.082439
516.05998,13,3277.727026
532.936021,16,3279.443622
514.974055,14,3281.097263
552.801164,21,3282.975143
519.470871,14,3284.643899
513.709454,12,3286.262358
515.659714,14,3287.923636
525.144645,16,3293.245552
542.962189,19,3295.033355
520.024425,14,3296.706036
508.668787,11,3298.294535
517.396659,12,3299.908722
520.680437,14,3301.569496
521.57416,14,3303.263517
528.46678,16,3304.982301
531.841957,23,3316.474737
531.554682,17,3318.210445
527.44274,16,3319.896045
519.92106,15,3321.595615
528.079772,15,3323.290191
524.967007,16,3328.619339
506.37317,10,3330.189581
522.926388,15,3331.866332
521.730762,15,3333.545172
522.595769,14,3335.220658
526.986407,17,3337.116962
520.345731,17,3338.997251
524.268288,18,3340.749069
509.725653,11,3342.352286
526.678771,15,3344.039802
515.074366,12,3345.636208
536.681439,17,3347.376286
504.912321,13,3349.483793
512.667118,13,3351.123726
520.997026,16,3352.843238
519.854647,13,3354.504646
526.764061,16,3356.229967
514.902818,13,3357.86067
510.099588,10,3359.433942
534.766932,19,3364.855419
505.296014,8,3366.381654
532.743633,19,3368.198047
506.351697,8,3369.72393
521.738838,13,3371.376561
524.391444,14,3373.04412
518.802262,13,3374.680599
517.11787,13,3376.313982
513.701329,12,3377.94149
524.506428,15,3379.63944
530.842334,17,3381.378007
528.079772,15,3383.062728
527.644752,15,3384.748526
531.758559,16,3386.464509
517.738232,12,3388.087246
527.266143,16,3389.796036
515.708042,14,3391.454823
529.684668,16,3393.173548
519.865054,13,3395.398654
534.531614,17,3400.744061
525.167006,16,3402.482491
523.281769,14,3404.376119
510.34396,10,3405.967736
524.044668,15,3407.653783
521.68957,13,3409.266996
515.088781,12,3410.848824
514.697681,13,3413.587999
532.965637,17,3415.306553
516.371937,12,3416.900388
516.156496,12,3418.479239
530.317186,16,3420.175255
520.181951,13,3421.790677
526.774713,15,3423.442899
528.514792,15,3425.107895
521.31643,13,3426.720622
515.332679,13,3428.319586
495.90752,46,3430.853336
535.242585,17,3436.170453
517.382121,13,3437.800978
522.370002,14,3439.427533
516.698973,13,3441.036768
521.837117,14,3442.65045
520.268646,15,3444.314558
521.971852,14,3445.949796
513.880036,12,3447.555631
522.370002,14,3449.188005
536.518945,18,3450.910033
516.030364,12,3452.511068
506.140561,8,3454.008977
527.783438,16,3455.672328
507.507054,13,3457.275145
518.474083,13,3458.867448
526.774713,15,3460.503756
519.823871,13,3462.111087
514.469601,11,3463.698165
506.738705,9,3465.214185
529.104501,16,3466.880581
513.85042,11,3468.45943
531.12491,16,3473.739615
516.030364,12,3475.312039
522.442343,15,3476.96391
516.015826,13,3478.576099
530.724653,16,3480.269029
513.868673,12,3481.851809
531.104303,17,3483.547283
519.200914,14,3485.165268
524.235198,16,3486.84861
517.100705,15,3488.509356
522.774291,14,3490.151321
517.846639,15,3491.825112
533.089095,16,3493.50841
518.704452,13,3495.11569
503.820971,10,3496.657558
518.704452,13,3498.269948
507.167125,9,3499.802711
528.03176,16,3501.488056
518.704452,13,3503.098084
518.449247,41,3509.04345
507.900241,9,3510.556937
527.64374,15,3512.208999
525.864691,15,3513.870437
517.396659,12,3515.460942
511.791898,10,3517.00938
516.698973,13,3518.644063
525.265227,15,3520.304727
533.90483,17,3522.012523
522.370002,14,3523.656718
526.166285,15,3525.316746
519.077592,13,3526.924683
521.385692,13,3528.540556
513.85042,11,3530.096898
520.937237,14,3531.74768
511.624526,11,3533.310705
532.427862,17,3535.019403
514.61353,12,3536.620991
528.514792,15,3538.278535
514.235617,11,3539.848812
519.01634,13,3541.46351
531.175676,16,3543.141322
521.68957,13,3544.756303
521.68957,13,3546.453575
529.129647,15,3548.11973
512.612058,11,3549.752012
527.382087,16,3551.440954
540.450365,18,3553.166191
522.808989,14,3554.803344
522.903024,14,3561.738774
518.961849,12,3563.471999
523.987156,14,3565.148438
529.073526,18,3566.938504
528.949811,15,3568.603805
527.60182,16,3570.305943
509.442781,14,3571.953515
503.059409,6,3573.444515
521.926705,14,3575.076846
519.780018,20,3586.273953
527.209733,15,3587.913772
515.347216,12,3589.492194
529.917189,20,3591.294488
524.516536,17,3593.008961
504.751683,7,3598.102975
522.595769,14,3599.724205
531.61932,17,3601.445222
515.196605,13,3603.066636
536.584933,20,3604.8573
517.761286,13,3606.539962
525.642008,16,3608.210612
539.699933,19,3609.945711
511.791898,10,3611.487086
527.06024,15,3613.132006
518.42138,13,3614.731048
513.566739,11,3616.346008
520.653008,15,3618.025888
514.779191,11,3619.653048
526.339693,15,3621.294389
515.614956,13,3622.903987
511.321447,10,3624.444587
522.885182,15,3626.114583
522.152704,16,3627.808791
519.865063,14,3629.455502
520.535461,14,3634.710646
513.778878,11,3636.282151
512.425972,12,3637.92479
509.034525,11,3639.476881
517.396659,12,3641.051502
513.632121,11,3642.625543
514.469601,11,3644.19844
514.991105,13,3645.795689
510.405949,10,3647.344887
515.984548,12,3648.940784
516.2102,12,3650.518917
540.031881,18,3652.245901
506.076286,9,3653.778865
519.4646,14,3655.411816
536.202869,18,3657.141532
513.231239,11,3658.698973
516.360097,14,3660.342966
518.037872,13,3661.963771
515.088781,12,3663.545941
521.31643,13,3665.160475
519.591756,13,3670.399095
528.079772,15,3672.049168
523.178579,14,3673.680231
516.390003,13,3675.297988
528.339162,15,3676.956083
530.383954,16,3678.630368
509.366472,10,3680.170811
526.594316,15,3681.810345
512.295288,11,3683.376861
533.331975,17,3685.113164
529.235339,15,3686.803725
511.581189,11,3688.378156
522.174369,14,3691.206655
517.055085,12,3692.877928
513.85042,11,3694.453011
527.209733,15,3696.110343
527.65849,17,3697.811154
523.208196,15,3699.991765
526.774713,15,3701.652121
517.055085,12,3706.846025
525.587028,15,3708.520297
526.008597,15,3710.167868
523.387009,14,3711.793475
520.570151,13,3713.404786
519.513949,13,3715.01069
540.265679,20,3716.785648
517.100519,13,3718.404406
516.015826,13,3720.013668
524.391444,14,3721.650489
510.255979,10,3723.197417
529.384831,15,3724.866466
517.738232,12,3726.464388
515.347216,12,3728.033448
527.644752,15,3729.686138
521.68957,13,3731.282434
532.992695,16,3733.036477
528.46678,16,3734.731512
518.808387,14,3736.359119
518.549725,13,3737.979537
514.927559,11,3743.160691
536.165267,17,3744.859867
514.469601,11,3746.49808
518.704452,13,3748.137216
523.178579,14,3749.768015
509.339174,11,3751.33891
528.079772,15,3753.013201
514.469601,11,3754.582758
518.85934,14,3756.212893
520.570151,13,3757.817936
509.034525,11,3759.381611
531.104303,17,3761.093367
531.885949,18,3762.840192
513.880036,12,3764.461427
520.197011,13,3766.095436
513.85042,11,3767.676213
512.302468,11,3769.24152
515.398372,12,3770.837406
518.815656,13,3772.433899
533.401354,16,3774.14332
519.823871,13,3779.366157
515.347216,12,3780.945728
511.327745,12,3782.525615
527.852698,17,3784.229797
509.914166,12,3785.82292
520.181951,13,3787.442035
536.830218,19,3789.222975
517.384819,15,3790.900823
515.831496,13,3792.513291
530.25487,16,3794.184381
522.377433,14,3795.80539
518.704452,13,3797.405319
516.030364,12,3798.990371
537.909571,17,3800.705403
505.760828,10,3802.252761
533.722062,17,3803.967741
518.079806,12,3805.573871
523.447158,16,3807.266476
527.644752,15,3808.958067
533.401354,16,3814.260152
520.830883,14,3815.95605
526.489738,29,3817.952535
531.060489,16,3819.636643
542.305886,19,3821.409495
520.196423,14,3823.057308
513.527905,12,3824.669168
510.128759,10,3826.220799
507.655869,9,3827.742063
521.68957,13,3829.364158
516.371937,12,3830.969604
516.030364,12,3832.545567
541.606011,18,3834.264021
514.534425,14,3835.885177
510.128759,10,3837.434919
514.469601,11,3839.000386
529.944056,16,3840.689877
512.332084,12,3842.271294
519.077592,13,3843.889621
518.460688,13,3845.497553
516.244442,12,3850.693321
517.055085,12,3852.280858
521.232586,14,3853.914101
511.822343,15,3865.028909
525.865454,16,3866.692354
519.444678,14,3868.312934
525.604309,14,3869.967826
529.819851,15,3871.64249
535.537581,18,3873.357514
512.302468,11,3874.918249
523.582867,14,3876.549603
518.089432,14,3878.175824
510.128759,10,3879.719771
508.638314,9,3881.255177
509.373582,10,3886.411966
527.209733,15,3888.06921
514.16001,11,3889.640225
531.836004,16,3891.329439
518.42138,13,3892.929724
519.077592,13,3894.536725
518.775261,15,3896.197476
514.391096,13,3897.798677
528.079772,15,3899.464561
541.081301,18,3901.204543
517.055085,12,3902.802827
515.088781,12,3904.382153
516.371937,12,3906.045421
531.074686,16,3907.709996
539.227247,19,3909.461677
517.723694,14,3911.103469
554.197064,23,3912.978369
530.25487,16,3914.659225
511.977744,11,3916.237236
507.691299,10,3917.787653
508.026593,10,3922.951385
514.870483,11,3924.531941
513.091001,13,3926.171735
510.960329,10,3927.724929
518.466814,13,3929.357282
524.900373,14,3931.006188
518.815656,13,3932.624377
514.16001,11,3934.189625
528.734023,16,3935.873288
520.492563,13,3937.481776
521.848497,15,3939.136377
524.391444,14,3940.77168
515.347216,12,3942.34149
519.499326,14,3943.976612
526.354765,15,3945.647276
517.738232,12,3947.257185
542.780296,21,3949.083426
524.500375,15,3950.750522
511.791898,10,3952.305655
513.85042,11,3953.877887
522.22263,14,3959.124543
530.138161,16,3960.814899
522.062709,14,3962.449821
513.540829,11,3964.027856
529.487903,16,3965.715222
520.400273,17,3967.412253
530.643467,16,3969.208115
509.037866,12,3970.807279
518.139115,12,3973.567988
512.302468,11,3975.13239
534.797356,17,3976.832021
508.815798,10,3978.368625
522.254785,15,3980.078372
515.118398,13,3981.672942
510.405949,10,3983.229265
514.499217,12,3984.836135
535.670036,17,3986.534309
509.823127,10,3988.080398
516.371937,12,3989.696561
510.128759,10,3994.853684
531.276013,16,3996.529699
517.5325,13,3998.125683
537.515407,19,3999.867894
519.498804,13,4001.46898
528.544408,16,4003.163353
513.152735,12,4004.768699
516.030364,12,4006.34645
520.278781,13,4007.94474
511.514708,10,4009.485481
529.543531,17,4011.19235
532.321195,16,4012.874633
512.603979,11,4015.017292
519.126186,14,4016.668708
510.683139,10,4018.206812
538.533196,18,4019.918184
517.8866,12,4021.504431
524.795732,14,4023.124182
530.609352,16,4024.806339
526.774713,15,4026.456551
526.77234,16,4031.746952
530.25487,16,4033.409639
522.076605,15,4035.058158
526.339693,15,4036.683272
530.995096,17,4038.376326
523.178579,14,4040.008425
513.85042,11,4041.587955
511.237519,10,4043.140954
519.126186,14,4044.775662
510.960329,10,4046.307866
528.877826,16,4048.000664
515.332679,13,4049.613971
519.826983,13,4051.225733
512.18079,11,4052.806264
544.22956,18,4054.536918
522.062709,14,4056.16328
519.906255,15,4057.819209
514.469601,11,4059.380578
508.797709,10,4060.932042
523.178579,14,4062.55632
521.817325,14,4067.804594
519.787674,13,4069.404043
528.949811,15,4071.080522
516.863623,13,4072.67905
512.921649,11,4074.248513
534.975767,17,4075.948899
534.332022,16,4077.629656
525.01701,15,4079.268956
527.239451,15,4080.97679
522.802935,15,4082.626946
542.892412,19,4084.405222
512.921649,11,4085.971642
513.85042,11,4087.920879
530.25487,16,4089.70233
506.351697,8,4091.220214
516.371937,12,4092.817238
524.795732,14,4094.490191
525.604309,14,4096.160436
524.93624,16,4097.897133
538.216885,17,4103.258239
520.628101,15,4104.928747
510.405949,10,4106.480049
533.85937,18,4108.225471
520.168557,13,4109.851691
504.929167,8,4111.351793
523.655208,15,4113.029564
519.823871,13,4114.654253
513.231239,11,4116.299557
516.590888,13,4118.010098
527.209733,15,4119.772619
513.732227,11,4121.343121
518.006767,14,4123.185551
511.791898,10,4124.879242
515.854088,13,4126.670643
513.85042,11,4128.322796
521.103486,14,4129.96719
515.088781,12,4131.567221
524.472616,16,4146.33696
518.139115,12,4147.947416
538.641419,17,4149.708793
517.396659,12,4151.337839
513.588921,12,4153.149354
534.521308,17,4155.08481
527.656884,16,4157.146765
523.700602,14,4158.912148
531.939076,17,4160.892694
507.372115,10,4162.662904
524.208939,16,4164.510187
515.68879,12,4166.161522
512.921649,11,4167.809252
511.237519,10,4169.423108
529.911667,17,4171.297383
524.391444,14,4176.636625
523.582867,14,4178.334398
526.339693,15,4180.037598
542.48523,15,4181.780396
515.12415,12,4183.451257
511.21803,11,4185.033847
535.174806,17,4187.220347
515.347216,12,4188.993806
506.287422,10,4190.7192
528.457863,15,4192.504273
510.559133,12,4194.195171
532.022846,16,4196.005436
530.903085,16,4197.800001
520.245605,14,4199.506923
525.604309,14,4201.222741
526.774713,15,4202.945285
516.713511,12,4204.707702
520.94329,13,4206.416163
548.388913,21,4211.981271
537.940108,18,4213.801583
526.877785,16,4215.541149
509.096474,10,4217.106629
533.907382,18,4218.896191
524.150818,17,4220.665879
516.371937,12,4222.290347
513.540829,11,4223.894045
533.401354,16,4225.63836
533.401354,16,4227.475331
484.176268,56,4230.446151
523.582867,14,4232.114675
535.43341,17,4233.868711
516.701671,14,4235.557985
528.9018,16,4237.286574
524.534171,15,4238.980481
508.139325,11,4240.58854
510.405949,10,4242.165909
524.097522,16,4247.495463
526.008597,15,4249.190245
527.644752,15,4250.880233
532.470687,16,4252.616628
536.563203,18,4254.397403
509.851569,10,4255.968608
518.12874,14,4258.986493
518.079806,12,4260.725865
512.921649,11,4262.336882
509.851569,10,4263.923217
512.612058,11,4265.561729
516.030364,12,4267.193885
507.860966,29,4269.280412
523.582867,14,4270.956026
529.922923,17,4272.73335
530.609352,16,4274.474351
516.03999,13,4276.151881
514.081506,12,4277.846832
526.339693,15,4283.143499
531.074686,16,4284.843575
514.421463,12,4286.452561
529.819851,15,4288.150519
526.026586,15,4289.835591
516.030364,12,4291.442941
515.356842,13,4293.08053
512.302468,11,4294.753245
531.390527,16,4296.614605
524.795732,14,4298.33464
524.039194,14,4300.081063
520.94329,13,4301.734334
512.612058,11,4303.319918
534.477121,18,4305.06875
520.429491,14,4306.719426
533.505995,16,4308.442731
517.22291,12,4310.110866
517.055085,12,4311.73395
535.670036,17,4313.47961
538.641419,17,4315.295899
524.083642,15,4317.047586
537.155728,17,4318.953926
514.469601,11,4320.582877
505.284135,8,4322.120595
523.464411,14,4323.831703
523.987156,14,4325.528131
517.055085,12,4327.179704
517.723694,14,4328.910304
516.723137,13,4335.889397
517.179881,13,4337.613617
528.079772,15,4339.469269
526.774713,15,4341.362794
522.885182,15,4343.123932
517.055085,12,4344.770452
509.646275,11,4346.382665
524.444462,14,4348.146903
534.332022,16,4349.918348
524.795732,14,4351.665578
529.75543,16,4353.426113
523.28947,15,4355.173455
531.529969,18,4357.012606
520.197011,13,4358.697991
527.644752,15,4360.410469
513.231239,11,4362.024338
518.197541,12,4363.674101
526.008597,15,4365.379159
513.462325,12,4367.048163
527.824588,15,4371.724933
519.823871,13,4373.387716
508.144613,9,4374.972811
518.665822,13,4376.648505
522.442343,15,4378.369245
523.582867,14,4380.064145
522.173858,14,4381.751245
536.720769,17,4383.532431
520.290088,16,4385.277044
527.747824,16,4387.038873
535.015333,17,4388.83866
530.925193,16,4390.585087
529.424334,16,4392.32512
519.077592,13,4394.006034
528.182844,16,4395.761567
514.959027,11,4397.38832
541.066022,19,4399.212205
523.384499,17,4400.982977
532.368564,19,4402.808798
518.079806,12,4407.390742
507.935671,10,4408.990276
519.508025,13,4410.651273
505.972531,11,4422.038999
528.079772,15,4423.880009
508.877728,9,4425.424606
515.934851,12,4427.043857
515.066424,13,4428.666095
501.912095,6,4430.2579
529.753142,15,4431.948421
514.941434,14,4433.604955
509.851569,10,4435.173733
524.834607,15,4436.837613
516.3574,13,4441.410478
540.031881,18,4443.17802
511.791898,10,4444.754251
519.450732,13,4446.400323
517.966387,12,4448.003458
509.884833,11,4449.603328
523.178579,14,4451.332452
512.533554,12,4453.04728
525.200021,14,4454.772551
520.759876,14,4456.620184
520.197011,13,4458.282586
533.987011,18,4460.1103
533.401354,16,4461.85545
517.8866,12,4463.517693
534.797356,17,4465.274177
514.16001,11,4466.906795
506.096928,26,4468.939197
543.18014,18,4470.793179
526.008597,15,4472.532698
532.936021,16,4477.218702
517.396659,12,4478.900222
517.333729,14,4480.587496
509.522864,10,4482.201863
522.308532,16,4483.989003
531.074686,16,4485.756968
523.987156,14,4487.448745
526.339693,15,4489.281145
534.332022,16,4491.146027
508.876694,11,4492.86063
506.773971,8,4494.502718
510.405949,10,4496.195759
516.156496,12,4498.013256
543.18014,18,4499.939895
534.297754,17,4501.785036
511.994842,12,4503.460413
522.480894,15,4505.182345
513.481858,13,4506.838389
522.370002,14,4508.582236
519.648436,13,4510.258121
523.544133,16,4511.987352
529.09818,15,4513.800254
511.349221,11,4515.479903
529.819851,15,4517.235924
526.008597,15,4518.974533
520.274903,13,4520.698881
516.981251,14,4522.389364
516.371937,12,4528.361187
529.546611,16,4530.086179
509.851569,10,4531.668247
514.773445,13,4533.382847
530.560077,16,4535.140408
513.85042,11,4536.748342
517.80608,13,4538.403072
514.779191,11,4540.012129
524.885069,16,4541.85109
521.273865,14,4543.593206
513.85042,11,4545.273341
510.405949,10,4548.529357
512.921649,11,4550.242403
523.582867,14,4551.95849
505.296014,8,4553.510109
535.006141,19,4555.332308
534.490625,17,4557.113434
510.683139,10,4558.722001
523.582867,14,4560.471248
525.991317,15,4565.160644
516.294139,12,4566.835793
535.174806,17,4568.601301
512.612058,11,4570.217129
514.983659,11,4571.839536
522.803907,15,4573.633813
513.231239,11,4575.259501
517.100519,13,4577.090745
531.54002,16,4578.942285
524.795732,14,4580.751521
531.713187,16,4582.609661
533.829569,16,4584.377265
517.738232,12,4586.098436
526.190028,15,4587.896555
543.047617,19,4589.808901
523.665122,14,4591.533849
543.037215,19,4593.390556
511.817039,11,4595.02543
518.784694,13,4596.698368
513.540829,11,4598.314598
518.704452,13,4599.984321
528.938492,16,4601.726551
506.773971,8,4603.287931
530.25487,16,4605.030915
510.405949,10,4606.625736
526.339693,15,4608.358684
520.570151,13,4610.025707
533.401354,16,4611.789824
479.75988,63,4614.938759
537.650958,17,4616.703038
517.678936,13,4618.445752
523.98375,14,4620.128292
525.200021,14,4621.838136
520.94329,13,4623.505933
526.535843,11,4625.126603
512.302468,11,4626.790038
507.440968,9,4628.416665
521.68957,13,4630.068869
517.366979,13,4631.71918
510.128759,10,4633.287665
515.464938,12,4635.074934
512.275616,11,4636.665136
537.618525,18,4638.935884
512.069088,11,4640.536442
519.837739,14,4649.469536
518.006767,14,4651.186387
527.487348,15,4652.935363
529.819851,15,4654.651129
516.164194,13,4656.338205
535.421293,17,4658.119471
509.57438,10,4659.7038
516.03999,13,4661.385541
521.68957,13,4663.062422
510.960329,10,4664.664129
520.813446,13,4666.345751
531.688388,16,4668.084773
528.252126,16,4669.830186
516.77059,13,4671.486098
512.302468,11,4673.101562
513.348885,11,4674.759423
519.450732,13,4676.444432
516.713511,12,4678.103311
522.062709,14,4679.789036
518.704452,13,4684.353286
529.819851,15,4686.075124
540.772107,19,4687.951322
521.79421,13,4689.65789
512.069088,11,4691.290324
529.819851,15,4693.024904
525.055262,21,4705.03829
523.582867,14,4706.725939
524.795732,14,4708.424075
509.851569,10,4710.021871
519.826983,13,4711.701116
525.885003,15,4713.426419
558.724004,21,4715.307946
527.644752,15,4719.945187
