#{"t_start": 1768626771.734553, "env_id": "None"}
r,l,t
517.184406,16,1618.790955
532.268937,51,1621.729092
526.45455,17,1623.53224
516.784436,17,1625.33913
524.754213,18,1627.236739
523.783207,16,1629.070243
521.996633,16,1630.827463
511.527968,13,1632.582699
518.258033,18,1634.405892
518.394472,15,1636.139275
519.856098,20,1638.056496
517.560621,13,1639.833356
521.515869,19,1641.814995
521.329377,15,1643.573133
519.259587,13,1645.337541
499.372959,37,1651.389288
534.584593,36,1653.938353
542.822332,25,1655.985122
509.123454,15,1657.701585
528.524281,16,1659.443844
516.9924,18,1661.233385
511.545014,12,1662.860531
515.319235,14,1664.611147
530.148489,17,1666.521439
553.081864,25,1668.55773
521.090166,15,1670.272991
523.959254,19,1672.100995
520.146961,14,1673.811286
525.03706,20,1675.728472
504.870725,12,1677.533793
502.224051,21,1679.416958
536.419455,21,1681.303354
523.987156,14,1686.612674
510.32382,13,1688.264078
507.320157,10,1689.856795
516.24541,14,1691.54724
507.909753,11,1693.14956
504.017495,11,1694.796257
508.988385,11,1696.42887
522.410364,17,1698.273135
522.70001,16,1699.978982
510.715524,12,1701.584774
524.727381,15,1703.375368
515.72264,15,1705.199989
530.420011,24,1707.229988
520.21196,16,1709.073168
513.282883,15,1710.897609
516.584434,15,1712.710068
524.882561,18,1714.507608
529.264527,18,1716.326845
524.323093,15,1718.067719
513.457002,16,1723.421046
520.834136,13,1725.348057
520.707092,20,1727.182349
519.999813,13,1729.291761
521.921538,18,1731.091341
497.993848,25,1733.192865
517.344035,17,1735.036127
524.07046,18,1736.868248
544.179804,34,1748.841895
527.963971,18,1750.80571
527.88862,20,1752.658302
522.777734,16,1758.22067
521.123052,19,1760.037342
519.280768,29,1762.140347
514.047303,14,1763.867191
518.315466,22,1765.763276
523.286119,15,1767.453361
521.408085,14,1769.133385
506.457005,11,1770.734869
520.966906,17,1772.508713
519.983747,15,1774.229426
520.482099,20,1776.043929
537.766728,20,1777.866987
528.402785,19,1779.685149
519.835254,48,1782.422952
517.824639,19,1784.235922
510.368427,19,1786.523042
527.627233,17,1788.266995
518.643594,18,1790.064256
510.455115,15,1795.386594
507.489967,11,1797.019278
518.830619,17,1800.540387
520.340214,16,1802.25145
520.039548,16,1804.0943
535.490992,18,1805.898449
495.037068,23,1807.821692
526.43909,14,1809.504256
511.327848,12,1811.142569
520.991884,14,1812.835741
511.477839,11,1814.506565
516.318479,17,1816.354237
519.153462,14,1818.119761
513.805761,15,1819.854308
521.255339,16,1821.641084
509.264736,10,1823.351185
524.856621,18,1825.116237
527.715074,16,1830.464539
528.48805,17,1832.237436
520.87432,14,1833.982553
526.61521,19,1835.756513
520.063879,14,1837.499826
533.743212,19,1839.324334
521.381696,16,1841.15118
531.170489,18,1842.94188
546.318103,22,1844.872371
525.370825,16,1846.630166
536.789635,21,1848.460227
511.514708,10,1850.063213
510.80977,13,1851.752055
521.470099,17,1853.523803
523.671224,16,1855.25664
518.187165,14,1856.963259
520.428559,21,1858.948863
515.249281,12,1860.678138
512.524142,12,1862.416283
519.742363,16,1864.23558
527.969496,16,1866.084589
511.398098,14,1868.001137
522.720424,15,1869.750712
514.292157,12,1871.396656
516.080555,13,1873.094263
509.045142,9,1874.691214
518.762953,13,1876.304733
510.206602,16,1883.373312
515.707962,12,1885.176379
521.935238,14,1886.972557
518.321982,15,1888.661387
520.886839,14,1890.290658
519.030194,15,1891.975981
518.362731,16,1893.749529
526.030171,16,1895.560935
523.123717,14,1897.335595
519.754769,25,1899.265677
519.974125,20,1901.060548
514.543595,16,1902.785549
529.582022,16,1904.493707
516.94508,19,1906.277576
517.519251,16,1907.957761
510.692941,16,1909.648176
516.114361,13,1911.291099
528.869127,19,1913.074748
520.627373,18,1914.821561
519.038174,15,1920.151664
511.671827,16,1921.886626
517.182211,13,1923.508241
511.205301,15,1925.18282
531.258588,19,1926.912265
522.442343,15,1928.584164
516.371937,12,1930.240759
525.655919,17,1932.010247
512.104848,13,1933.654294
515.731683,13,1935.315682
508.775992,10,1936.887692
513.268543,16,1938.717502
509.898722,10,1940.339319
523.39006,17,1942.103927
534.088411,20,1943.97631
507.107708,10,1945.544047
522.32133,16,1947.253213
498.823844,36,1949.756225
527.17294,18,1951.574847
506.945303,12,1956.858441
517.092615,15,1958.625796
529.332349,17,1960.397352
519.224542,16,1962.156755
519.22892,13,1963.821588
521.82773,21,1965.660027
521.454022,18,1967.971089
520.280145,15,1969.66863
531.252616,16,1971.394081
526.717286,16,1973.175512
529.571451,17,1974.966864
519.031712,14,1976.624303
518.300066,14,1978.297761
514.537744,14,1979.995991
517.205374,14,1981.65806
518.912059,15,1983.353257
521.938754,15,1985.063058
511.825686,17,1986.79142
518.843927,15,1992.078078
522.90971,28,2004.10024
516.854999,12,2005.743307
521.695312,20,2007.647122
533.47134,19,2009.479867
516.86967,30,2011.647761
515.097859,14,2013.308055
532.989445,18,2015.128006
509.421532,12,2016.857804
547.074262,23,2018.843039
525.711274,17,2020.574849
529.745381,19,2022.354795
515.818252,27,2027.975512
516.662439,17,2029.719997
524.988879,17,2031.450618
531.745373,21,2033.280056
537.244353,19,2035.118133
543.27838,20,2036.936734
538.82626,20,2038.780836
538.669846,21,2040.657678
521.002074,16,2042.371624
530.274055,17,2044.086148
524.441411,16,2045.928823
523.387009,14,2047.61264
527.905473,16,2049.347429
519.347313,17,2051.125974
510.769396,14,2052.807473
529.792374,18,2055.821501
515.768685,16,2057.538957
513.733078,12,2059.251354
523.054657,14,2064.605462
507.648134,10,2066.221286
519.544238,14,2068.014536
512.948851,11,2069.650282
508.23109,17,2071.390165
525.604309,14,2073.145429
514.009538,11,2074.764113
515.925919,13,2076.4382
506.605849,9,2078.006315
514.515618,15,2079.714637
528.9381,22,2081.584753
516.17315,13,2083.290901
521.014091,16,2085.141243
518.863492,15,2086.863579
517.495323,13,2088.550063
510.116542,13,2090.204853
517.122664,17,2092.485569
526.423367,16,2094.223632
510.94084,11,2095.826543
521.365024,15,2101.146053
511.026227,13,2102.819714
519.334083,39,2105.224558
507.652105,9,2106.819683
516.603729,12,2108.453383
524.83509,15,2110.174834
511.338306,11,2111.806537
523.710497,17,2113.524833
508.941966,10,2115.112768
528.868289,18,2116.91338
513.195691,12,2118.527101
518.540383,14,2120.234929
502.910499,18,2122.066794
508.201975,13,2123.718278
534.634198,18,2125.672937
512.346278,11,2127.334878
515.986491,15,2129.054359
528.558338,19,2130.852776
508.887343,12,2132.463179
534.453881,20,2137.888723
529.123746,20,2139.696432
514.669828,18,2141.454107
515.212757,14,2143.125993
516.245331,18,2144.975332
523.919463,19,2146.781587
531.90209,21,2148.654928
513.94162,12,2150.257088
518.919247,15,2151.96619
510.018718,11,2153.542904
495.026146,52,2156.395677
519.28577,16,2158.110463
515.829647,15,2159.818908
508.040791,9,2161.377361
511.878357,16,2163.099921
533.394822,20,2164.938514
510.800615,11,2166.545048
541.772775,18,2168.325402
551.159106,22,2173.85172
509.988674,12,2175.480803
519.477892,24,2177.483931
528.237805,16,2179.201272
541.278285,21,2181.05667
511.644278,12,2182.676319
522.77884,14,2184.355529
518.149149,16,2186.059036
525.566131,18,2187.838017
538.919629,21,2189.691104
507.325849,12,2191.315099
520.905014,15,2193.025957
536.854552,19,2194.827867
533.042609,18,2196.621015
513.73661,12,2198.223611
531.582943,19,2200.02288
527.643524,17,2201.774055
517.580312,13,2203.474719
528.288182,17,2209.133906
508.877728,9,2210.776676
513.26717,12,2212.501662
510.683139,10,2214.185916
537.279848,18,2216.010526
512.893626,15,2217.778338
529.785047,18,2219.566184
523.72524,16,2221.280726
514.788396,13,2222.947357
515.233442,15,2224.683197
522.344675,15,2226.379062
520.94329,13,2227.988802
511.068148,20,2229.788388
526.510237,15,2231.453208
518.176395,14,2233.114506
521.703438,14,2234.895061
522.273921,17,2236.585443
516.713511,12,2238.203063
522.23974,14,2239.842837
520.353762,14,2245.121205
514.590646,12,2246.723814
519.97708,17,2258.060556
516.608318,35,2260.227624
531.126328,22,2262.125209
510.449042,10,2263.68207
531.131413,16,2265.38057
511.931032,18,2267.229652
512.004758,13,2268.827711
524.377627,17,2270.538799
511.320413,12,2272.122553
514.461311,13,2273.722971
533.794848,22,2275.569435
519.556372,15,2280.920385
504.307836,23,2282.820889
524.801027,18,2284.580673
509.307752,13,2286.234534
523.161298,15,2287.982599
516.488047,14,2289.652622
528.411087,17,2291.536455
529.827257,17,2293.363685
543.158793,19,2295.125105
517.690344,13,2296.755219
518.657587,16,2298.476746
511.741299,13,2300.154983
527.817106,16,2301.941876
526.615896,16,2303.629666
512.813859,13,2305.25203
521.736376,17,2306.981092
513.177847,11,2308.637312
514.391096,13,2310.254387
535.46368,18,2311.997901
530.239089,17,2317.33039
537.232101,23,2320.420205
513.890238,13,2322.015363
535.105944,19,2323.79551
510.537037,12,2325.384069
508.488653,11,2326.966687
509.099172,11,2328.535018
503.555347,9,2330.055603
506.430425,50,2332.658574
517.61116,15,2334.377192
535.265127,19,2336.128474
537.784472,19,2337.893378
539.516888,22,2339.713409
511.810191,11,2341.281023
526.205482,16,2343.786495
537.267462,19,2345.582155
521.081457,15,2347.268548
522.989819,18,2349.000119
526.835163,15,2354.310801
528.395326,16,2356.017624
521.926621,16,2357.742562
519.072892,14,2359.422699
516.83,15,2361.22034
535.361779,19,2363.002435
528.806968,18,2364.730619
531.067823,16,2366.46186
523.153333,15,2368.127355
528.960331,16,2369.818544
519.565776,14,2371.524849
513.540829,11,2373.188403
513.63129,8,2374.679122
517.795311,13,2376.298052
519.714834,14,2377.933645
513.0721,12,2379.531764
503.094401,10,2381.084718
508.463064,9,2382.612625
517.444045,14,2384.303505
513.709335,12,2389.521279
501.592396,5,2390.973552
515.670311,14,2392.612151
510.868985,11,2394.173118
520.94329,13,2395.804844
530.985759,22,2397.626725
511.45995,11,2399.242629
528.480049,17,2400.960727
510.07625,11,2402.557825
520.33201,16,2404.237263
533.029077,20,2406.026192
509.794139,12,2407.62313
518.830199,19,2409.364129
516.244442,12,2410.9523
523.90513,17,2412.656852
526.465705,18,2414.369987
524.461468,14,2416.001672
530.051833,18,2417.717739
530.648117,19,2419.471937
523.939262,14,2421.137823
516.670909,16,2426.456708
519.126186,14,2428.093229
508.586573,10,2429.724021
534.004864,21,2431.557872
514.500746,14,2433.194712
508.164299,10,2434.844602
520.011345,17,2436.576597
516.549644,13,2438.226995
518.763686,15,2439.891667
521.31643,13,2441.759169
528.315289,19,2443.812667
527.045907,17,2445.555884
506.773971,8,2447.088388
526.765684,20,2448.962393
524.859473,18,2450.790101
524.450677,16,2452.512218
534.760463,17,2454.23839
521.195821,17,2455.979307
509.020364,10,2461.165004
520.589825,14,2462.841179
520.492563,13,2464.483488
510.37782,11,2466.059604
510.490976,11,2467.655594
518.944075,14,2469.314027
526.619149,15,2470.99633
535.050083,19,2472.762215
527.073129,16,2474.48189
539.724418,19,2476.268263
524.401568,16,2477.976808
522.064996,16,2479.672251
507.894953,11,2481.26846
534.795468,19,2483.620934
530.794299,17,2485.366899
521.289405,15,2487.043387
524.752097,15,2488.722688
519.104527,13,2490.358735
509.855216,10,2491.915935
523.407018,23,2497.434517
524.391444,14,2499.09239
508.424415,10,2500.662695
532.962407,22,2502.574234
532.663322,28,2514.1766
544.589714,20,2515.960979
521.041974,14,2517.616977
522.919977,17,2519.341796
513.805404,12,2520.958008
511.49962,11,2522.553537
506.773971,8,2524.083133
528.122841,15,2525.776688
516.07868,18,2527.562735
519.998656,16,2529.262676
521.585132,14,2534.552462
525.147976,16,2536.258515
525.981086,16,2537.96265
520.517086,18,2539.723278
516.698973,13,2541.356026
539.429425,19,2543.137978
516.59983,17,2544.870829
507.402339,12,2546.480366
531.466542,18,2548.248068
516.759031,13,2549.901702
518.803131,15,2551.597372
523.357465,17,2553.33159
517.855047,14,2554.995444
513.732227,11,2556.574609
517.738232,12,2558.285978
515.715036,18,2560.033246
556.638066,23,2561.951094
530.318075,17,2563.704402
514.469601,11,2565.296359
530.474854,18,2570.650733
531.243808,16,2572.361301
521.94916,19,2574.146833
507.947918,12,2575.764956
517.960291,17,2577.475032
519.662456,13,2579.111499
520.869474,14,2580.781078
517.464506,13,2582.424815
509.366472,10,2583.957344
515.092653,15,2586.829588
514.892221,12,2588.423982
513.400279,12,2590.033977
537.145862,19,2591.809168
528.980907,16,2593.506945
532.785305,16,2595.210973
516.030364,12,2596.800183
515.392372,14,2598.447392
532.314336,17,2600.160572
519.784286,15,2601.837847
505.133172,9,2607.000468
526.026586,15,2608.69579
512.668343,12,2610.305261
517.866603,15,2611.97241
531.866797,17,2613.69088
514.939691,12,2615.297268
507.491335,10,2616.867331
